Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"25,875","40,941",0,0,0,0,0,"2,19,715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,86,531"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"18,873",0,0,0,0,0,"2,13,772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,32,645"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"25,875","22,068",0,0,0,0,0,"5,943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,886"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"3,09,16,398","4,39,66,404","70,77,510","19,79,101","24,19,308","34,19,022","4,55,359","16,10,081","1,94,195",0,116,"40,33,419","3,91,159","1,09,735",61,"4,60,562","10,407","5,88,244",0,"21,778","19,48,634","37,988","21,499","3,89,270","39,669","91,249","36,148","30,642",0,"1,25,424","37,968","3,349","5,03,725","13,189",0,36,"93,053","4,644","62,812","2,104","72,882","30,306","20,123","1,236",32,"10,530",103,"77,858","2,108","2,093","26,065",0,8,"1,375","13,688",300,"2,034","5,124",168,"42,961",79,527,0,30,2,0,0,0,0,0,0,0,0,"10,14,03,894"
4.1. Valores representativos de deuda ..........................................................................................................,"2,21,46,848","4,35,31,731","69,55,392","19,37,282","23,32,614","33,58,493","4,00,843","16,06,007","79,818",0,0,"40,33,419","11,150","1,09,428",0,"4,39,665",0,"5,10,441",0,"21,435","19,48,634","11,714","20,909","3,56,095","39,444","86,672","34,736","29,475",0,"1,23,526","36,228",0,"5,01,399","12,879",0,0,"88,340",18,"27,694","2,104","65,849","27,312",0,1,0,"5,482",0,"26,707","2,108","2,093","26,065",0,0,0,"13,688",0,0,"4,583",0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,"9,09,68,788"
4.2. Otros instrumentos de capital ..........................................................................................................,"87,69,550","4,34,673","1,22,117","41,819","86,694","60,529","54,516","4,074","1,14,377",0,116,0,"3,80,008",307,61,"20,898","10,407","77,803",0,343,0,"26,274",590,"33,175",224,"4,577","1,412","1,167",0,"1,898","1,741","3,349","2,326",310,0,36,"4,713","4,626","35,118",0,"7,033","2,994","20,123","1,235",32,"5,048",103,"51,151",0,0,0,0,8,"1,375",0,300,"2,034",541,168,"42,961",79,60,0,30,2,0,0,0,0,0,0,0,0,"1,04,35,105"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,20,95,653","3,06,50,799","25,06,464","12,81,960","11,52,518","29,65,998","3,30,613","3,13,746","35,335",0,0,"2,08,776","10,053",366,0,"3,75,163",0,"5,06,177",0,389,"1,28,087",554,98,"2,41,050","39,444",375,0,0,0,0,0,0,"45,898",0,0,0,0,0,0,0,"35,284",0,0,0,0,0,0,"3,108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,29,27,908"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"18,46,77,918","16,09,40,551","7,02,52,370","5,56,75,090","4,61,41,550","3,05,47,992","1,80,71,339","1,78,00,611","1,15,93,320","89,28,452","1,24,26,493","94,55,439","1,23,17,233","93,27,497","78,64,639","59,82,739","60,12,243","63,54,254","34,16,183","41,72,525","47,24,718","40,85,901","34,39,003","23,44,566","25,49,473","50,03,411","22,32,385","31,38,650","14,23,181","33,15,996","22,79,086","29,11,423","8,42,790","16,15,778","10,85,074","9,06,746","12,54,742","8,14,052","4,84,609","23,27,241","3,82,912","5,05,382","5,47,514","3,91,117","8,15,027","3,01,893","13,80,510","5,65,688","9,37,442","3,59,119","4,33,210","23,33,052","22,23,496","2,35,635","2,62,258","8,38,967","37,310","1,41,975","30,33,759","1,03,020","9,85,318","60,309","36,551","9,47,404","1,20,962","63,910","32,540","25,038","19,775","16,435","75,509","12,291","9,103","74,69,71,694"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,60,68,015","4,53,34,315","2,20,82,801","1,80,86,296","34,94,943","33,36,022","16,94,039","14,60,279","3,58,507","89,28,452","92,14,981","8,56,079","30,28,019","2,33,631","78,64,639","4,22,797","40,77,740","11,75,782","30,23,485","80,442","1,81,619","18,20,699","94,408","2,44,250","5,10,933","44,58,668","17,60,149","77,739",0,"12,57,480","7,23,803","19,38,827","1,43,474","37,453","10,70,843","8,72,122","1,23,742","5,32,196","69,279",0,"1,09,293","2,85,423","1,30,182","3,73,670","10,263","38,532",0,"3,38,149",197,"1,81,075","2,98,358","32,071","22,13,174","1,18,079","14,750","2,91,015","37,310","1,27,116","2,18,063","88,959","3,21,852","39,321","22,056","1,260","1,07,773","54,295","32,540","24,951","19,755","16,435","64,697","12,290","9,103","18,23,70,955"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"6,00,037",0,"1,00,060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,50,014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,50,111"
5.3. Crédito a la clientela ......................................................................................................................................................................,"15,75,63,834","11,01,93,658","4,77,39,342","3,70,16,035","4,21,04,721","2,69,35,716","1,62,68,129","1,62,38,647","1,11,16,416",0,"30,57,089","85,99,353","92,11,472","90,74,800",0,"55,31,468","19,31,269","51,32,999","1,98,280","40,70,145","45,31,350","22,63,698","33,32,886","20,77,008","20,29,729","2,62,174","1,29,765","30,43,026","14,23,181","19,69,865","15,35,398","9,71,063","6,99,233","15,71,756","4,059","2,034","11,20,969","2,81,549","4,15,053","23,26,361","2,68,624","1,88,750","4,17,104","17,442","8,00,294","2,62,558","13,80,321","2,20,654","9,37,175","1,77,573","49,180","23,00,480","10,308","1,14,752","2,45,067","5,43,733",0,"14,460","28,15,295","9,936","6,63,456","20,307","14,494","9,45,981",86,"9,581",0,52,5,0,"9,831",0,0,"55,44,11,029"
5.4. Valores representativos de deuda ..........................................................................................................,"1,954",0,0,0,0,0,0,0,0,0,"1,54,416",0,0,0,0,0,0,0,"1,93,537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,124",0,36,0,0,0,0,0,0,0,0,0,0,0,"3,54,067"
5.5. Otros activos financieros ......................................................................................................................................................................,"10,44,115","48,12,541","4,30,226","4,72,699","5,41,886","2,76,254","1,09,171","1,01,685","1,18,397",0,7,7,"77,742","19,066",0,"28,474","3,234","45,473",881,"21,938","11,749","1,504","11,709","23,308","8,811","32,555","3,42,472","17,885",0,"88,651","19,885","1,533",83,"6,569","10,172","32,590","10,031",307,278,880,"4,995","31,209",228,4,"4,470",803,189,"6,885",70,471,"85,672",502,14,"2,804","2,441","4,218",0,399,401,1,10,645,2,163,"13,103",34,0,35,15,0,981,1,0,"88,85,533"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"23,78,023","1,40,68,892",0,"49,68,063","13,38,676",0,"15,56,643","16,19,172","26,85,553",0,0,0,"18,36,331","17,893",0,0,"15,17,276","9,11,354",0,544,0,"16,92,844","12,176",0,"14,391",0,"15,32,372","13,434",0,"10,68,801","14,42,836",0,0,0,0,"7,32,120","1,44,525","1,63,592",0,0,"7,546","1,17,559","1,02,736","25,509",0,0,0,"3,29,171",0,0,"1,52,883",0,0,0,"11,191",0,0,"34,150",0,"81,003",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,05,77,259"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"58,06,495",0,"60,44,533",432,0,"4,53,064","25,033",0,605,0,0,0,0,0,0,0,0,"88,890",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,979",0,0,0,0,0,0,0,628,0,0,"1,24,26,684"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"28,37,944",0,"54,50,422",0,0,"4,53,064",0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,"87,42,430"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-6,373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,373"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"19,73,229","12,39,318","4,41,282","2,74,230","2,71,289","78,576","13,360","18,757","83,874",0,"24,100","2,11,070","53,268","32,548",0,"30,611",46,"4,772","2,192","11,710","41,551",0,"10,223",462,198,0,0,"6,142",0,"6,895","2,316",0,109,"9,158",0,0,0,"13,069",0,"11,827",0,0,0,0,0,0,0,0,2,"9,961",0,0,"3,009",0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,79,692"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"29,370","41,376","14,541","30,167","10,484","3,616","18,308","2,297",552,0,"1,214",0,65,"6,770",0,698,0,"1,999",0,"5,728",0,0,"3,676",478,348,0,0,"3,371",375,0,661,0,5,593,0,0,265,0,32,233,21,372,0,0,79,15,0,0,0,0,0,0,0,18,13,0,1,0,352,0,0,0,0,278,0,0,3,0,0,0,"5,866",0,0,"1,84,240"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,"15,224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,592",0,0,"19,816"
11.5. Activo material ...............................................................................................................................................................................,"29,370","41,376","14,541","30,167","10,484","3,616","3,084","2,297",552,0,"1,214",0,65,"6,770",0,698,0,"1,999",0,"5,728",0,0,"3,676",478,348,0,0,"3,371",375,0,661,0,5,593,0,0,265,0,32,233,21,372,0,0,79,15,0,0,0,0,0,0,0,18,13,0,1,0,352,0,0,0,0,278,0,0,3,0,0,0,"1,274",0,0,"1,64,424"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,32,98,052","3,46,90,763","12,26,593","13,15,738","8,15,588","1,36,007","1,79,145","34,112","1,06,558",0,"27,12,544","2,693","42,174",361,7,"1,23,342","1,15,713","1,25,098",0,270,0,"13,929",177,"22,124",99,"18,164","2,966",180,"3,38,731","41,267","3,850","1,51,102","7,385",90,0,0,"4,873",0,"1,119",0,"14,559","4,403","2,316",0,0,3,30,"7,912",0,"3,996","1,09,888",676,"1,55,154","23,290",0,"8,704","1,48,712",1,"83,272","1,112","21,838","4,266",0,9,0,0,0,0,0,10,0,0,0,"5,61,20,965"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,85,477","9,34,312","8,938","3,211","1,00,394",656,"83,788",220,"55,037",0,"5,395",762,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",627,0,0,95,0,0,0,0,0,0,0,"2,314",0,0,0,0,0,0,"1,618",0,0,0,0,0,0,0,0,"3,918",0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"23,18,453"
12.2. Entidades multigrupo ......................................................................................................................................................................,"5,483",0,"15,040","9,008","19,343","36,225","9,498",0,"33,612",0,"41,210",0,"3,366",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,182,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,283",0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"2,12,350"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,25,07,092","3,37,56,451","12,02,615","13,03,519","6,95,851","99,126","85,859","33,892","17,909",0,"26,65,939","1,931","38,808",0,0,"1,23,342","1,15,713","1,24,642",0,0,0,181,0,"22,100",99,"11,449","2,784",0,"7,501","30,127","3,850","1,51,102","7,290",0,0,0,"4,873",0,"1,119",0,"12,245","4,403","2,316",0,0,3,30,"1,011",0,"3,996","1,09,888",676,"1,55,154","23,290",0,"8,704","1,44,794",1,"83,165","1,112","20,076","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,35,90,162"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,89,985","30,03,055","14,97,940","1,28,028","2,62,774",0,"48,918","44,203","9,096",0,"31,079","6,931",0,"11,929",0,"1,535",581,0,0,"9,578",13,"2,106","8,669",0,"23,009",0,0,"7,005",0,0,0,0,0,"11,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,97,987"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,70,612","15,33,317","7,10,268","3,52,760","5,51,678","3,10,615","2,87,593","2,10,577","1,85,542",0,"13,897","26,280","43,603","64,212",0,"1,05,071",945,"86,125",68,"29,012",221,"19,544","26,124","33,413","29,421","1,413","10,849","20,633","2,966","77,287","5,601","9,089",609,"19,284",20,338,"26,076","1,690","13,722",199,"10,100","7,331","5,160",13,"4,039","9,273","2,393",416,962,"3,912","1,073","4,194",11,"1,637","2,589","4,806",104,"3,725","4,064","1,346",120,"1,001",2,296,"1,025","2,502",2,0,5,0,"28,180",0,0,"69,80,955"
15.1. De uso propio ..................................................................................................................................................................,"20,60,072","15,30,153","6,92,287","3,50,092","5,50,821","3,10,540","2,79,303","2,10,577","1,74,256",0,"13,897","11,363","38,089","63,672",0,"1,05,036",945,"86,125",68,"28,888",221,"19,544","26,124","33,406","29,421","1,413","10,849","20,423","2,966","73,896","5,365","9,089",609,"18,269",20,338,"25,234","1,690","11,305",199,"10,013","7,331","5,160",13,"3,993","8,192","2,393",416,962,"3,912","1,073","4,194",11,"1,637","2,589","4,806",104,"2,325","4,064","1,346",120,"1,001",2,296,"1,025","2,502",2,0,5,0,"9,758",0,0,"68,75,810"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,540","3,164","17,981","2,668",857,0,"8,290",0,"11,286",0,0,"14,917","5,514",540,0,0,0,0,0,124,0,0,0,0,0,0,0,210,0,0,0,0,0,"1,015",0,0,842,0,"2,121",0,87,0,0,0,0,"1,081",0,0,0,0,0,0,0,0,0,0,0,"1,400",0,0,0,0,0,0,0,0,0,0,0,0,"18,422",0,0,"1,01,059"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,7,0,0,0,0,0,"3,391",235,0,0,0,0,0,0,0,296,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,086"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,25,"4,41,092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,41,117"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"52,487",470,"31,450","8,689","6,160",205,"6,200","6,046",397,0,"1,686",0,0,153,0,668,0,0,0,102,26,"7,458",51,"6,093","1,321",446,987,51,1,74,"10,825","8,117",0,52,0,"17,138",363,545,0,0,111,137,"4,946",0,99,2,222,0,52,3,"3,169",97,0,"10,560",112,306,0,"1,572",567,28,36,"1,168",0,14,"1,194",26,0,0,0,0,0,0,0,"1,92,682"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
