Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"16,161","36,739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,932"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"15,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,325"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"16,161","21,414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,607"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,94,23,571","84,55,588","70,17,035","25,11,033","25,85,241","49,13,012","11,43,179","12,49,063","1,93,723",0,"1,04,871","32,06,195","5,87,095","5,80,789",61,"6,68,993","28,442","5,54,618",0,"16,052","20,39,772","2,09,296","16,157","4,69,714","21,636","94,768","41,395","24,062",0,"1,22,979","2,42,041","5,055","5,00,526","9,865",0,32,"1,30,560","5,061","62,926","2,107","71,513","29,721","15,342","1,293",32,"8,588",244,"93,144","2,111","2,096",575,0,8,"4,843","17,610",0,"74,002","7,920",152,"46,965",79,60,0,30,2,"3,071",0,0,0,0,0,0,0,"5,76,15,914"
4.1. Valores representativos de deuda ..........................................................................................................,"1,12,13,091","79,77,154","68,99,979","24,65,097","24,83,365","48,54,737","7,09,488","12,46,613","65,088",0,"1,04,527","32,06,195","2,14,444","5,80,674",0,"6,28,059",0,"4,76,137",0,"15,909","20,39,772","21,294","15,767","4,33,875","21,407","85,969","37,944","23,095",0,"1,20,605","2,40,606",0,"5,00,214","9,755",0,0,"1,19,728",16,"27,774","2,107","63,872","26,571",0,1,0,"3,331",0,"24,517","2,111","2,096",0,0,0,0,"17,610",0,0,"7,068",0,0,0,0,0,0,0,"3,071",0,0,0,0,0,0,0,"4,69,90,733"
4.2. Otros instrumentos de capital ..........................................................................................................,"82,10,480","4,78,434","1,17,056","45,936","1,01,876","58,275","4,33,691","2,450","1,28,635",0,344,0,"3,72,651",115,61,"40,934","28,442","78,481",0,143,0,"1,88,002",390,"35,839",229,"8,799","3,451",967,0,"2,374","1,435","5,055",312,110,0,32,"10,832","5,045","35,152",0,"7,641","3,150","15,342","1,292",32,"5,257",244,"68,627",0,0,575,0,8,"4,843",0,0,"74,002",852,152,"46,965",79,60,0,30,2,0,0,0,0,0,0,0,0,"1,06,25,181"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"25,39,555","18,40,746","24,65,495","37,628","12,91,214","46,31,419","2,64,625","3,53,515","23,470",0,0,"4,50,443","10,298",48,0,"5,66,885",0,"3,76,020",0,70,"1,17,322",462,65,"1,40,652","21,407",375,0,"15,989",0,0,0,0,"1,43,602",0,0,0,0,3,0,0,"30,393",0,0,0,0,0,0,"3,113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,53,24,814"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"21,42,75,583","17,63,50,519","7,73,50,641","5,93,16,832","5,51,52,234","3,53,40,915","1,95,33,145","2,06,29,158","1,34,65,176","90,08,500","1,53,93,920","84,53,059","1,28,70,996","1,01,10,639","70,95,743","75,58,283","66,93,953","72,55,933","37,77,296","43,56,615","50,71,598","41,51,220","37,48,655","25,49,728","34,16,975","58,23,987","23,94,628","32,72,722","18,46,472","34,27,770","29,86,808","33,75,778","8,16,833","17,92,385","23,50,415","9,66,480","13,51,101","9,48,740","5,48,689","22,70,098","3,43,673","5,83,855","6,69,695","4,01,235","10,33,574","3,37,179","16,70,650","3,72,697","10,27,102","5,02,927","4,94,687","25,30,795","26,78,478","2,58,795","3,14,740","12,48,390","1,17,877","1,59,396","32,24,726","1,15,337","11,60,492","58,969","36,794","10,29,730","1,25,176","69,173","32,872","23,519","19,915","16,572","73,957","12,459","9,100","83,78,54,758"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,41,58,526","3,65,84,980","2,01,37,271","1,83,68,246","57,01,781","47,49,981","9,73,216","17,49,768","4,80,925","90,08,500","1,15,51,781","39,839","28,20,837","2,56,230","70,95,743","13,03,976","46,74,810","10,59,414","33,31,103","30,402","1,56,186","12,92,024","1,20,194","1,23,771","6,07,467","53,21,080","16,91,591","91,414","18,804","13,42,008","10,88,869","20,63,712","5,593","1,58,443","22,98,880","9,03,618","1,03,531","4,80,430","88,429","17,798","65,781","3,67,414","99,538","3,79,755","52,073","30,635","30,258","1,42,177",153,"3,00,494","3,11,022","21,164","26,78,373","1,17,417","7,303","4,90,420","1,17,365","1,37,399","2,35,838","1,04,956","4,16,563","31,673","22,768","1,271","1,18,290","36,496","32,872","1,652","19,906","16,572","66,528","7,390","9,100","18,85,21,787"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,00,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,00,029"
5.3. Crédito a la clientela ......................................................................................................................................................................,"17,70,26,150","13,32,42,754","5,62,63,948","4,05,55,086","4,81,15,032","3,03,29,750","1,84,17,917","1,87,71,555","1,27,93,586",0,"38,26,927","84,13,116","99,59,244","98,02,040",0,"62,03,891","20,15,615","61,06,550","1,98,491","43,09,769","49,09,644","28,51,189","36,10,975","23,94,426","28,01,038","2,71,433","1,36,586","31,61,742","18,27,465","19,86,347","18,79,840","10,80,452","8,11,147","16,27,253","2,414",564,"12,28,911","4,65,836","4,59,680","22,51,936","2,75,009","1,84,507","5,69,964","21,479","9,79,941","3,05,569","16,40,159","2,28,516","10,26,747","1,93,733","65,047","25,01,693",101,"1,35,657","3,05,879","7,49,933",0,"18,674","29,88,492","9,848","7,43,921","22,891","14,024","10,28,239",107,"21,074",0,44,3,0,"5,937","5,068",0,"63,41,52,555"
5.4. Valores representativos de deuda ..........................................................................................................,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,41,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,36,0,0,0,"11,565",0,"21,823",0,0,0,0,0,"2,75,586"
5.5. Otros activos financieros ......................................................................................................................................................................,"30,90,126","65,22,785","9,49,422","3,93,500","13,35,421","2,61,184","1,42,012","1,07,835","1,90,665",0,"15,212",104,"90,915","52,369",0,"50,416","3,528","89,969","6,460","16,444","5,768","8,007","17,486","31,531","8,470","31,445","5,66,451","19,566",203,"99,415","18,099","2,31,614",93,"6,689","49,121","62,298","18,659","2,474",580,364,"2,883","31,934",193,1,"1,560",975,233,"2,004",202,"8,700","1,18,618","7,938",4,"5,721","1,558","8,037",512,"3,323",396,394,8,"4,369",2,220,"6,779",37,0,0,6,0,"1,492",1,0,"1,47,04,800"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"27,35,258","1,08,67,529",0,"48,20,331","32,76,668",0,"25,05,928","17,17,435","26,06,234",0,"12,00,000",0,"16,51,621","28,188",0,0,"12,56,711",0,0,"1,003",0,"10,50,118","15,233",0,"9,043",0,"15,94,878",0,0,"12,33,850","17,68,930",0,0,"72,407",0,"7,72,566","1,18,725","93,682",0,0,"7,094","1,47,921","17,720","26,500",0,0,0,"1,37,327",0,0,"2,02,334",0,0,0,"2,01,711",0,0,"47,854",0,"97,151",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,02,81,950"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"58,80,991",0,"68,89,393",439,0,0,"19,524",0,604,0,0,0,0,0,0,0,0,"83,119",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,912",0,0,0,0,0,0,0,639,0,0,"1,28,81,644"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"3,11,626",0,"63,77,300",0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,"66,89,883"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-8,268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,268"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"18,73,304","11,26,651","4,31,566","1,68,699","2,18,559","81,737","11,074","8,596","18,994",0,"52,739","1,18,465","34,612","31,457",0,"21,097",46,"2,629","5,073","11,327","43,808",0,"9,937","8,300","1,951",6,0,"5,925",0,"5,128","1,232",0,85,"8,875",0,0,0,"17,149",0,"11,347",0,0,0,0,619,0,0,0,0,"11,186",0,0,"4,746",0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,47,340"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"26,349","34,508","17,456","31,703","9,942","4,532","2,411","2,140","2,478",0,"2,061",0,65,"8,664",0,655,0,"1,437",0,"5,633",0,0,"4,735","1,115",425,0,0,"3,250",402,0,661,0,3,722,0,0,458,0,19,233,21,372,0,0,79,15,247,0,0,0,0,0,0,2,13,0,1,0,383,0,0,0,0,316,0,0,3,0,0,0,"4,346",0,0,"1,67,855"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,279",0,0,"4,279"
11.5. Activo material ...............................................................................................................................................................................,"26,349","34,508","17,456","31,703","9,942","4,532","2,411","2,140","2,478",0,"2,061",0,65,"8,664",0,655,0,"1,437",0,"5,633",0,0,"4,735","1,115",425,0,0,"3,250",402,0,661,0,3,722,0,0,458,0,19,233,21,372,0,0,79,15,247,0,0,0,0,0,0,2,13,0,1,0,383,0,0,0,0,316,0,0,3,0,0,0,67,0,0,"1,63,576"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,25,87,776","3,82,60,925","12,60,772","13,15,956","15,88,948","1,35,559","1,12,421","40,817","1,25,051",0,"30,17,946","1,726","48,765",361,7,"1,60,023","1,15,718","1,40,944",0,270,0,"13,929",177,"22,185",95,"18,164","3,101",180,"3,38,731","41,267","4,415","1,51,102","7,385",90,0,0,"4,821",0,"1,119",0,"14,559","4,404","47,316",0,0,3,30,"10,111",0,"3,126","1,73,845",676,"1,75,122","23,290",0,"9,704","1,45,119",1,"94,622","1,112","28,168","4,326",0,9,0,0,0,0,0,10,0,0,0,"6,02,56,299"
12.1. Entidades asociadas ......................................................................................................................................................................,"43,810","32,41,312","8,923","3,211","1,24,472",656,"1,017",0,"47,991",0,"5,395",268,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",624,0,0,95,0,0,0,0,0,0,0,"2,314",0,"45,000",0,0,0,0,"1,479",0,0,0,0,0,0,0,0,325,0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"38,58,583"
12.2. Entidades multigrupo ......................................................................................................................................................................,"3,330",0,"15,040","8,225","19,343","36,225","9,498",0,"33,612",0,"66,207",0,"2,411",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,140,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,"2,35,812"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,25,40,636","3,50,19,613","12,36,809","13,04,520","14,45,133","98,678","1,01,906","40,817","43,448",0,"29,46,344","1,458","46,354",0,0,"1,60,023","1,15,718","1,40,488",0,0,0,181,0,"22,161",95,"11,449","2,961",0,"7,501","30,130","4,415","1,51,102","7,290",0,0,0,"4,821",0,"1,119",0,"12,245","4,404","2,316",0,0,3,30,"1,011",0,"3,126","1,73,845",676,"1,75,122","23,290",0,"9,704","1,44,794",1,"94,515","1,112","26,406","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,61,61,904"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,10,938","29,90,903","15,07,456","1,10,516","2,57,695",0,"46,967","43,391","9,096",0,"29,916","6,672",0,"10,203",0,"1,649",563,0,0,"8,408",13,"2,098","7,756",0,"23,009",0,0,"6,253",0,0,"5,712",0,0,"10,291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,89,505"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,89,393","15,04,132","7,92,326","3,54,151","5,79,307","3,28,390","2,89,021","1,72,225","1,92,638",0,"12,720","25,865","46,692","61,563",0,"1,08,930",697,"89,854",47,"28,305",185,"23,782","25,439","27,012","28,965","1,328","10,839","20,177","2,952","76,814","8,651","9,823",673,"19,475",5,370,"25,646","1,735","13,548",183,"9,493","6,982","5,528",10,"3,941","9,296","2,612",384,890,"3,644","3,843","3,846",10,"1,405","2,928","4,439",102,"4,199","4,256","1,335",107,917,1,313,"2,004","2,526",2,0,4,0,"29,189",0,0,"70,78,064"
15.1. De uso propio ..................................................................................................................................................................,"20,78,649","15,01,006","7,75,086","3,49,886","5,78,476","3,09,806","2,80,797","1,70,972","1,83,264",0,"12,720","11,107","41,210","60,480",0,"1,07,645",697,"89,854",47,"27,997",185,"23,782","24,882","27,012","28,965","1,328","10,839","19,998","2,952","73,446","8,651","9,823",673,"17,330",5,370,"24,817","1,735","11,174",183,"9,406","6,982","5,528",10,"3,895","8,218","2,612",384,890,"3,644","3,843","3,846",10,"1,405","2,928","4,439",102,"2,810","4,256","1,335",107,917,1,313,"2,004","2,526",2,0,4,0,"10,810",0,0,"69,51,076"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,744","3,126","17,240","4,265",831,0,"8,224","1,253","9,374",0,0,"14,758","5,482","1,083",0,0,0,0,0,308,0,0,557,0,0,0,0,179,0,0,0,0,0,"2,145",0,0,829,0,"2,081",0,87,0,0,0,0,"1,078",0,0,0,0,0,0,0,0,0,0,0,"1,389",0,0,0,0,0,0,0,0,0,0,0,0,"18,379",0,0,"1,03,412"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"18,584",0,0,0,0,0,0,0,0,0,"1,285",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,368",0,0,0,0,0,0,0,0,293,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,576"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,21,"4,41,685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,41,706"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"56,626",449,"29,176","13,911","4,067","1,421","7,676","5,428",467,0,"3,297",0,0,171,0,662,0,0,0,114,24,"7,023",57,"6,941","3,846",440,518,57,479,64,"7,793","9,124",0,58,0,"16,840",218,545,0,0,164,143,"6,096",0,93,1,607,0,57,16,"3,368",88,0,"10,361",71,405,0,"1,304","2,561",0,17,"1,132",0,1,"1,486",28,0,0,0,0,0,0,0,"2,05,491"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
