Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,56,87,636","3,68,37,183","61,11,439","19,52,901","19,71,554","69,77,898","7,18,941",0,"19,88,130","29,56,517","1,78,450","14,289","2,62,493",61,"10,475",0,"6,07,678","4,92,316",0,"23,186","26,440","22,023","99,760","48,472","2,83,105","1,29,186","31,098","26,697","22,20,427",0,42,"4,742","35,541","13,382","4,77,677",0,"7,121","7,217","88,826","35,810","2,216","60,597","1,216","12,252","12,045",0,103,"2,216","2,581",8,"1,374","75,914","1,802",0,0,"24,310","37,109","1,131",168,"4,935",79,"62,094","6,042","1,256",0,30,0,0,0,2,0,0,0,0,"9,06,58,193"
4.1. Valores representativos de deuda ..........................................................................................................,"1,94,31,906","3,55,29,827","59,73,386","18,76,945","19,25,569","69,35,220","6,65,074",0,"19,83,332","29,56,517","69,044","12,302","2,62,294",0,0,0,"5,38,355","4,81,852",0,"22,890","6,028","21,734","95,527","48,254","2,50,991","1,26,907","30,185","25,417","22,20,427",0,0,"1,093","34,129","13,173","4,77,374",0,11,0,"77,406","32,065","2,216","25,900",1,0,"7,114",0,0,"2,216","2,281",0,0,"27,335",0,0,0,0,0,"1,131",0,"4,699",0,"62,094","1,557",0,0,0,0,0,0,0,0,0,0,0,"8,22,61,778"
4.2. Otros instrumentos de capital ..........................................................................................................,"62,55,730","13,07,356","1,38,053","75,956","45,985","42,678","53,867",0,"4,798",0,"1,09,406","1,987",199,61,"10,475",0,"69,323","10,464",0,296,"20,412",289,"4,233",218,"32,114","2,279",913,"1,280",0,0,42,"3,649","1,412",209,303,0,"7,110","7,217","11,420","3,745",0,"34,697","1,215","12,252","4,931",0,103,0,300,8,"1,374","48,579","1,802",0,0,"24,310","37,109",0,168,236,79,0,"4,485","1,256",0,30,0,0,0,2,0,0,0,0,"83,96,415"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,95,40,697","2,38,69,162","25,75,307","11,17,848","12,80,913","68,56,372","2,78,299",0,"14,69,939",0,"26,369","9,880",220,0,0,0,"4,13,253","4,26,849",0,611,736,353,"56,285","22,604","2,20,875",0,14,0,"1,31,706",0,0,"1,036",0,0,"1,11,577",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,212",0,0,0,0,0,0,0,0,0,"3,740",0,0,0,0,0,0,0,0,0,0,0,0,"5,84,17,906"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"16,02,58,049","13,83,58,630","5,22,59,591","4,13,02,823","4,77,02,165","2,65,50,031","1,67,04,363","1,02,31,721","1,31,45,370","91,03,412","1,02,03,705","1,17,97,238","84,69,428","67,22,904","82,06,124","1,28,62,102","54,84,181","53,63,694","34,08,918","37,57,700","36,23,809","31,64,742","45,56,904","22,66,613","20,37,603","33,95,629","28,58,743","23,55,799","44,39,803","10,17,654","10,70,791","27,63,611","20,43,127","15,23,092","6,34,619","11,57,511","8,62,877","4,58,481","11,88,132","5,06,768","21,27,947","4,20,038","3,75,226","4,49,785","2,79,675","7,35,048","11,55,212","8,31,387","2,60,564","19,44,987","1,86,641","3,77,533","34,648","21,73,977","4,61,965","2,13,464","1,19,033","3,17,128","28,17,127","1,00,794","8,71,821","2,29,801","47,486","50,640","34,835","8,68,590","81,421","32,632",30,"1,05,508","19,661","16,331","12,408","9,101","65,15,80,901"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"1,71,47,652","3,82,90,404","90,18,610","36,15,211","1,32,50,440","24,84,803","12,33,179","1,02,31,715","14,07,107","6,74,225","3,15,738","29,30,047","2,75,312","67,22,904","64,46,833","1,01,11,996","8,75,728","4,77,033","30,36,012","91,545","20,16,213","80,964","42,66,013","4,92,639","2,28,734","14,63,374","78,283","8,43,320","2,32,125","10,14,719","10,45,532","19,43,053","16,19,467","50,528","9,184",0,"6,34,366","1,41,277","1,12,443","2,89,021",0,"16,268","3,56,470","4,13,146","32,965","33,380",0,148,"1,29,021","19,44,894","81,802","1,61,325","34,648","30,785","1,51,175","1,04,941","1,07,402","1,02,542","1,90,651","89,946","2,65,504","6,778","26,082","28,778","21,141",37,"64,436","32,632",0,"75,641","19,647","16,331","11,927","9,101","14,97,57,293"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"2,63,014",0,0,"3,00,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,63,031"
5.3. Crédito a la clientela ......................................................................................................................................................................,"14,23,92,050","9,56,28,699","4,30,91,965","3,73,30,109","3,38,08,192","2,37,65,653","1,53,99,184",6,"1,16,85,105","84,29,170","98,12,119","87,88,764","81,58,643",0,"17,57,751","27,47,587","45,77,099","48,34,964","1,97,528","36,52,768","16,06,592","30,70,428","2,66,384","17,65,486","17,99,326","19,10,408","27,67,252","14,91,194","42,03,541","2,925","1,104","8,19,041","79,411","14,66,707","6,25,359","11,57,511","2,27,847","3,15,833","10,68,371","1,94,126","21,26,535","4,03,742","18,755","36,620","2,46,675","6,97,986","11,55,061","8,31,184","1,31,328",79,"1,04,140","2,14,590",0,"21,42,744","3,09,449","1,08,478","11,631","21,589","26,26,073","10,453","6,06,307","2,18,631","20,370","21,772","13,692","8,68,390","12,616",0,0,86,8,0,481,0,"49,38,55,667"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,512",0,0,"1,74,516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"1,77,096"
5.5. Otros activos financieros ......................................................................................................................................................................,"7,18,347","41,76,513","1,49,016","3,57,503","3,43,516","2,99,575","72,000",0,"53,158",17,"75,848","78,426","35,473",0,"1,540",7,"31,354","51,697",862,"13,387","1,004","13,350","24,507","8,489","9,543","21,847","13,208","21,285","4,137",10,"24,155","1,517","3,44,248","5,857",76,0,664,"1,371","7,318","23,621","1,412",28,1,19,35,"3,650",151,55,215,14,699,"1,618",0,448,"1,340",45,0,"1,92,997",403,395,10,"4,392",998,90,2,163,"4,369",0,30,"29,781",6,0,1,0,"72,27,813"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,14,067","97,28,335",0,"14,81,995","27,55,098",0,"16,03,889",0,"11,25,337",0,"17,83,782","20,07,319","28,376",0,"18,98,761",0,"6,72,048",0,0,503,"18,36,188","12,577",0,"46,238",0,"12,36,686","22,664","13,61,442",0,0,"9,04,277",0,"14,82,997",0,0,0,"3,01,455","70,606","1,45,549","1,69,530",0,0,"25,405",0,0,0,0,0,0,0,0,"1,58,218",0,0,0,"90,055",0,"2,184",0,"30,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,35,96,567"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"40,54,243",0,"44,34,445",0,445,"4,56,318","27,227",0,0,0,"1,491",0,0,0,0,0,"88,284",0,0,0,0,0,0,"2,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,069",0,0,0,0,0,526,"14,163","6,981",0,643,0,0,0,0,0,0,0,"90,88,798"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,20,850",0,"39,97,067",0,0,"4,40,629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,62,540"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"1,335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,335"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"36,96,224","19,73,479","9,30,006","3,57,611","2,42,951","85,739","73,557",0,"1,604","2,48,139","99,110","1,30,660","79,180",0,444,"6,175","29,514","8,980","20,616","27,214",0,"24,755",0,68,0,"5,162","14,849","2,885",0,0,0,0,0,"22,268",179,0,"9,217",0,0,0,"29,716",0,0,0,0,0,0,15,"8,886",0,0,0,0,0,0,263,0,0,"2,313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,31,779"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"43,868","44,992","26,250","22,939","29,889","4,368","3,946",0,"2,903",0,"1,754",65,"6,096",0,0,"1,327","2,009",581,0,"5,677",0,"3,903",0,729,568,0,"2,865",77,0,0,0,9,0,574,0,193,0,0,253,390,233,4,0,0,15,0,0,0,0,0,2,0,1,0,0,0,0,0,359,0,0,13,"1,217",1,0,298,"5,909",3,0,0,0,0,0,0,"2,14,280"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,450",0,0,0,0,0,0,0,"4,450"
11.5. Activo material ...............................................................................................................................................................................,"43,868","44,992","26,250","22,939","29,889","4,368","3,946",0,"2,903",0,"1,754",65,"6,096",0,0,"1,327","2,009",581,0,"5,677",0,"3,903",0,729,568,0,"2,865",77,0,0,0,9,0,574,0,193,0,0,253,390,233,4,0,0,15,0,0,0,0,0,2,0,1,0,0,0,0,0,359,0,0,13,"1,217",1,0,298,"1,459",3,0,0,0,0,0,0,"2,09,830"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,31,80,554","3,41,52,380","12,30,859","8,55,076","12,79,301","1,43,086","2,17,243",0,"35,915","2,451","1,02,060","40,322",361,7,"1,15,713","24,41,728","1,21,686","1,21,857",0,270,"13,869",177,"16,864",93,"22,124","41,007",180,"3,850",0,0,0,"1,56,585","3,051",90,"7,385","2,45,281",0,"14,559","4,776","4,778",0,"1,119",0,0,3,0,30,0,"3,997","1,40,014","23,290","8,761","1,48,712",676,"6,634","2,316","1,112","1,13,596","83,271",4,"21,838",0,"4,265","7,121",0,9,0,0,0,0,0,10,0,0,"5,51,42,316"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,90,831","12,97,464","9,310","92,980","5,230",653,"83,788",0,221,762,"51,387",0,0,7,0,"39,693",456,0,0,0,240,0,"5,471",0,24,636,0,0,0,0,0,0,0,0,95,"2,33,870",0,"2,314",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,750","3,918",0,0,0,0,0,107,0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"26,22,979"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","17,536","15,040","15,093","8,933","36,421","9,498",0,0,0,"33,612","3,167",361,0,0,0,0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,232,90,0,"4,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,73,539"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,23,85,566","3,28,37,381","12,06,508","7,47,003","12,65,138","1,06,012","1,23,957",0,"35,694","1,689","17,061","37,155",0,0,"1,15,713","24,02,035","1,21,230","1,21,857",0,0,120,0,"11,393",93,"22,100","29,858",0,"3,850",0,0,0,"1,56,585","2,819",0,"7,290","6,801",0,"12,245","4,776","4,778",0,"1,119",0,0,3,0,30,0,"3,997","1,40,014","23,290","7,011","1,44,794",676,"6,634","2,316","1,112","1,13,596","83,164",4,"20,076",0,"4,124","7,121",0,9,0,0,0,0,0,0,0,0,"5,23,45,797"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,93,918","30,71,513","16,54,759","2,78,160","1,41,292",0,"52,993",0,"45,436","7,184","9,019",0,"13,308",0,557,"33,108",0,699,0,"10,612","2,191","9,398",0,"17,711",0,0,"7,708",0,0,0,0,0,0,"12,679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,62,245"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,38,474","15,48,632","6,36,945","5,30,574","3,55,543","3,03,141","2,85,733",0,"2,04,988","26,643","1,66,516","44,985","63,341",0,927,"4,731","87,053","1,04,145",102,"28,761","18,694","24,528","1,484","28,347","32,804","79,407","20,666","6,633",221,36,259,"8,959","11,348","19,703",701,"2,404","1,721","10,558","26,342","7,600",215,"13,999",15,559,"9,024","4,187","2,458","1,020","4,285",12,"2,104",444,106,"4,449","4,829","4,964","1,355","3,221","4,086","3,907",136,"2,640","1,037","1,575",4,288,"28,306",2,"2,513","1,020",6,0,0,0,"68,36,415"
15.1. De uso propio ..................................................................................................................................................................,"20,26,330","15,40,199","6,24,228","5,29,545","3,54,673","3,02,994","2,77,374",0,"2,04,605","11,593","1,56,383","39,442","62,959",0,927,"4,731","87,053","1,04,109",102,"28,761","18,694","24,528","1,484","28,347","32,804","75,692","20,630","6,398",221,36,259,"6,200","11,348","19,093",701,"2,404","1,721","10,089","25,488","7,600",215,"11,152",15,559,"7,940","4,061","2,458","1,020","4,285",12,"2,104",444,106,"4,449","4,829","4,964","1,355","3,221","4,086","2,499",136,"1,099","1,037","1,575",4,288,"28,306",2,"2,513","1,020",6,0,0,0,"67,45,505"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,144","8,434","12,717","1,029",870,0,"8,359",0,0,"15,050","10,133","5,544",382,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,"2,759",0,610,0,0,0,469,854,0,0,"2,548",0,0,"1,084",79,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,408",0,"1,541",0,0,0,0,0,0,0,0,0,0,0,0,"86,050"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,147,0,0,383,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,"3,715",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,862"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,0,"4,26,978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,26,978"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"46,112",530,"32,854","6,506","9,246",335,"5,571",0,"8,030",0,357,0,97,0,0,"1,000",0,898,0,65,"8,648",33,467,"1,079","4,447",80,33,"13,115",84,0,"14,493",0,"1,428",33,0,55,0,173,509,150,0,0,2,0,2,136,115,33,9,0,"10,527",0,0,125,0,"5,408",32,"2,692",0,"1,285",55,99,"1,257",0,0,32,0,0,37,"1,086",0,0,0,0,"1,79,360"
