Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,"2,20,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,20,200"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"12,263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,"1,723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,986"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,64,14,380","1,72,18,647","79,85,672","20,01,345","18,98,776","47,74,538","5,19,858",0,"15,53,747","31,98,411","1,69,167","3,376","1,21,426",61,"10,501",0,"10,01,222","5,14,099",0,"25,412","27,588","24,786","1,04,127","36,087","2,90,347","1,48,260","35,544","23,296","19,72,010",0,941,"6,951","43,429","14,850","4,41,436",0,"7,991","6,959","82,129","42,305","2,074","58,480","1,216","12,252","11,400",32,103,"2,080","2,059",8,,"1,374","74,166",0,0,0,"32,467","36,809",0,167,"4,921",79,"62,253","1,572","2,778",0,30,0,0,0,2,0,0,"6,668",0,"7,10,32,664"
4.1. Valores representativos de deuda ..........................................................................................................,"2,03,18,031","1,64,89,331","79,33,883","19,11,606","18,60,628","47,37,925","4,46,278",0,"15,48,578","31,98,411","72,507","1,171","1,21,218",0,6,0,"9,31,614","5,03,943",0,"25,107","7,265","24,488","1,00,997","35,875","2,63,775","1,28,178","34,623","21,665","19,72,010",0,0,"1,097","37,264","14,632","4,41,436",0,16,0,"77,792","38,673","2,074","24,542",1,0,"6,800",0,0,"2,080","2,059",0,,0,"28,454",0,0,0,0,0,0,0,"4,661",0,"62,253","1,572",0,0,0,0,0,0,0,0,0,0,0,"6,34,34,519"
4.2. Otros instrumentos de capital ..........................................................................................................,"60,96,349","7,29,316","51,789","89,739","38,148","36,613","73,580",0,"5,169",0,"96,660","2,205",208,61,"10,495",0,"69,608","10,156",0,305,"20,323",298,"3,130",212,"26,572","20,082",921,"1,631",0,0,941,"5,854","6,165",218,0,0,"7,975","6,959","4,337","3,632",0,"33,938","1,215","12,252","4,600",32,103,0,0,8,,"1,374","45,712",0,0,0,"32,467","36,809",0,167,260,79,0,0,"2,778",0,30,0,0,0,2,0,0,"6,668",0,"75,98,145"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,94,14,322","55,17,194","22,86,644","14,58,826","10,75,590",0,"2,87,105",0,"7,25,442","41,811","23,739",0,404,0,0,0,"8,29,768","4,40,295",0,383,497,302,"86,431","35,875","2,01,638",0,182,0,"1,26,617",0,0,0,0,0,"1,22,581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"3,422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,26,79,068"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"15,47,50,264","14,64,89,877","5,92,90,454","3,95,84,554","4,43,68,251","2,54,92,930","1,59,12,952","1,19,79,804","1,60,42,009","91,45,947","95,44,846","1,16,60,491","78,48,651","52,48,797","75,67,203","1,09,56,783","52,26,625","47,82,859","31,98,629","35,60,232","33,38,052","29,80,075","45,57,425","23,04,047","18,99,714","33,13,936","27,08,055","23,89,810","41,43,347","12,17,733","10,50,537","27,48,443","22,88,490","14,55,082","6,72,251","13,04,386","9,44,745","3,59,093","10,16,768","4,87,147","20,73,974","4,17,618","3,75,702","4,77,998","2,67,937","6,50,471","10,30,319","7,19,269","2,61,505","17,67,912",,"1,96,511","3,97,460","36,788","20,56,151","4,85,368","1,79,333","1,14,830","2,71,391","26,39,212","1,54,480","8,00,722","2,04,679","35,907","49,884","34,263","8,15,747","76,347","32,342","55,481","71,839","19,618","16,263","5,323","9,094","65,06,33,032"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"1,79,67,449","4,37,81,465","1,78,67,988","41,36,800","1,20,37,530","31,19,424","10,50,667","1,19,79,798","20,43,075","6,86,103","4,05,216","28,73,654","2,17,789","52,48,797","58,80,693","83,57,213","10,00,439","2,48,020","28,24,479","40,184","19,93,080","49,482","40,18,960","4,88,190","1,98,615","14,21,938","37,648","10,52,372","1,65,509","12,14,301","9,92,715","20,13,192","19,99,993","25,334","1,05,288","19,069","7,59,213","32,990","74,116","2,45,862","3,835","37,193","3,57,072","4,26,347","36,857","6,921",0,190,"1,63,074","17,67,819",,"94,604","1,72,303","36,788","41,659","1,81,102","73,988","16,282","1,80,238","1,81,267","1,43,258","2,72,466","8,614","18,068","21,981","20,542","1,449","44,994","32,342","39,596","70,748","19,594","16,263","4,785","9,094","16,31,75,983"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"12,00,127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,00,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,00,148"
5.3. Crédito a la clientela ......................................................................................................................................................................,"13,56,01,963","9,71,09,950","4,05,50,261","3,47,67,287","3,19,08,191","2,20,03,013","1,47,22,206",6,"1,39,00,936","84,59,831","90,00,216","85,96,276","75,81,707",0,"16,86,416","25,99,563","41,64,875","44,90,418","1,95,767","35,02,359","13,43,596","29,15,604","3,00,111","18,05,616","16,86,526","18,70,237","26,56,688","12,93,139","39,73,985","3,422",314,"7,30,574","98,685","14,23,275","5,66,824","10,40,214","1,84,310","3,23,757","9,29,854","2,11,509","20,68,835","3,80,403","18,629","51,522","2,31,059","6,42,485","10,30,174","7,18,996","98,180",79,,"97,379","2,23,593",0,"20,13,122","2,98,958","1,00,756","94,888","13,765","24,57,442","10,833","5,28,246","1,94,387","17,552","27,677","13,689","8,14,135","15,925",0,"15,858",145,9,0,537,0,"47,63,78,739"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,76,710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,44,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"3,660",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"4,25,290"
5.5. Otros activos financieros ......................................................................................................................................................................,"11,80,852","43,98,335","8,72,205","6,80,467","4,22,530","3,70,493","1,40,079",0,"97,998",13,"1,39,414","1,90,561","49,155",0,94,6,"61,311","44,421","1,673","17,689","1,376","14,989","38,333","10,242","14,573","21,761","13,719","44,299","3,853",10,"57,508","4,677","1,89,812","6,473",139,220,"1,222","2,346","12,798","29,776","1,304",22,1,129,21,"1,065",145,83,251,14,,"4,528","1,564",0,"1,370","5,308","4,589",0,"77,388",503,389,10,"1,678",251,226,32,163,"15,428",0,27,946,15,0,1,0,"92,52,873"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,54,608","1,89,10,333",0,"19,33,792","25,17,879",0,"17,31,935",0,"19,68,391",0,"16,98,948","19,44,483","27,585",0,"15,86,811",0,"7,04,716",0,0,"1,010","18,37,711","9,430",0,"40,725",0,"10,69,816","7,863","11,63,825",0,0,"8,74,667",0,"9,90,748",0,0,0,"2,88,771","2,099","1,09,331","1,31,358",0,0,"24,446",0,0,0,0,0,0,0,,0,"1,65,941",0,0,0,"62,125","91,112",0,0,"78,736",0,"3,661",0,0,0,0,0,0,0,0,0,0,0,0,"4,26,32,856"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"38,89,040",0,"47,68,947",0,0,"4,71,640","42,588",0,0,0,"4,804",0,0,0,0,0,"98,447",0,0,0,0,0,0,"2,915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"1,172","12,349","6,982",0,635,0,0,0,0,0,0,0,"92,99,519"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"16,45,670",0,"42,53,731",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,042",0,0,0,0,0,0,"2,879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,10,322"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"4,251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,251"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"36,37,806","18,01,190",0,"2,66,060","43,553","76,198","10,390",0,982,"2,28,593","60,445","1,13,156","34,491",0,685,"2,449","6,034","10,794","15,937","12,091",0,"10,897",0,22,0,"4,238","6,479",0,0,0,0,0,0,"9,660",774,0,"6,610",0,0,0,"12,824",0,0,0,0,0,0,5,"6,398",0,,0,0,0,0,0,168,0,0,"4,696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,83,625"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"51,571","39,480","23,562","20,704","30,228","4,597","4,271",0,"2,684",0,"5,862",67,"6,396",0,0,"1,865","2,076",609,0,"4,646",0,"4,109",0,"1,026",395,0,"2,851",27,0,0,0,0,0,534,0,239,0,0,361,372,253,11,0,0,22,79,0,0,0,0,,6,0,1,0,0,0,0,0,304,0,0,13,0,1,0,343,"7,008",145,0,0,0,0,0,0,"2,16,718"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,"9,402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,402"
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,"3,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,050",0,0,0,0,0,0,0,"7,951"
11.5. Activo material ...............................................................................................................................................................................,"51,571","39,480","23,562","11,302","30,228","4,597","4,271",0,"2,684",0,"1,961",67,"6,396",0,0,"1,865","2,076",609,0,"4,646",0,"4,109",0,"1,026",395,0,"2,851",27,0,0,0,0,0,534,0,239,0,0,361,372,253,11,0,0,22,79,0,0,0,0,,6,0,1,0,0,0,0,0,304,0,0,13,0,1,0,343,"2,958",145,0,0,0,0,0,0,"1,99,365"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,28,52,487","3,40,76,481","12,00,777","7,88,830","12,79,301","1,37,083","2,28,707",0,"37,172","1,409","1,00,889","41,028",361,7,"1,15,713","24,93,296","1,20,382","1,21,580",0,270,"13,869",177,"16,864",100,"22,124","40,579",180,"23,049",0,0,0,"1,53,594","3,069",90,"7,385",0,0,"14,719","5,119","4,741",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","3,007","1,48,712",676,"5,203","2,316","1,112","2,998","84,993",4,"18,201",0,"4,402","7,121",0,9,0,0,0,0,0,10,0,0,"5,43,30,649"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,96,507","12,99,045","9,256","53,659","5,230",0,"83,788",0,754,741,"50,227",0,0,7,0,"39,693",456,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,0,0,"2,474",361,0,0,0,0,0,0,0,0,0,0,0,,0,"1,996","3,918",0,0,0,0,0,"5,821",0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"23,62,172"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","14,676",0,"25,493","8,933","37,074","19,210",0,0,0,"33,612","2,905",361,0,0,"6,912",0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,78,212"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,20,51,823","3,27,62,760","11,91,521","7,09,678","12,65,138","1,00,009","1,25,709",0,"36,418",668,"17,050","38,123",0,0,"1,15,713","24,46,691","1,19,926","1,21,580",0,0,120,0,"11,393",100,"22,100","29,429",0,"23,049",0,0,0,"1,53,594","3,069",0,"7,290",0,0,"12,245","4,758","4,741",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","1,011","1,44,794",676,"5,203","2,316","1,112","2,998","79,172",4,"16,439",0,"4,261","7,121",0,9,0,0,0,0,0,0,0,0,"5,17,90,264"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,97,376","30,31,187","16,52,798","2,78,451","1,45,869",0,"52,993",0,"44,148","7,371","9,019",0,"13,788",0,580,"33,731",0,540,0,"11,029","2,191","9,646",0,"17,711",0,0,"8,004",0,0,0,0,0,0,"13,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,29,525"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,25,379","15,74,437","6,26,307","5,40,000","3,54,108","2,99,020","1,59,511",0,"2,07,468","26,898","1,59,970","47,053","63,504",0,"1,083","4,857","87,618","1,04,088",133,"29,306","18,464","24,535","1,531","27,663","32,958","79,938","20,706","4,991",239,54,264,"6,762","11,604","19,765",773,"2,471","1,537","10,421","26,284","7,941",229,"14,150",18,630,"7,904","4,190","2,441","1,078","4,393",0,,"2,390",465,108,"4,391","5,021","4,901","1,365","3,749","4,254","3,958",144,"2,472","2,200","1,564",6,258,"28,390",2,"2,528","1,038",7,0,0,0,"67,13,885"
15.1. De uso propio ..................................................................................................................................................................,"20,13,156","15,65,022","6,13,580","5,38,949","3,53,126","2,98,871","1,55,638",0,"2,07,081","11,757","1,51,950","41,490","63,117",0,"1,083","4,857","87,618","1,04,051",133,"29,306","18,464","24,535","1,531","27,663","32,958","76,207","20,606","4,756",239,54,264,"6,762","11,604","19,149",773,"2,461","1,537","10,313","25,423","7,941",229,"13,074",18,630,"6,818","4,143","2,441","1,078","4,393",0,,"2,390",465,108,"4,391","5,021","4,901","1,365","3,749","4,254","2,544",144,923,"2,200","1,564",6,258,"28,390",2,"2,528","1,038",7,0,0,0,"66,33,097"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,223","9,415","12,727","1,051",982,0,"3,873",0,0,"15,141","8,020","5,563",387,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,616,0,10,0,108,861,0,0,367,0,0,"1,086",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,"1,414",0,"1,549",0,0,0,0,0,0,0,0,0,0,0,0,"75,493"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,149,0,0,387,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"3,731",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,47,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,295"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,26,"4,43,189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,43,932"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"43,064","1,186","34,418","4,710","9,551",336,"6,115",0,"8,312",0,409,0,99,0,0,752,0,973,0,67,"9,224",34,343,"1,107","4,260",114,34,"4,833",4,0,"17,109","2,776","1,650",34,0,68,0,308,615,248,0,0,5,0,3,157,132,34,17,0,,"10,612",0,0,152,0,"5,802",36,"2,920",0,"1,454",67,106,"1,316",0,0,49,0,0,46,"1,088",0,0,0,0,"1,76,749"
