Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,"5,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,086"
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,65,17,311","1,56,58,929","1,12,09,849","19,96,699","18,93,589","53,35,501","5,38,017",0,"17,25,981","30,54,336","1,69,455","2,998","1,18,414",61,"10,490",0,"5,89,132","5,15,299",0,"25,906","27,169","24,830","1,04,959","36,107","3,11,052","1,30,398","35,439","3,008","19,38,154",0,42,"6,956","64,322","14,877","4,69,039",0,"7,683","7,130","82,135","38,671","2,107","59,964","1,216","12,252","11,556",0,103,"2,112","2,068",8,,"1,374","73,814","1,774",0,0,"33,278","36,350",0,168,"4,933",79,"70,116","1,569","3,219",0,30,0,0,0,2,0,0,"6,668",0,"7,29,88,698"
4.1. Valores representativos de deuda ..........................................................................................................,"2,01,60,441","1,51,70,642","1,11,57,406","19,30,210","18,72,131","53,00,000","4,64,473",0,"17,20,804","30,54,336","70,847",793,"1,18,206",0,0,0,"5,17,387","5,04,963",0,"25,601","6,819","24,532","1,01,477","35,895","2,80,672","1,28,359","34,518",0,"19,38,154",0,0,"1,099","39,962","14,659","4,68,739",0,15,0,"77,798","35,015","2,107","26,043",1,0,"6,870",0,0,"2,112","2,068",0,,0,"27,994",0,0,0,0,0,0,0,"4,672",0,"70,116","1,569",0,0,0,0,0,0,0,0,0,0,0,"6,53,99,505"
4.2. Otros instrumentos de capital ..........................................................................................................,"63,56,870","4,88,287","52,443","66,489","21,458","35,501","73,544",0,"5,177",0,"98,608","2,205",208,61,"10,490",0,"71,745","10,336",0,305,"20,350",298,"3,482",212,"30,380","2,039",921,"3,008",0,0,42,"5,857","24,360",218,300,0,"7,668","7,130","4,337","3,656",0,"33,921","1,215","12,252","4,686",0,103,0,0,8,,"1,374","45,820","1,774",0,0,"33,278","36,350",0,168,261,79,0,0,"3,219",0,30,0,0,0,2,0,0,"6,668",0,"75,89,193"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,78,43,676","62,07,624","69,67,781","14,90,831","9,08,468",0,"2,82,917",0,"7,20,241",0,"35,854",0,257,0,0,0,"4,15,595","4,40,295",0,315,541,302,"76,218","35,895","2,00,772",0,89,0,"1,20,906",0,0,0,0,0,"1,22,874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"3,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,58,74,562"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"16,00,56,940","14,37,20,361","5,85,68,020","3,96,41,320","4,45,28,133","2,54,82,733","1,60,30,608","1,01,97,072","1,59,22,318","91,89,067","95,84,966","1,13,88,270","79,10,337","55,01,593","76,64,690","1,10,96,135","52,47,957","49,24,829","32,15,703","35,91,712","35,12,560","30,48,355","50,18,632","23,11,293","19,48,579","33,45,454","27,35,403","25,69,470","42,17,775","9,70,865","10,44,854","28,18,563","20,88,535","14,66,809","6,38,388","13,46,045","9,46,185","3,54,900","10,41,623","5,16,535","20,59,925","4,19,417","3,75,791","4,66,001","2,68,245","6,73,153","10,60,526","7,48,259","2,57,889","17,91,877",,"1,89,386","4,04,309","36,856","20,94,779","4,92,105","2,21,681","1,28,851","3,09,774","26,95,460","1,36,936","7,82,806","2,07,671","52,540","47,228","34,528","8,28,411","77,480","32,537","55,825","2,27,761","19,641","16,278","5,437","9,094","65,26,32,044"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,27,25,548","4,10,12,389","1,68,10,528","39,34,559","1,20,06,015","27,42,160","9,48,931","1,01,97,066","15,84,246","10,15,178","3,27,122","27,78,304","2,23,605","55,01,593","59,60,043","84,65,002","9,33,823","2,95,303","28,40,186","34,866","20,31,731","50,718","46,98,061","5,14,655","1,83,451","14,43,747","32,630","11,90,160","1,87,439","9,62,225","10,11,149","20,58,082","17,85,966","30,331","57,474","26,312","7,39,574","32,807","1,01,304","2,84,219",0,"30,249","3,57,226","4,14,680","34,164","11,501",0,174,"1,57,054","17,91,784",,"88,625","1,84,305","36,856","59,829","2,01,551","1,16,801","1,13,819","97,483","2,01,615","1,23,875","2,40,047","5,699","33,277","19,606","20,855",596,"46,619","32,537","37,664","2,27,502","19,621","16,278","4,956","9,094","16,24,94,444"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"1,25,859",0,0,"1,00,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,25,864"
5.3. Crédito a la clientela ......................................................................................................................................................................,"13,61,83,719","9,75,46,488","4,08,55,414","3,52,68,370","3,20,26,451","2,24,26,094","1,49,59,922",6,"1,42,26,471","81,73,877","91,66,164","85,09,908","76,48,316",0,"17,04,226","26,31,125","42,51,037","45,93,663","1,97,485","35,43,350","14,78,976","29,83,344","2,84,065","17,87,352","17,39,059","18,81,155","26,90,146","13,28,157","40,26,312","8,630","1,895","7,54,622","97,555","14,31,000","5,80,839","10,74,429","2,00,728","3,19,498","9,31,850","2,02,988","20,58,310","3,89,140","18,550","51,192","2,34,059","6,57,629","10,60,381","7,48,038","1,00,616",79,,"99,425","2,18,396",0,"20,34,557","2,89,286","1,04,835","11,364","14,424","24,93,451","12,806","5,42,749","2,00,540","18,193","27,520","13,671","8,27,652","15,514",0,"18,129",144,9,0,481,0,"47,99,75,826"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,76,189",0,0,0,0,0,0,0,0,"18,104",0,0,0,0,0,0,0,"2,45,083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"3,668",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"4,43,081"
5.5. Otros activos financieros ......................................................................................................................................................................,"11,47,673","50,35,625","9,02,078","4,38,391","3,95,662","3,14,479","1,21,755",0,"1,11,601",12,"91,680","1,00,058","38,416",0,421,7,"63,097","35,863","1,843","13,496","1,852","14,293","36,506","9,285","26,069","20,552","12,627","33,049","4,024",10,"31,810","5,859","2,05,013","5,478",75,221,"5,883","2,595","8,469","29,328","1,615",28,15,129,22,"4,023",145,47,219,14,,"1,336","1,608",0,392,"1,268",45,0,"1,97,867",394,255,10,"1,432","1,034",102,2,163,"15,347",0,32,115,11,0,1,0,"94,92,826"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"76,65,970","1,16,18,850",0,"19,76,217","22,36,836",0,"17,11,154",0,"19,60,175",0,"17,08,086","17,88,704","33,698",0,"15,34,005",0,"7,16,803",0,0,919,"18,74,372","9,372",0,"33,539",0,"10,57,211","5,138","11,95,341",0,0,"8,52,344",0,"9,12,154",0,0,0,"2,75,272","3,924","1,14,891","1,45,082",0,0,"25,405",0,0,0,0,0,0,0,,0,"1,74,613",0,0,0,"94,156","1,09,151",0,0,"60,880",0,"3,935",0,0,0,0,0,0,0,0,0,0,0,0,"3,98,98,197"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"39,02,268",0,0,0,440,"4,75,590","28,043",0,0,0,"1,492",0,0,0,0,0,"99,328",0,0,0,0,0,0,"2,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,850,"14,152","6,994",0,637,0,0,0,0,0,0,0,"45,32,722"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"17,76,044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,502",0,0,0,0,0,0,"2,892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,95,438"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"4,323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,323"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"32,64,485","12,85,264",0,"3,06,607","43,805","79,736","12,673",0,"1,315","2,48,221","62,835","1,29,699","34,510",0,880,"2,297","7,119","13,294","18,823","12,102",0,"10,904",0,174,0,"4,675","6,483",0,0,0,0,0,0,"9,664",887,0,"7,465",0,0,0,"12,837",0,0,0,0,0,0,7,"8,334",0,,0,0,0,0,0,214,0,0,"4,539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55,89,848"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"49,312","39,199","21,878","11,824","30,672","4,754","4,547",0,"2,584",0,"5,777",57,"6,616",0,0,"1,728","2,006",609,0,"4,521",0,"3,909",0,965,395,0,"2,747",27,0,0,0,0,0,535,0,213,0,0,358,372,233,11,0,0,22,79,0,0,0,0,,2,0,1,0,0,0,0,0,341,0,0,13,0,1,0,343,"7,212",3,0,0,0,0,0,0,"2,03,866"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,"1,259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,259"
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,"3,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,256",0,0,0,0,0,0,0,"8,157"
11.5. Activo material ...............................................................................................................................................................................,"49,312","39,199","21,878","10,565","30,672","4,754","4,547",0,"2,584",0,"1,876",57,"6,616",0,0,"1,728","2,006",609,0,"4,521",0,"3,909",0,965,395,0,"2,747",27,0,0,0,0,0,535,0,213,0,0,358,372,233,11,0,0,22,79,0,0,0,0,,2,0,1,0,0,0,0,0,341,0,0,13,0,1,0,343,"2,956",3,0,0,0,0,0,0,"1,94,450"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,30,00,577","3,41,23,368","12,00,858","8,30,837","12,79,301","1,37,083","2,30,219",0,"37,172","2,637","1,01,155","41,028",361,7,"1,15,713","23,18,890","1,21,382","1,21,580",0,270,"13,869",177,"16,864",100,"22,124","41,010",180,"23,049",0,0,0,"1,53,591","3,069",90,"7,385",0,0,"14,660","5,119","4,745",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","3,007","1,48,712",676,"5,298","2,316","1,112","1,12,951","83,271",4,"21,285",0,"4,402","7,121",0,9,0,0,0,0,0,10,0,0,"5,45,09,097"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,97,222","12,99,167","9,256","96,649","5,230",0,"83,788",0,754,760,"50,482",0,0,7,0,"39,693",456,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,0,0,"2,415",361,0,0,0,0,0,0,0,0,0,0,0,,0,"1,996","3,918",0,0,0,0,0,107,0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"24,00,500"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","34,076",0,"24,517","8,933","37,074","19,898",0,0,0,"33,612","2,905",361,0,0,"6,912",0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,250,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,97,574"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,21,99,198","3,27,90,125","11,91,602","7,09,671","12,65,138","1,00,009","1,26,533",0,"36,418","1,877","17,061","38,123",0,0,"1,15,713","22,72,285","1,20,926","1,21,580",0,0,120,0,"11,393",100,"22,100","29,860",0,"23,049",0,0,0,"1,53,591","2,819",0,"7,290",0,0,"12,245","4,758","4,745",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","1,011","1,44,794",676,"5,298","2,316","1,112","1,12,951","83,164",4,"19,523",0,"4,261","7,121",0,9,0,0,0,0,0,0,0,0,"5,19,11,022"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,97,376","30,41,352","16,56,496","2,77,886","1,46,193",0,"52,993",0,0,"7,371","9,019",0,"13,820",0,566,"33,575",0,551,0,"11,056","2,191","9,668",0,"17,711",0,0,"8,023",0,0,0,0,0,0,"13,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,98,970"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,32,247","15,70,219","6,28,275","5,39,760","3,54,415","2,98,981","1,59,431",0,"2,06,074","26,834","1,63,354","46,716","63,358",0,"1,054","4,824","87,829","1,04,321",125,"29,251","18,341","24,532","1,527","27,609","33,017","79,741","20,712","4,987",235,46,265,"6,493","11,535","19,741",754,"2,440","1,671","10,322","26,181","7,866",226,"13,960",17,615,"7,881","4,162","2,462","1,054","4,433",0,,"2,319",463,108,"4,277","4,965","4,944","1,362","3,719","4,222","3,932",142,"2,460","2,206","1,597",5,264,"28,366",2,"2,524","1,046",6,0,0,0,"67,18,822"
15.1. De uso propio ..................................................................................................................................................................,"20,20,044","15,60,933","6,15,557","5,38,709","3,53,435","2,98,833","1,55,567",0,"2,05,688","11,716","1,55,344","41,157","62,972",0,"1,054","4,824","87,829","1,04,284",125,"29,251","18,341","24,532","1,527","27,609","33,017","76,014","20,612","4,752",235,46,265,"6,493","11,535","19,127",754,"2,430","1,671","10,214","25,322","7,866",226,"13,252",17,615,"6,795","4,115","2,462","1,054","4,433",0,,"2,319",463,108,"4,277","4,965","4,944","1,362","3,719","4,222","2,519",142,913,"2,206","1,597",5,264,"28,366",2,"2,524","1,046",6,0,0,0,"66,38,622"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,203","9,286","12,718","1,051",980,0,"3,864",0,0,"15,118","8,010","5,558",386,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,614,0,10,0,108,859,0,0,0,0,0,"1,086",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,"1,413",0,"1,547",0,0,0,0,0,0,0,0,0,0,0,0,"74,911"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,148,0,0,386,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"3,727",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,47,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,288"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,27,"4,41,391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,42,134"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"43,890",725,"35,530","5,224","9,346",336,"6,033",0,"7,978",0,406,0,130,0,0,806,0,"1,028",0,87,"9,094",44,400,"1,037","4,209",105,44,"4,758",4,0,"17,081","3,026","1,649",45,0,52,0,272,582,236,0,0,4,0,3,149,114,45,15,0,,"10,592",0,0,143,0,"5,662",35,"2,804",0,"1,419",64,96,"1,301",0,0,44,0,0,44,"1,109",0,0,0,0,"1,77,800"
