Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"17,180","36,269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,481"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"15,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,126"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"17,180","21,143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,355"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,73,17,360","90,49,915","70,48,385","28,76,789","31,18,631","52,03,331","11,34,437","14,70,086","2,09,405",0,"1,15,940","29,35,052","5,89,974","90,679",61,"1,71,912","29,145","5,59,498",0,"14,677","19,92,050","1,81,461","14,836","4,41,429","9,468","95,948","38,822","21,448",0,"72,487","2,62,814","5,016","3,60,412","9,145",0,32,"1,15,655","5,002","59,585","2,093","60,486","28,111","10,323","1,293",32,"7,224",244,"1,01,666","2,097","2,112",575,0,8,"2,375","17,587",0,"84,957","19,929",152,"51,085",79,60,0,30,2,"3,022",0,0,0,0,0,0,0,"5,60,16,429"
4.1. Valores representativos de deuda ..........................................................................................................,"85,75,595","84,08,076","69,22,917","28,14,825","30,06,848","51,36,516","7,10,581","14,67,690","75,170",0,"1,15,462","29,35,052","2,14,509","90,562",0,"1,10,706",0,"4,66,733",0,"14,532","19,92,050","29,426","14,444","4,11,651","9,233","89,181","35,269","20,349",0,"70,077","2,61,395",0,"3,60,096","9,033",0,0,"1,04,666",17,"23,739","2,093","52,564","26,881",0,1,0,"1,809",0,"24,238","2,097","2,112",0,0,0,0,"17,587",0,0,"19,056",0,0,0,0,0,0,0,"3,022",0,0,0,0,0,0,0,"4,46,47,860"
4.2. Otros instrumentos de capital ..........................................................................................................,"87,41,765","6,41,839","1,25,468","61,964","1,11,783","66,815","4,23,856","2,396","1,34,235",0,478,0,"3,75,465",117,61,"61,206","29,145","92,765",0,145,0,"1,52,035",392,"29,778",235,"6,767","3,553","1,099",0,"2,410","1,419","5,016",316,112,0,32,"10,989","4,985","35,846",0,"7,922","1,230","10,323","1,292",32,"5,415",244,"77,428",0,0,575,0,8,"2,375",0,0,"84,957",873,152,"51,085",79,60,0,30,2,0,0,0,0,0,0,0,0,"1,13,68,569"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"43,45,695","23,03,022","24,21,167","42,943","11,18,372","49,97,750","6,62,724","1,42,385","22,692",0,0,"68,872","10,742",18,0,"1,01,385",0,"3,04,861",0,56,"44,189",485,233,"1,76,833","9,233","68,936",0,31,0,0,0,0,"1,48,618",0,0,0,0,0,0,0,"24,811",0,0,0,0,0,0,"3,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,70,19,074"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"21,57,83,312","19,40,84,356","8,17,33,666","5,80,04,478","5,79,07,951","3,67,55,772","2,16,81,464","2,11,48,348","1,39,40,779","70,19,979","1,45,34,026","88,54,382","1,36,12,294","1,02,07,997","72,64,773","73,87,644","69,67,914","73,46,786","38,83,629","43,35,351","52,69,886","44,27,505","37,63,591","26,47,017","35,68,032","59,21,864","25,98,012","32,97,655","19,94,612","36,82,900","27,58,940","34,01,547","9,96,557","18,05,244","8,31,971","10,68,267","13,51,313","9,41,021","5,64,234","22,39,984","3,82,012","6,19,950","7,48,125","4,01,197","10,26,085","3,59,027","17,10,639","4,37,231","10,44,598","5,09,362","5,33,493","27,11,100","28,29,251","3,16,778","3,34,586","13,10,113","36,207","2,04,880","33,64,473","1,18,454","11,49,372","66,397","36,933","10,65,882","1,43,755","59,473","32,941","23,507","19,981","16,489","1,03,911","12,523","9,104","86,73,22,882"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,04,55,053","4,55,95,140","2,31,62,233","1,60,82,685","71,82,518","54,24,009","24,33,813","16,80,478","4,21,423","70,19,979","1,08,26,069","7,47,368","33,20,898","1,92,029","72,64,773","8,21,212","49,30,075","9,60,209","34,47,311","38,384","1,79,438","13,36,172","77,073","1,34,815","5,98,577","56,24,862","19,78,470","53,275","24,612","16,34,558","7,75,976","19,93,277","1,18,193","1,30,125","7,67,056","10,05,961","1,07,311","4,97,449","87,225","6,057","97,955","4,04,548","1,11,237","3,80,976","21,167","48,613","11,236","1,90,314",277,"3,36,251","3,54,842","25,121","28,29,147","1,80,532","7,081","5,94,547","36,207","1,80,969","2,36,000","1,07,616","3,92,798","38,419","22,865",403,"1,19,114","35,947","32,941","1,653","19,977","16,489","96,590","7,517","9,104","19,60,84,594"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3. Crédito a la clientela ......................................................................................................................................................................,"18,31,37,703","14,11,71,629","5,81,12,887","4,15,60,242","4,94,18,218","3,10,44,712","1,91,32,757","1,93,43,917","1,34,05,372",0,"36,63,533","81,06,887","1,01,97,166","99,72,803",0,"65,24,567","20,33,121","63,24,943","2,00,414","42,77,371","50,83,877","30,46,821","36,70,817","24,92,240","29,55,139","2,55,458","1,35,456","32,28,172","19,69,798","19,39,419","19,64,027","11,39,485","8,77,832","16,68,303","3,962","2,652","12,36,008","4,17,327","4,76,399","22,33,894","2,82,654","1,80,764","6,36,379","20,220","10,00,377","3,09,439","16,99,165","2,44,760","10,44,250","1,71,597","66,443","26,80,047",100,"1,35,395","3,24,033","7,10,839",0,"14,114","31,27,966","10,618","7,56,566","25,813","14,066","10,65,259",107,"15,709",0,43,2,0,"5,727","5,005",0,"65,69,72,785"
5.4. Valores representativos de deuda ..........................................................................................................,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,33,521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,36,0,0,0,"7,789",0,"21,811",0,0,0,0,0,"2,64,048"
5.5. Otros activos financieros ......................................................................................................................................................................,"21,89,775","73,17,587","4,58,546","3,61,551","13,07,215","2,87,051","1,14,894","1,23,953","1,13,984",0,"44,424",127,"94,230","43,165",0,"41,865","4,718","61,634","2,383","19,596","6,571","44,512","15,701","19,962","14,316","41,544","4,84,086","16,208",202,"1,08,923","18,937","2,68,785",532,"6,816","60,953","59,654","7,994","26,245",610,33,"1,403","34,638",509,1,"4,541",975,238,"2,157",71,"1,514","1,12,208","5,932",4,851,"3,472","4,727",0,"9,797",507,110,8,"2,129",2,220,"24,534",28,0,0,2,0,"1,594",1,0,"1,40,01,455"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"27,56,844","1,93,33,772",0,"1,08,11,587","24,81,012",0,"25,33,736","19,21,542","34,71,714",0,"12,00,000",0,"18,58,388","17,546",0,0,"18,07,772","8,15,919",0,"1,073",0,"10,99,201","15,472",0,"20,410",0,"17,36,622","18,398",0,"14,75,289","18,66,008",0,0,"69,140",0,"9,03,287","1,20,356","1,09,032",0,0,839,"1,54,337","17,681","26,447",0,0,0,"1,55,470",0,0,"2,11,905",0,0,0,"2,05,228",0,0,"41,545",0,"96,403",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,73,53,975"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"59,43,069",0,"68,85,260",441,0,0,"19,230",0,603,0,0,0,0,0,0,0,0,"81,810",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,949",0,0,0,0,0,0,0,607,0,0,"1,29,37,992"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"8,38,219",0,"63,26,192",0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,"71,65,114"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-7,377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,377"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"19,32,714","13,19,332","5,26,711","1,53,240","3,40,797","80,773","15,808","6,429","18,476",0,"66,811","1,35,268","37,241","50,683",0,"28,161",58,"4,839","5,359","20,101","54,155",0,"16,099","8,300","4,244",2,0,"10,691",0,"7,296","1,543",0,520,"12,068",0,0,0,"19,145",0,"16,485",0,0,0,0,0,0,0,0,"1,799","15,620",0,0,"6,117",0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,17,309"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"26,122","33,389","17,934","32,556","88,879","4,345","2,966","2,546","2,550",0,"2,005",0,0,"12,413",0,788,0,"1,375",0,"5,611",0,0,"4,799","1,142",373,0,0,"2,897",626,0,0,0,3,740,0,0,524,0,19,233,21,414,0,0,79,15,203,0,0,0,0,0,0,2,28,0,1,0,459,0,0,0,0,316,0,0,3,0,0,0,"4,171",0,0,"2,50,547"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,"80,030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,104",0,0,"84,134"
11.5. Activo material ...............................................................................................................................................................................,"26,122","33,389","17,934","32,556","8,849","4,345","2,966","2,546","2,550",0,"2,005",0,0,"12,413",0,788,0,"1,375",0,"5,611",0,0,"4,799","1,142",373,0,0,"2,897",626,0,0,0,3,740,0,0,524,0,19,233,21,414,0,0,79,15,203,0,0,0,0,0,0,2,28,0,1,0,459,0,0,0,0,316,0,0,3,0,0,0,67,0,0,"1,66,413"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,41,38,552","3,82,88,242","12,60,487","13,15,956","15,34,893","1,35,559","1,12,421","40,817","1,25,485",0,"31,45,685","1,454","42,284",361,7,"1,68,412","1,15,721","1,40,944",0,270,0,"13,929",177,"22,185",95,"18,164","3,221",180,"3,38,581","41,194","4,415","1,51,102","7,385",90,0,0,"7,778",0,"1,119",0,"14,537","4,403","47,316",0,0,3,30,"10,111",0,"3,126","1,73,845",676,"1,75,122","23,290",0,"9,704","1,45,119",0,"94,622","1,112","28,168","4,386",0,9,0,0,0,0,0,10,0,0,0,"6,19,12,754"
12.1. Entidades asociadas ......................................................................................................................................................................,"43,646","31,21,790","8,923","3,211","1,24,472",656,"1,017",0,"41,761",0,"5,395",0,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",625,0,0,95,0,0,0,0,0,0,0,"2,292",0,0,0,0,0,0,"1,479",0,0,0,0,0,0,0,0,325,0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"36,87,378"
12.2. Entidades multigrupo ......................................................................................................................................................................,"3,330",0,"15,040","8,225","19,343","36,225","9,498",0,"33,612",0,"66,207",0,"2,411",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,140,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,"45,000",0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,"2,80,812"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,40,91,576","3,51,66,452","12,36,524","13,04,520","13,91,078","98,678","1,01,906","40,817","50,112",0,"30,74,083","1,454","39,873",0,0,"1,68,412","1,15,721","1,40,488",0,0,0,181,0,"22,161",95,"11,449","3,081",0,"7,351","30,056","4,415","1,51,102","7,290",0,0,0,"7,778",0,"1,119",0,"12,245","4,403","2,316",0,0,3,30,"1,011",0,"3,126","1,73,845",676,"1,75,122","23,290",0,"9,704","1,44,794",0,"94,515","1,112","26,406","4,185",0,9,0,0,0,0,0,0,0,0,0,"5,79,44,564"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,10,938","30,10,305","15,04,883","1,07,241","3,02,363",0,"46,191","43,669","9,096",0,"29,583","6,672",0,"9,880",0,"1,652",557,0,0,"8,170",13,"2,111","7,571",0,"23,009",0,0,"6,073",0,0,"5,712",0,0,"10,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,45,729"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,86,544","14,99,134","8,17,810","3,49,398","5,87,962","3,28,455","2,89,028","1,76,548","1,97,482",0,"1,190","25,747","48,615","60,637",0,"1,10,153",629,"89,579",43,"27,763",194,"25,118","25,012","28,160","29,752","1,340","10,761","19,790","2,857","76,282","12,284","9,887",665,"18,987",5,356,"25,491","1,676","13,568",176,"9,417","6,904","5,686",10,"4,142","9,325","2,669",377,867,"3,773","5,745","3,741",10,"1,330","2,903","4,447",101,"4,194","4,275","1,333",103,"1,037",4,305,"2,413","2,535",2,0,4,0,"29,156",0,0,"71,05,886"
15.1. De uso propio ..................................................................................................................................................................,"20,75,808","14,96,019","7,99,895","3,44,684","5,87,138","3,09,990","2,80,824","1,75,301","1,88,124",0,"1,190","11,034","43,256","59,374",0,"1,08,868",629,"89,579",43,"27,457",194,"25,118","24,456","28,160","29,752","1,340","10,761","19,612","2,857","72,920","12,284","9,887",665,"16,945",5,356,"24,665","1,676","11,205",176,"9,330","6,904","5,686",10,"4,097","8,248","2,669",377,867,"3,773","5,745","3,741",10,"1,330","2,903","4,447",101,"2,808","4,275","1,333",103,"1,037",4,305,"2,413","2,535",2,0,4,0,"10,789",0,0,"69,78,093"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,736","3,115","17,915","4,714",824,0,"8,204","1,247","9,358",0,0,"14,713","5,359","1,263",0,0,0,0,0,306,0,0,556,0,0,0,0,178,0,0,0,0,0,"2,042",0,0,826,0,"2,070",0,87,0,0,0,0,"1,077",0,0,0,0,0,0,0,0,0,0,0,"1,386",0,0,0,0,0,0,0,0,0,0,0,0,"18,367",0,0,"1,04,343"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"18,465",0,0,0,0,0,0,0,0,0,"1,285",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,362",0,0,0,0,0,0,0,0,293,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,450"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,19,"4,45,196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,45,215"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"61,192",438,"28,390","14,034","4,000","2,386","8,134","6,367",617,0,"12,389",0,0,157,0,810,0,0,0,104,27,"6,804",52,"6,876","5,274",621,407,52,505,51,"2,316","12,285",0,53,0,"16,765",204,545,0,0,212,132,"8,186",0,84,1,606,0,53,14,"3,485","11,067",0,"10,337",62,349,0,"1,195","3,772",0,20,"1,102",0,0,"1,568",43,0,0,0,0,0,0,0,"2,34,143"
