Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,"2,17,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,17,429"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,273
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,"11,461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,461"
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,44,22,459","1,87,77,201","79,36,408","19,85,279","19,44,570","50,87,141","5,17,469",0,"17,64,327","32,42,822","1,76,603","3,721","1,75,295",61,"10,416",0,"9,88,405","5,14,306",0,"40,274","63,943","42,584","1,90,022","35,975","2,94,882","1,49,198","64,475","23,285","18,23,165",0,941,"4,294","72,937","21,353","4,14,174",0,"6,913","7,103","78,415","40,984","2,067","55,057","1,216","12,252","11,303",32,103,"2,073","2,352",8,,"1,374","75,378","4,052",0,0,"32,757","37,175",0,167,"4,883",79,"6,961","1,574","1,255",0,30,0,0,0,2,0,0,"6,668",0,"7,11,80,218"
4.1. Valores representativos de deuda ..........................................................................................................,"2,02,65,313","1,79,98,791","78,84,619","18,92,762","19,01,990","50,47,063","4,45,622",0,"17,59,158","32,42,822","75,723","1,072","1,75,087",0,6,0,"9,14,460","5,02,010",0,"39,969","43,455","42,286","1,86,890","35,763","2,71,531","1,28,998","63,554","21,654","18,23,165",0,0,"1,095","33,947","21,135","4,14,174",0,15,0,"77,783","37,319","2,067","21,527",1,0,"6,703",0,0,"2,073","2,052",0,,0,"26,431",0,0,0,0,0,0,0,"4,654",0,"6,961","1,574",0,0,0,0,0,0,0,0,0,0,0,"6,54,23,274"
4.2. Otros instrumentos de capital ..........................................................................................................,"41,57,146","7,78,410","51,789","92,517","42,580","40,078","71,847",0,"5,169",0,"1,00,880","2,650",208,61,"10,410",0,"73,945","12,296",0,305,"20,487",298,"3,132",212,"23,351","20,200",921,"1,631",0,0,941,"3,199","38,990",218,0,0,"6,898","7,103",632,"3,665",0,"33,530","1,215","12,252","4,600",32,103,0,300,8,,"1,374","48,947","4,052",0,0,"32,757","37,175",0,167,229,79,0,0,"1,255",0,30,0,0,0,2,0,0,"6,668",0,"57,56,944"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,98,60,022","59,96,337","22,96,700","12,65,503","12,84,903","39,95,377","89,984",0,"7,58,855","41,811","27,647",0,404,0,0,0,"8,27,282","4,40,295",0,254,626,809,"82,135","35,763","1,99,879",0,56,0,"1,19,559",0,0,0,0,0,"1,22,232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"3,505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,74,49,938"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"15,61,92,293","14,20,21,604","5,64,91,793","3,90,99,421","4,45,87,907","2,41,88,412","1,52,48,206","1,19,78,575","1,59,33,477","84,23,710","92,34,116","1,14,68,670","76,46,920","60,98,352","76,13,336","1,05,07,415","51,08,695","46,62,719","30,58,551","34,22,191","33,68,021","29,19,308","47,74,735","23,08,197","18,45,140","32,97,454","26,08,001","19,58,374","40,49,566","14,28,194","10,24,141","27,37,895","21,31,840","14,22,771","7,02,588","10,21,421","9,47,301","3,74,157","9,97,042","4,77,047","20,56,612","4,18,748","4,52,167","4,77,936","2,55,683","6,34,002","10,02,832","7,03,482","2,65,842","17,34,939",,"2,03,813","4,38,418","34,731","20,23,962","5,12,030","1,94,724","1,08,635","1,96,157","25,02,023","1,49,563","7,63,127","1,97,607","40,198","54,621","34,298","8,04,511","78,290","32,480","45,009","61,810","19,604","16,269","5,325","9,101","63,99,08,105"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,02,35,005","3,90,62,484","1,41,83,510","43,02,970","1,31,17,836","25,55,803","9,55,326","1,19,78,569","16,81,932","68,329","3,63,136","30,33,341","2,29,206","60,98,352","58,94,525","79,48,583","10,92,614","2,52,758","28,17,020","33,727","20,74,568","47,543","44,40,025","4,98,940","2,13,058","12,84,567","35,709","7,23,485","94,297","14,19,493","9,54,471","20,31,914","18,23,276","24,267","1,49,952","3,021","7,32,245","52,576","85,996","2,37,682",858,"49,085","4,33,440","4,12,462","37,318","7,818",0,161,"1,73,468","17,34,847",,"99,362","2,05,734","34,731","35,318","2,12,670","1,01,828","93,894","1,23,354","1,70,994","1,38,289","2,47,878","5,961","22,924","26,948","20,604",617,"46,679","32,480","31,698","61,676","19,580","16,269","4,788","9,101","15,74,44,945"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"14,92,068","24,48,274","9,99,996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,40,338"
5.3. Crédito a la clientela ......................................................................................................................................................................,"13,35,53,824","9,55,55,533","4,05,39,687","3,43,15,648","3,10,90,499","2,12,83,459","1,42,30,397",6,"1,41,52,864","83,55,368","87,47,841","83,44,567","73,78,499",0,"17,18,374","25,57,774","39,68,360","43,79,697","1,93,922","33,74,438","12,91,903","28,58,948","2,94,715","17,99,612","16,21,629","19,93,207","25,57,633","12,14,649","39,53,027","8,691","2,191","7,04,302","86,008","13,92,851","5,52,514","10,07,174","2,13,293","3,19,372","9,03,424","2,09,238","20,54,323","3,69,642","18,722","65,343","2,18,344","6,22,756","10,02,687","7,03,251","92,020",79,,"1,01,935","2,31,170",0,"19,88,230","2,90,855","90,861","11,044","11,047","23,30,634","10,773","5,15,240","1,89,554","16,853","27,649","13,693","8,03,730","16,135",0,"13,257",83,9,0,536,0,"46,85,35,593"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"3,652",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"60,335"
5.5. Otros activos financieros ......................................................................................................................................................................,"9,11,396","49,55,313","7,68,600","4,80,803","3,79,572","3,49,150","62,483",0,"98,681",13,"1,23,139","90,762","39,215",0,437,"1,058","47,721","30,264","1,974","14,026","1,550","12,817","39,995","9,646","10,453","19,680","14,659","20,240","2,242",10,"67,479","1,679","2,22,557","5,653",122,214,"1,763","2,209","7,622","30,127","1,431",21,4,131,21,"3,428",145,70,354,14,,"2,516","1,514",0,414,"8,505","2,035",45,"61,756",395,501,10,"2,092",385,24,2,164,"15,476",0,54,51,15,0,1,0,"89,26,898"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"65,89,010","1,69,88,229",0,"16,77,528","25,11,055",0,"16,54,406",0,"19,99,651",0,"17,51,246","20,47,732","49,297",0,"15,11,296",0,"8,23,321",0,0,"1,101","18,69,349","11,977",0,"54,618",0,"11,13,550","6,293","10,93,184",0,0,"8,15,118",0,"10,72,157",0,0,0,"2,76,885","1,500","96,426","1,20,836",0,0,"24,446",0,0,0,0,0,0,0,,0,"2,00,053",0,0,0,"84,549","90,697",0,0,"58,708",0,"4,071",0,0,0,0,0,0,0,0,0,0,0,0,"4,45,98,289"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"38,34,364",0,"47,71,022",0,0,"4,67,823","42,629",0,0,0,"4,818",0,0,0,0,0,"98,426",0,0,0,0,0,0,"2,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,"1,174","12,346","6,992",0,633,0,0,0,0,0,0,0,"92,43,131"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"16,07,604",0,"43,81,268",0,0,0,0,0,0,0,0,0,0,0,0,0,"11,860",0,0,0,0,0,0,"2,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,03,599"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"1,811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,811"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"30,35,925","14,80,750",0,"2,64,724","43,553","72,517","12,996",0,662,"2,44,485","52,869","92,423","34,491",0,828,"5,756","4,351","11,023","11,851","12,091",0,"10,897",0,54,0,"6,178","6,479",0,0,0,0,0,0,"9,660",684,0,"8,021",0,0,0,"12,824",0,0,0,0,0,0,5,"7,280",0,,0,0,0,0,0,201,0,0,"4,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,47,621"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"54,015","39,897","22,974","48,725","29,397","4,087","4,403",0,"2,677",0,"1,958",10,"6,270",0,0,"1,758","1,685",609,0,"5,102",0,"4,095",0,789,504,0,"3,218",312,0,0,0,0,0,451,0,196,0,0,353,372,253,11,0,0,22,79,0,0,0,0,,6,0,1,0,0,0,0,0,344,0,0,13,0,1,0,182,"7,010",3,0,0,0,0,0,0,"2,41,782"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,"36,327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,327"
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,048",0,0,0,0,0,0,0,"4,048"
11.5. Activo material ...............................................................................................................................................................................,"54,015","39,897","22,974","12,398","29,397","4,087","4,403",0,"2,677",0,"1,958",10,"6,270",0,0,"1,758","1,685",609,0,"5,102",0,"4,095",0,789,504,0,"3,218",312,0,0,0,0,0,451,0,196,0,0,353,372,253,11,0,0,22,79,0,0,0,0,,6,0,1,0,0,0,0,0,344,0,0,13,0,1,0,182,"2,962",3,0,0,0,0,0,0,"2,01,407"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,21,68,240","3,40,44,252","11,92,769","7,88,830","12,79,302","1,37,083","2,30,348",0,"51,154","1,402","96,669","41,028",361,7,"1,15,713","24,20,827","1,18,857","1,21,580",0,270,"13,869",177,"16,864",96,"22,124","40,879",180,"23,049",0,0,0,"1,56,588","3,069",90,"7,385",0,0,"14,719","5,107","4,729",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","3,007","1,48,712",676,"5,131","2,316","1,112","2,995","84,993",4,"18,096",0,"4,402","7,121",0,9,0,0,0,0,0,10,0,0,"5,35,46,654"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,97,418","12,98,360","9,256","53,659","5,230",0,"83,788",0,"1,074",680,"46,007",0,0,7,0,"39,693",463,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,0,0,"2,474",361,0,0,0,0,0,0,0,0,0,0,0,,0,"1,996","3,918",0,0,0,0,0,"5,821",0,"1,731",0,0,0,0,0,0,0,0,0,0,10,0,0,"23,58,413"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","14,676",0,"25,493","8,934","37,074","19,210",0,0,0,"33,612","2,905",361,0,0,"6,912",0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,78,213"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,13,66,665","3,27,31,216","11,83,513","7,09,678","12,65,138","1,00,009","1,27,350",0,"50,080",722,"17,050","38,123",0,0,"1,15,713","23,74,222","1,18,394","1,21,580",0,0,120,0,"11,393",96,"22,100","29,729",0,"23,049",0,0,0,"1,56,588","3,069",0,"7,290",0,0,"12,245","4,746","4,729",0,"1,119",0,0,3,0,30,0,"3,997","1,22,014",,"23,290","1,011","1,44,794",676,"5,131","2,316","1,112","2,995","79,172",4,"16,365",0,"4,261","7,121",0,9,0,0,0,0,0,0,0,0,"5,10,10,027"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,97,376","30,21,351","16,53,093","2,78,032","1,45,869",0,"52,993",0,"44,148","7,371","9,019",0,"13,788",0,580,"33,886",0,538,0,"11,029","2,180","9,646",0,"17,711",0,0,"8,004",0,0,0,0,0,0,"13,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,19,707"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,22,756","15,84,811","6,26,107","5,40,748","3,55,124","2,98,421","2,79,007",0,"2,03,398","26,960","1,58,270","47,582","63,873",0,"1,158","4,888","87,001","1,03,922",142,"29,610","18,212","24,674","1,518","27,214","32,941","80,076","20,738","4,812",247,61,268,"9,399","11,662","19,924",793,"2,488","1,457","10,433","26,252","8,054",233,"12,711",18,643,"7,927","4,693","2,443",973,"4,389",0,,"2,485",470,108,"4,547","5,113","4,750","1,370","3,820","4,304","3,998",146,"2,490","2,178","1,565",6,255,"28,410",2,"2,534","1,052",7,0,0,0,"68,38,641"
15.1. De uso propio ..................................................................................................................................................................,"20,10,514","15,75,240","6,14,985","5,39,697","3,53,597","2,98,272","2,70,488",0,"2,03,011","11,797","1,50,240","42,014","63,484",0,"1,158","4,888","87,001","1,03,885",142,"29,610","18,212","24,674","1,518","27,214","32,941","76,341","20,638","4,812",247,61,268,"9,399","11,662","19,307",793,"2,478","1,457","10,325","25,389","8,054",233,"12,001",18,643,"6,840","4,114","2,443",973,"4,389",0,,"2,485",470,108,"4,547","5,113","4,750","1,370","3,820","4,304","2,582",146,938,"2,178","1,565",6,255,"28,410",2,"2,534","1,052",7,0,0,0,"67,54,109"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,242","9,571","11,122","1,051","1,527",0,"8,519",0,0,"15,163","8,030","5,568",389,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,617,0,10,0,108,863,0,0,0,0,0,"1,087",532,0,0,0,0,,0,0,0,0,0,0,0,0,0,"1,416",0,"1,551",0,0,0,0,0,0,0,0,0,0,0,0,"79,466"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,149,0,0,387,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,"3,735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,47,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,065"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,26,"4,48,514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,49,258"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"43,202","1,725","27,226","4,455","9,861",336,"6,110",0,"8,276",0,365,0,109,0,0,593,0,"1,032",0,74,"2,906",38,356,962,"3,947",123,37,"4,840",4,0,"17,179",0,"1,729",38,0,84,0,350,648,253,0,0,6,0,3,166,138,38,20,0,,"10,654",0,0,158,0,"5,888",37,"1,031",0,"1,481",70,115,"1,331",0,0,53,0,0,49,"1,106",0,0,0,0,"1,59,202"
