Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"21,598","53,018",0,0,0,0,"2,10,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,85,149"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"30,571",0,0,0,0,"2,10,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,41,104"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"21,598","22,447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,045"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,66,91,749","3,66,45,167","61,36,145","19,97,588","19,70,577","58,43,455","6,13,217",0,"19,64,901","29,73,818","1,87,082","14,711","1,23,972",61,"10,470",0,"6,09,395","4,52,354",0,"26,679","28,635","25,926","99,783","48,586","3,01,427","1,29,483","36,587","46,166","16,56,343",0,42,"4,444","33,679","15,334","4,78,042",0,"7,202","7,258","87,568","36,220","2,223","60,461","1,216","12,252","12,383",0,103,"2,223","2,282",8,"1,374","76,281","1,897",0,0,"24,063","37,988","2,397",168,"5,239",79,"62,553","5,568","1,256",0,30,0,0,0,2,0,0,0,0,"8,96,16,112"
4.1. Valores representativos de deuda ..........................................................................................................,"1,92,21,326","3,53,28,450","59,81,324","19,22,464","19,24,206","57,97,280","5,58,436",0,"19,60,185","29,73,818","69,742","12,304","1,23,793",0,0,0,"5,41,280","4,41,748",0,"26,397","6,790","25,325","95,529","48,368","2,70,946","1,27,158","35,515","44,810","16,56,343",0,0,"1,095","32,267","15,139","4,77,736",0,12,0,"77,210","32,428","2,223","25,791",1,0,"7,293",0,0,"2,223","2,282",0,0,"27,389",0,0,0,0,0,"2,397",0,"4,707",0,"62,553","1,083",0,0,0,0,0,0,0,0,0,0,0,"7,99,67,366"
4.2. Otros instrumentos de capital ..........................................................................................................,"74,70,423","13,16,717","1,54,821","75,124","46,371","46,175","54,781",0,"4,716",0,"1,17,340","2,407",179,61,"10,470",0,"68,115","10,606",0,282,"21,845",601,"4,254",218,"30,481","2,325","1,072","1,356",0,0,42,"3,349","1,412",195,306,0,"7,190","7,258","10,358","3,792",0,"34,670","1,215","12,252","5,090",0,103,0,0,8,"1,374","48,892","1,897",0,0,"24,063","37,988",0,168,532,79,0,"4,485","1,256",0,30,0,0,0,2,0,0,0,0,"96,48,746"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,59,94,135","2,27,50,308","24,02,413","11,19,023","10,46,864","57,04,781","2,76,494",0,"19,63,221",0,"29,517","5,610",234,0,0,0,"4,13,099","3,89,266",0,379,710,312,"69,386","48,368","2,39,172",0,0,0,"1,32,303",0,0,"1,044",0,0,"1,11,937",0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,302",0,0,0,0,0,0,0,0,0,"3,740",0,0,0,0,0,0,0,0,0,0,0,0,"6,27,05,673"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"17,23,84,317","14,69,40,959","5,99,46,581","4,25,08,441","4,89,29,427","2,73,18,801","1,70,04,808","1,02,49,453","1,34,68,394","86,10,302","1,04,41,820","1,19,65,545","86,34,553","63,24,630","78,99,952","1,25,18,509","57,13,481","57,70,470","34,65,719","37,42,198","36,61,263","31,92,990","46,77,775","23,14,298","20,81,032","35,04,422","28,83,771","21,99,155","45,41,129","13,94,770","10,09,168","28,81,553","28,05,731","15,29,689","6,54,045","11,98,178","9,04,238","4,81,756","12,58,243","5,12,696","21,20,617","4,37,735","3,77,071","4,51,399","2,88,427","7,62,930","11,90,016","8,46,983","2,84,607","20,61,549","2,01,196","4,43,590","34,705","22,06,212","6,17,583","3,19,986","1,13,791","2,70,122","29,83,133","1,21,870","8,78,836","2,31,155","54,330","50,267","34,753","8,76,749","76,650","32,672",24,"73,102","19,675","16,354","12,414","9,096","68,60,23,861"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,57,08,047","4,36,47,150","1,45,59,207","42,36,352","1,42,01,223","26,48,509","12,75,597","1,02,49,447","12,17,517","40,119","3,91,588","29,15,933","2,77,859","63,24,630","60,44,968","97,49,189","10,11,159","7,67,528","30,93,043","62,287","19,61,476","73,372","43,65,239","4,90,469","2,28,269","15,44,611","71,581","7,28,169","2,47,262","13,92,725","9,16,586","20,44,961","20,09,005","54,048","10,932",0,"6,39,286","1,65,830","1,71,095","2,97,214",990,"35,980","3,58,470","4,14,473","39,590","38,924",0,108,"1,35,904","20,61,456","94,095","2,26,321","34,705","26,542","2,22,637","2,09,993","1,01,018","1,19,762","3,38,188","1,07,124","2,75,195","6,979","28,521","26,979","21,094",496,"63,485","32,672",0,"70,277","19,662","16,354","11,932","9,096","17,09,82,504"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"7,01,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,01,000"
5.3. Crédito a la clientela ......................................................................................................................................................................,"14,48,15,236","9,72,25,891","4,46,47,639","3,77,49,447","3,42,39,673","2,43,49,604","1,56,01,902",6,"1,21,67,108","85,70,174","99,31,068","89,65,433","83,12,533",0,"18,53,258","27,66,781","46,56,963","49,57,701","1,97,436","36,59,202","16,98,463","31,01,777","2,70,233","18,13,302","18,39,835","19,33,667","27,94,828","14,52,854","42,85,431","2,035","1,203","8,34,368","94,648","14,66,689","6,43,039","11,98,178","2,35,456","3,14,869","10,76,064","1,87,507","21,18,284","4,01,726","18,599","36,907","2,48,787","7,20,813","11,89,865","8,46,806","1,47,891",79,"1,05,901","2,15,605",0,"21,79,193","3,89,771","1,09,948","11,702","20,009","26,44,543","14,464","6,03,631","2,22,639","24,544","23,108","13,657","8,76,090","11,315",0,0,85,7,0,482,0,"50,31,07,952"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,533",0,0,"1,73,991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"1,071",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"1,77,663"
5.5. Otros activos financieros ......................................................................................................................................................................,"11,60,034","60,67,918","7,39,735","5,22,642","4,88,531","3,20,688","1,27,309",0,"83,769",9,"1,19,164","84,179","44,161",0,"1,726",6,"45,359","45,240","1,250","20,709","1,325","17,841","42,303","10,527","12,928","26,144","17,362","18,132","8,436",10,"91,379","2,224","7,02,078","8,952",74,0,"29,496","1,057","11,084","27,975","1,343",29,1,19,50,"3,161",151,69,812,14,"1,200","1,664",0,478,"5,175",45,0,"1,30,351",402,282,10,"1,538","1,229",180,2,163,"1,850",0,24,"2,740",6,0,1,0,"1,10,54,745"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"27,52,479","1,17,44,383",0,"17,77,468","29,82,125",0,"15,70,690",0,"1,29,644",0,"17,91,270","19,74,910","48,416",0,"15,95,703",0,"8,03,734",0,0,"10,290","17,90,078","10,540",0,"15,256",0,"12,34,988","12,911","13,75,003",0,0,"8,46,957",0,"18,30,360",0,0,0,"3,05,557","90,325","1,86,911","1,61,195",0,0,"25,400",0,0,0,0,0,0,0,0,"2,19,749",0,0,0,"83,366","92,734","2,242",0,"30,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,54,95,319"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"39,06,333",0,"44,32,285",0,452,"4,58,190","27,475",0,0,0,"1,491",0,0,0,0,0,"88,339",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,167","6,992",0,645,0,0,0,0,0,0,0,"89,36,403"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"23,50,457",0,"39,75,936",0,0,"4,42,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,68,928"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,-518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-518
10. DERIVADOS DE COBERTURA ..........................................................................................................,"33,92,205","17,00,633","8,01,261","3,45,241","3,04,330","86,416","1,09,300",0,"2,638","2,39,992","1,03,174","1,21,174","77,504",0,444,"3,674","27,029","9,787","7,284","27,116",0,"24,683",0,119,0,"5,786","14,767","2,562","8,082",0,0,0,0,"22,081",261,0,"9,028",0,0,0,"29,464",0,0,0,0,0,0,13,"11,050",0,0,0,0,0,0,294,0,0,"3,470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,90,862"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"35,686","44,354","25,470","19,677","29,555","4,414","3,947",0,"2,960",0,"1,815",65,"6,871",0,0,"1,414","1,898",581,0,"5,782",0,"3,901",0,729,568,0,"2,948",661,0,0,0,9,0,574,0,202,0,0,255,372,233,4,0,0,15,79,0,0,0,0,2,0,1,0,0,0,0,0,386,0,0,13,0,1,0,253,"5,966",3,0,0,0,0,0,0,"2,01,664"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,507",0,0,0,0,0,0,0,"4,507"
11.5. Activo material ...............................................................................................................................................................................,"35,686","44,354","25,470","19,677","29,555","4,414","3,947",0,"2,960",0,"1,815",65,"6,871",0,0,"1,414","1,898",581,0,"5,782",0,"3,901",0,729,568,0,"2,948",661,0,0,0,9,0,574,0,202,0,0,255,372,233,4,0,0,15,79,0,0,0,0,2,0,1,0,0,0,0,0,386,0,0,13,0,1,0,253,"1,459",3,0,0,0,0,0,0,"1,97,157"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,32,20,282","3,40,05,839","12,25,614","8,22,887","12,79,301","1,42,893","2,17,331",0,"35,915","2,399","1,02,400","40,682",361,7,"1,15,713","24,96,797","1,18,395","1,21,857",0,270,"13,869",177,"16,864",93,"22,124","41,489",180,"3,850",0,0,0,"1,56,588","3,036",90,"7,385","2,45,281",0,"14,559","4,775","4,802",0,"1,119",0,0,3,0,30,0,"3,996","1,39,751","23,290","6,897","1,48,712",676,"6,840","2,316","1,112","1,13,008","83,272",4,"21,838",0,"4,265","7,121",0,9,0,0,0,0,0,10,0,0,"5,50,48,374"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,90,831","9,38,053","9,310","97,835","5,230",653,"83,788",0,221,762,"51,727",0,0,7,0,"39,693",456,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,"2,33,870",0,"2,314",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,686","3,918",0,0,0,0,0,107,0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"22,68,700"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","17,536","15,040","15,093","8,933","36,228","9,498",0,0,0,"33,612","3,167",361,0,0,0,0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,214,90,0,"4,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,200",0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,77,528"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,24,25,294","3,30,50,251","12,01,264","7,09,959","12,65,138","1,06,012","1,24,045",0,"35,694","1,637","17,061","37,515",0,0,"1,15,713","24,57,104","1,17,939","1,21,857",0,0,120,0,"11,393",93,"22,100","30,339",0,"3,850",0,0,0,"1,56,588","2,822",0,"7,290","6,801",0,"12,245","4,775","4,802",0,"1,119",0,0,3,0,30,0,"3,996","1,39,751","23,290","1,011","1,44,794",676,"6,840","2,316","1,112","1,13,008","83,165",4,"20,076",0,"4,124","7,121",0,9,0,0,0,0,0,0,0,0,"5,26,02,146"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,91,821","30,81,349","14,85,889","2,87,860","1,33,951",0,"52,993",0,"45,597","7,117","9,019",0,"12,570",0,554,"32,875",0,700,0,"9,979","2,108","9,011",0,"17,711",0,0,"7,319",0,0,0,0,0,0,"12,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,00,474"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,48,906","15,44,779","6,40,303","5,28,559","3,55,752","3,02,534","2,86,085",0,"2,04,650","26,585","1,67,445","44,455","62,913",0,904,"4,700","84,318","1,04,187",95,"28,616","18,687","24,484","1,486","28,500","32,667","79,173","20,806","5,170",218,33,337,"9,447","11,293","19,649",685,"2,384","1,704","10,545","26,284","7,680",217,"14,019",14,548,"9,083","4,077","2,436","1,012","4,228",12,"2,015",438,106,"4,477","4,743","4,939","1,353","3,166","4,031","3,869",129,"2,611","1,013","1,568",4,285,"28,284",2,"2,520","1,007",6,0,0,0,"68,39,230"
15.1. De uso propio ..................................................................................................................................................................,"20,36,781","15,37,146","6,27,343","5,27,688","3,54,883","3,02,388","2,77,683",0,"2,04,299","11,557","1,57,320","38,916","62,532",0,904,"4,700","84,318","1,04,151",95,"28,616","18,687","24,484","1,486","28,500","32,667","75,462","20,770","4,934",218,33,337,"6,486","11,293","19,041",685,"2,384","1,704","10,046","25,432","7,680",217,"11,178",14,548,"7,998","4,030","2,436","1,012","4,228",12,"2,015",438,106,"4,477","4,743","4,939","1,353","3,166","4,031","2,462",129,"1,072","1,013","1,568",4,285,"28,284",2,"2,520","1,007",6,0,0,0,"67,48,942"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,125","7,633","12,960",871,869,0,"8,402",0,0,"15,028","10,125","5,539",381,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,"2,961",0,608,0,0,0,499,852,0,0,"2,542",0,0,"1,085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,407",0,"1,539",0,0,0,0,0,0,0,0,0,0,0,0,"85,462"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,146,0,0,351,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,"3,711",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,824"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,0,"4,23,848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,23,848"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"48,587",480,"31,404","7,029","9,488",300,"5,916",0,"7,867",0,341,0,85,0,0,"1,045",0,865,0,57,"8,569",29,494,"1,107","4,589",116,29,"12,741",128,0,"14,436","3,556","1,574",29,0,43,0,147,476,133,0,0,1,0,2,128,117,29,8,0,"10,557",0,0,117,0,"5,314",31,"2,774",0,"1,287",52,157,"1,242",0,0,28,0,0,35,"1,068",0,0,0,0,"1,84,607"
