Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"1,90,08,781",504,0,0,"26,445","2,50,648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,305",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"34,662",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,93,41,601",
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,"1,64,70,004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,64,70,004",
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3. Crédito a la clientela ......................................................................................................................................................................,0,"25,38,777",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,39,281",
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"2,30,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,51,132",
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"26,445","20,074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"34,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81,184",
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,87,09,072","1,70,74,175","98,58,716","55,28,430","61,51,125","61,25,995","12,42,370","13,50,114","7,76,763","15,218","99,784","26,78,927","6,18,665","1,71,709","95,279",0,61,832,"8,352",0,"9,613","3,77,506","28,11,726","9,99,607","13,048","31,282","2,84,056",0,"9,409","6,470","9,755","5,264","1,82,222",0,"2,032","97,327","27,299","74,573","12,401","29,089","78,136","81,047",0,"1,92,969",244,"8,795","6,047","1,319",32,"1,59,796",0,0,"3,717",8,1,"1,31,337",201,"40,438",0,0,2,0,0,30,979,0,"3,750",0,0,0,0,"7,61,97,114",
4.1. Valores representativos de deuda ..........................................................................................................,"91,41,591","1,58,78,202","96,60,925","54,30,436","60,87,563","61,00,645","7,40,338","13,43,934","6,49,875","15,218","99,737","26,78,927","1,89,889","1,00,671","42,939",0,0,0,"8,273",0,"9,287","3,49,850","28,11,726","9,89,918","11,969","25,836","49,996",0,"9,155",0,8,"5,218","1,81,898",0,"2,032","96,829","24,945","39,173",0,"29,089","77,675","80,723",0,"1,92,955",0,"2,791","6,047",0,0,"23,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,"6,31,90,397",
4.2. Otros instrumentos de capital ..........................................................................................................,"95,67,481","11,95,973","1,97,791","97,994","63,562","25,350","5,02,032","6,180","1,26,888",0,47,0,"4,28,776","71,038","52,340",0,61,832,79,0,326,"27,656",0,"9,689","1,079","5,446","2,34,060",0,254,"6,470","9,747",46,324,0,0,498,"2,354","35,400","12,401",0,461,324,0,14,244,"6,004",0,"1,319",32,"1,36,661",0,0,"3,717",8,1,"1,31,337",201,"40,438",0,0,2,0,0,30,0,0,"3,750",0,0,0,0,"1,30,06,717",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"25,72,874","60,44,001","61,60,945","15,45,919","54,464","47,71,520","3,50,603","13,50,114",43,0,933,"3,01,163",39,"76,513","4,997",0,0,0,150,0,"1,179","1,78,710","36,336","4,11,629",820,0,685,0,"9,155",0,0,0,"1,25,059",0,0,0,0,0,0,0,"30,029","51,711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,40,79,591",
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"24,67,21,673","19,40,49,148","9,43,74,802","6,49,91,123","6,80,10,594","4,24,85,193","2,15,63,280","2,73,72,516","1,79,75,165","1,81,88,170","1,18,15,883","1,00,19,655","1,55,89,732","81,25,439","91,64,595","77,33,485","50,64,903","97,51,486","50,03,962","44,68,310","44,68,434","33,58,919","67,81,809","33,66,165","40,04,430","28,78,199","67,04,720","26,87,646","74,78,937","33,40,003","22,48,842","21,77,579","14,56,024","19,85,303","23,64,632","14,67,553","13,56,786","6,75,219","9,54,210","6,80,894","4,92,236","4,28,900",0,"2,75,123","19,45,658","3,94,966","10,69,890","3,88,059","12,66,751","4,63,766","12,73,554","34,22,270","3,04,680","37,64,960","4,52,220","49,471","61,94,644","1,25,452","7,25,949","95,296","1,94,741","53,967","39,796","12,53,413","1,09,209","33,413","1,18,939","20,566","16,843","12,593","9,105","96,79,01,848",
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,25,46,637","2,37,71,642","1,84,79,525","45,54,965","1,75,94,197","44,14,826","14,46,888","25,89,166","4,69,070","1,37,98,766","4,86,724","22,27,978","34,93,064","5,13,440","13,89,891","77,33,485","50,64,903","74,26,440","1,40,869","39,60,220","1,68,890","2,27,659","41,919","30,14,577","1,85,313","23,90,332","21,03,840","21,862","31,90,974","17,97,664","8,19,269","1,71,777","3,05,325","19,42,917","17,860","83,233","12,34,899","1,00,844","2,23,056","4,08,076","3,17,055","83,267",0,"2,31,507","19,200","27,475",123,"3,55,479","18,300","1,37,214","5,42,422","98,042","1,25,593","37,64,850","5,820","49,471","16,33,014","1,13,320","7,21,880","55,645","1,85,891","18,433","23,944","3,266","61,744","33,413","77,347","20,564","16,843","7,524","9,105","17,93,10,733",
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.3. Crédito a la clientela ......................................................................................................................................................................,"20,96,03,015","16,13,64,230","7,43,51,402","5,98,88,320","4,99,60,927","3,76,71,708","2,00,35,097","2,42,08,315","1,73,86,702","43,78,913","1,12,93,644","77,91,677","1,19,58,557","75,77,410","77,23,645",0,0,"23,24,642","48,47,639","2,00,967","42,84,271","31,08,756","67,34,089","2,86,464","38,03,965","1,08,897","45,94,527","26,65,582","42,79,746","15,40,990","14,27,558","20,01,149","11,50,610","28,321","23,45,626","13,69,173","1,21,203","5,73,912","7,30,337","1,51,053","1,47,573","3,42,967",0,"31,590","19,26,020","3,66,395","10,69,550","32,576","12,32,194","3,19,827","7,28,576","33,19,388","1,77,532",106,"4,37,170",0,"45,55,132","9,959","3,678","39,651",135,"32,434","15,846","12,50,045","33,003",0,39,0,0,"5,068",0,"76,99,49,493",
5.4. Valores representativos de deuda ..........................................................................................................,0,0,"5,26,159",0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,"2,96,834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,36,0,0,"14,427",0,"41,485",0,0,0,0,"8,80,613",
5.5. Otros activos financieros ......................................................................................................................................................................,"45,72,021","89,13,276","10,17,716","5,47,838","4,55,470","3,98,659","81,295","5,75,035","1,19,393","9,806","35,515",0,"1,38,111","34,589","51,059",0,0,404,"15,454","10,289","15,273","22,504","5,801","65,124","15,152","3,78,970","6,353",202,"8,217","1,349","2,015","4,653",89,"14,065","1,146","15,147",684,463,817,"1,21,765","27,608","2,666",0,"12,026",438,"1,096",217,4,"16,257","6,725","2,556","4,840","1,555",4,"9,230",0,"6,498","1,186",391,0,"8,715","3,064",6,102,35,0,68,2,0,1,0,"1,77,61,009",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"42,39,652","1,10,01,503","2,01,098","13,19,954","1,45,39,293",0,"32,83,443","17,97,387","62,31,299","13,50,000","9,10,803",0,"19,58,679",0,"8,96,518",0,0,"22,00,745","5,92,933",0,"3,89,887",0,0,0,"5,07,742","21,63,427","12,87,779",0,"15,704",0,"1,83,975","2,00,041",0,0,0,"59,520",0,0,"62,815","2,59,605","1,28,820","37,990",0,"35,074",0,100,0,"26,501",0,"1,27,837",0,0,0,0,"2,61,077",0,"7,54,385","1,09,686",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,71,35,272",
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"55,84,475",0,0,0,428,0,"18,688",0,600,0,0,0,0,0,"66,654",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,777",0,0,0,0,0,0,0,0,"56,77,634",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"20,85,401",0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,85,860",
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"2,708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,708",
10. DERIVADOS DE COBERTURA ..........................................................................................................,"7,78,507","19,23,400","5,37,621","3,38,928","1,46,146","65,735","6,762","1,75,528","12,559","54,431",616,"1,82,052","15,846","12,366","6,479",0,0,36,541,"5,660",371,"16,209","2,61,511",0,260,0,0,0,"4,828",0,"9,423",171,0,0,348,0,"16,986",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,115",0,0,"11,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,97,948",
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"48,869","36,086","92,902","10,352","45,429","4,493","23,101","4,605","3,924","3,009","32,191",0,766,"1,244","7,520",0,0,0,"7,521",0,"5,681",582,0,0,"2,964",0,0,54,"2,441",0,0,"1,579",0,0,229,287,0,33,0,0,0,343,0,0,"1,595","3,039",0,0,0,"1,032",0,0,0,0,23,1,357,0,"3,926",0,0,0,0,"1,100",0,3,0,0,0,0,0,"3,47,281",
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,859",0,0,0,0,0,0,0,0,0,0,0,0,"6,859",
11.5. Activo material ...............................................................................................................................................................................,"48,869","36,086","92,902","10,352","45,429","4,493","23,101","4,605","3,924","3,009","32,191",0,766,"1,244","7,520",0,0,0,"7,521",0,"5,681",582,0,0,"2,964",0,0,54,"2,441",0,0,"1,579",0,0,229,287,0,33,0,0,0,343,0,0,"1,595",39,0,0,0,"1,032",0,0,0,0,23,1,357,0,67,0,0,0,0,"1,100",0,3,0,0,0,0,0,"3,40,422",
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12. PARTICIPACIONES ..................................................................................................................................................................,"2,16,68,325","5,92,56,377","7,66,071","10,88,344","15,56,079","1,76,290","1,10,619","40,818","1,94,362","34,88,289",361,0,"35,110","2,33,409","1,49,595",0,7,"1,16,301",270,33,177,"25,185",0,"19,216",180,"1,090","57,305","3,68,908",48,"1,51,023",0,90,"7,385",0,0,"7,972","4,127","1,119","43,316","1,07,399","28,391","14,157",0,1,30,6,0,0,0,"16,635","9,704",676,"23,290","2,12,019",0,"1,45,119","1,01,332","1,112",0,0,0,"5,436",0,9,0,0,0,0,10,0,0,"9,02,33,127",
12.1. Entidades asociadas ......................................................................................................................................................................,"5,05,149","2,27,61,360","11,910","1,69,778","3,211","3,085","1,275",0,"51,718","5,395",0,0,0,0,456,0,7,0,0,33,0,"3,024",0,"7,767",0,0,273,"3,46,231",0,0,0,0,95,0,0,0,0,0,0,0,"24,000","1,912",0,0,0,0,0,0,0,"1,424",0,0,0,0,0,325,137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"2,38,98,575",
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,065","3,99,961","79,053","21,305","8,225","36,716","2,398",0,"57,103","6,912",361,0,"2,203",0,"1,503",0,0,0,270,0,177,0,0,0,180,0,"13,508","17,860",0,0,0,90,0,0,0,0,0,0,"41,000",0,0,0,0,0,0,0,0,0,0,"14,200",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"7,07,291",
12.3. Entidades del grupo ......................................................................................................................................................................,"2,11,59,111","3,60,95,056","6,75,108","8,97,261","15,44,643","1,36,489","1,06,946","40,818","85,541","34,75,982",0,0,"32,907","2,33,409","1,47,636",0,0,"1,16,301",0,0,0,"22,161",0,"11,449",0,"1,090","43,524","4,817",48,"1,51,023",0,0,"7,290",0,0,"7,972","4,127","1,119","2,316","1,07,399","4,391","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","2,12,019",0,"1,44,794","1,01,195","1,112",0,0,0,"5,235",0,9,0,0,0,0,0,0,0,"6,56,27,261",
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,04,453","30,30,270","15,00,282","2,63,475","82,200",0,"28,875","70,788","10,036","28,535","7,447","5,711",0,"1,718",0,0,0,491,"6,474",0,"6,166",0,10,0,"4,720",0,"1,702",0,"26,461",0,0,"8,042",0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,88,316",
15. ACTIVO MATERIAL ..................................................................................................................................................................,"18,70,126","7,14,212","10,81,599","6,78,924","3,48,623","3,46,941","3,09,148","1,81,790","2,19,936",89,"60,466","25,143","50,395","1,15,208","91,607",0,0,428,"26,669",28,"23,344","35,335",174,"1,389","21,195","10,748","32,801","3,281","22,573","11,812","33,430","17,986",535,2,135,"25,456","3,719","15,055","6,332","9,293","7,097","8,718",0,"4,389","4,889","10,599",802,10,"4,420",383,"4,989","4,806",928,22,"3,314",96,"4,105","1,315","29,159",31,"3,888","1,255",3,593,"2,543",2,384,2,0,0,0,"64,94,669",
15.1. De uso propio ..................................................................................................................................................................,"18,59,042","7,11,664","10,62,242","6,78,223","3,42,337","3,30,221","3,01,067","1,80,585","2,10,677",89,"59,093","10,638","44,526","1,15,174","91,607",0,0,428,"26,371",28,"23,243","35,335",174,"1,389","21,023","10,748","32,801","3,281","22,573","11,812","33,430","16,193",535,2,135,"24,654","3,719","12,983","6,332","9,293","7,097","8,631",0,"3,022","4,889","9,528",802,10,"4,326",383,"4,989","4,806",928,22,"3,314",96,"4,105","1,315","8,215",31,"3,888","1,255",3,593,"2,543",2,384,2,0,0,0,"63,68,846",
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"11,084","2,548","19,357",701,"6,286",0,"8,081","1,205","9,259",0,"1,373","14,505","5,869",0,0,0,0,0,298,0,101,0,0,0,172,0,0,0,0,0,0,"1,793",0,0,0,802,0,"1,995",0,0,0,87,0,"1,367",0,"1,071",0,0,94,0,0,0,0,0,0,0,0,0,"20,944",0,0,0,0,0,0,0,0,0,0,0,0,"1,08,992",
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"16,720",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,831",
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,28,"4,54,730","10,602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,65,360",
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"89,801",626,"44,231","4,45,549","17,430","9,535","10,413","6,123","1,380","21,143",81,0,0,"1,627",0,0,0,0,54,0,27,"14,764",7,"1,088",27,265,"7,516","1,080","11,077","22,107","99,344",27,0,341,0,79,7,0,"7,947","48,805",269,572,0,"1,501",958,0,27,9,420,0,553,187,"10,319",0,81,0,"3,764",0,0,1,"2,763",903,0,0,0,0,0,0,0,0,0,"8,84,828",
16.1. Fondo de comercio ......................................................................................................................................................................,0,220,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,907",0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,31,225",
16.2. Otro activo intangible ......................................................................................................................................................................,"89,801",406,"44,231","32,096","17,430","9,535","10,413","6,123","1,380","21,143",81,0,0,"1,627",0,0,0,0,54,0,27,"11,857",7,"1,088",27,265,"7,516","1,080","11,077","22,107","38,960",27,0,341,0,79,7,0,"7,947","4,561",269,572,0,"1,501",958,0,27,9,420,0,553,187,302,0,81,0,"3,764",0,0,1,"2,763",903,0,0,0,0,0,0,0,0,0,"3,53,603",
