Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"14,674","36,781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,458"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"15,532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,532"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"14,674","21,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,926"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,68,79,422","90,18,736","72,42,638","34,36,537","25,83,656","50,28,244","7,18,636","11,40,389","1,85,939",0,223,"31,82,830","5,83,830","95,758",61,"7,05,473","27,245","5,23,698",0,"16,384","19,57,997","2,13,495","16,417","5,28,732","21,636","93,915","42,022","23,778",0,"1,22,357","4,67,283","5,055","5,16,200","10,157",0,45,"1,32,012","5,082","58,165","2,072","74,351","29,305","15,242","1,293",32,"8,331",103,"89,169","2,076","2,075","25,784",0,8,"2,479","14,534",0,"60,855","7,884",152,"47,637",79,0,0,30,2,"4,111",0,0,0,0,0,0,0,"6,59,71,651"
4.1. Valores representativos de deuda ..........................................................................................................,"1,89,88,666","86,02,728","71,12,355","33,95,640","24,75,722","49,80,862","3,63,582","11,37,939","64,820",0,0,"31,82,830","2,11,208","95,683",0,"6,64,722",0,"4,64,291",0,"16,281","19,57,997","25,717","16,066","4,92,689","21,407","85,158","38,718","22,851",0,"1,19,949","4,65,915",0,"5,15,888","10,086",0,0,"1,17,432",16,"24,114","2,072","66,698","26,193",0,1,0,"3,269",0,"24,422","2,076","2,061","25,209",0,0,0,"14,534",0,0,"7,044",0,0,0,0,0,0,0,"4,111",0,0,0,0,0,0,0,"5,58,49,022"
4.2. Otros instrumentos de capital ..........................................................................................................,"78,90,756","4,16,008","1,30,283","40,897","1,07,934","47,382","3,55,054","2,450","1,21,119",0,223,0,"3,72,622",75,61,"40,751","27,245","59,407",0,103,0,"1,87,778",351,"36,043",229,"8,757","3,304",927,0,"2,408","1,368","5,055",312,71,0,45,"14,580","5,066","34,051",0,"7,653","3,112","15,242","1,292",32,"5,062",103,"64,747",0,14,575,0,8,"2,479",0,0,"60,855",840,152,"47,637",79,0,0,30,2,0,0,0,0,0,0,0,0,"1,01,22,629"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,69,57,811","15,39,243","27,44,631","36,639","11,05,983","37,02,559","3,04,554","2,46,306","22,075",0,0,"1,59,532","10,069",0,0,"6,02,267",0,"3,75,420",0,29,"1,27,391",477,65,"1,90,130","21,407","9,427",0,0,0,0,0,0,"1,24,653",0,0,0,0,11,0,0,"30,777",0,0,0,0,0,0,"3,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,83,14,556"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"20,05,81,206","17,22,78,055","7,57,82,644","5,53,49,965","5,26,14,085","3,44,70,336","2,03,97,813","2,02,56,348","1,30,97,919","89,75,298","1,47,31,093","90,05,299","1,34,52,852","99,75,305","69,80,476","68,47,744","68,10,301","70,78,118","36,62,969","43,16,247","49,02,650","40,11,092","36,35,202","25,40,914","31,59,355","47,14,379","24,29,124","32,61,405","17,49,389","50,88,604","25,28,011","34,17,485","7,81,737","16,94,642","7,44,723","13,01,330","13,39,718","9,45,799","5,32,106","22,62,953","3,62,526","5,02,505","5,92,167","3,93,144","9,92,426","3,23,326","16,02,736","4,09,971","10,09,285","4,28,512","6,98,561","24,38,574","25,68,975","2,93,771","3,02,341","11,61,078","1,16,803","1,47,057","31,94,527","1,07,206","11,61,024","62,878","36,491","10,15,439","1,40,972","58,060","32,729","25,101","19,842","16,506","72,006","12,404","9,113","80,80,12,747"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,65,87,278","3,87,03,919","2,10,08,290","1,54,58,094","52,40,200","44,69,930","22,79,082","18,63,288","4,49,931","89,75,298","1,08,69,837","5,03,861","34,44,005","2,76,119","69,80,476","6,60,306","48,63,268","11,20,824","32,01,695","57,659","1,08,092","12,23,485","86,537","1,13,778","5,96,022","44,00,776","17,39,263","72,528","28,665","14,73,856","7,10,264","23,64,707","5,181","55,239","7,28,713","9,74,327","1,01,385","5,01,502","82,422",0,"91,260","2,82,071","78,478","3,71,960","39,862","27,477","17,191","1,61,658",68,"2,24,812","3,75,879","29,469","25,68,869","1,50,666","8,921","3,94,089","1,16,803","1,25,724","2,26,385","96,370","4,26,563","39,817","22,243",826,"1,14,609","33,547","32,729","3,197","19,827","16,506","63,909","7,360","9,113","17,85,58,360"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"2,94,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,94,860"
5.3. Crédito a la clientela ......................................................................................................................................................................,"17,06,47,914","12,80,90,209","5,41,99,782","3,95,13,994","4,66,35,293","2,97,17,203","1,79,72,903","1,82,67,522","1,25,15,499",0,"37,55,923","85,01,429","99,26,870","96,53,535",0,"61,37,812","19,43,587","58,96,528","1,99,676","42,36,484","47,89,753","27,80,006","35,31,278","23,94,520","25,50,521","2,79,367","1,66,547","31,75,370","17,20,521","20,74,203","17,99,648","10,51,120","7,76,351","16,33,335","6,693","1,216","12,28,004","4,43,242","4,49,331","22,62,467","2,69,364","1,88,680","5,13,342","21,182","9,48,283","2,94,721","15,85,313","2,46,303","10,09,142","1,99,941","62,093","24,04,417",102,"1,40,454","2,91,454","7,60,311",0,"18,762","29,67,697","10,555","7,34,453","22,695","14,246","10,14,393",99,"18,353",0,48,4,0,"6,942","5,043",0,"61,46,74,048"
5.4. Valores representativos de deuda ..........................................................................................................,"1,319",0,0,0,0,0,0,0,0,0,"1,05,323",0,0,0,0,0,0,0,"2,47,614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,36,0,0,0,"6,087",0,"21,836",0,0,0,0,0,"3,82,353"
5.5. Otros activos financieros ......................................................................................................................................................................,"30,49,835","54,83,927","5,74,572","3,77,877","7,38,592","2,83,203","1,45,828","1,25,538","1,32,489",0,10,9,"81,977","45,651",0,"49,626","3,446","60,766","13,984","22,104","4,805","7,601","17,387","32,616","12,812","34,236","5,23,314","13,507",203,"15,40,545","18,099","1,658",205,"6,068","9,317","3,25,787","10,329","1,055",353,486,"1,902","31,754",347,2,"4,281","1,128",232,"2,010",75,"3,759","2,60,589","4,688",4,"2,651","1,966","6,678",0,"2,571",445,143,8,330,2,220,"26,264",73,0,20,11,0,"1,155",1,0,"1,41,03,126"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,10,506","1,17,70,532",0,"23,42,684","19,92,799",0,"15,13,568","18,00,398","26,54,004",0,"12,00,000",0,"21,27,530","21,243",0,0,"16,73,268","8,66,228",0,"1,003",0,"10,27,960","14,556",0,"9,454",0,"16,21,068","11,017",0,"14,13,446","17,04,824",0,0,0,0,"8,73,835","1,28,470","1,04,330",0,0,"3,673","1,43,860","62,188","26,500",0,0,0,"1,49,089",0,0,"2,45,117",0,0,0,"1,59,933",0,0,"47,520",0,"90,370",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,84,10,973"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"58,97,619",0,"63,29,728",436,0,0,"19,336",0,604,0,0,0,0,0,0,0,0,"82,166",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,992",0,0,0,0,0,0,0,635,0,0,"1,23,37,539"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"40,41,791",0,"58,43,477",0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,"98,86,460"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-6,332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,332"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"17,13,370","11,22,753","3,63,484","1,63,658","1,67,312","80,267","6,920","8,008","9,660",0,"40,614","1,13,564","17,862","9,126",0,"13,193",46,"1,170","4,511","3,609","36,813",0,"3,107","8,300",202,7,0,"1,820",0,"4,671",652,0,454,"2,707",0,0,0,"11,779",0,"3,380",0,0,0,0,424,0,0,0,0,"7,766",0,0,"5,325",0,0,0,0,0,"3,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,29,807"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"31,770","33,289","18,451","32,027","63,838","4,684","2,363","2,291","2,512",0,"1,913",0,65,"8,123",0,655,0,"1,440",0,"5,733",0,0,"4,635",567,486,0,0,"3,270",298,"10,860",661,0,3,717,0,0,138,0,19,233,21,372,0,0,79,15,590,0,0,0,0,0,0,2,13,0,1,0,320,0,0,60,0,316,0,0,3,0,0,0,"4,338",0,0,"2,37,171"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,"53,791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,"4,271",0,0,"68,982"
11.5. Activo material ...............................................................................................................................................................................,"31,770","33,289","18,451","32,027","10,047","4,684","2,363","2,291","2,512",0,"1,913",0,65,"8,123",0,655,0,"1,440",0,"5,733",0,0,"4,635",567,486,0,0,"3,270",298,0,661,0,3,717,0,0,138,0,19,233,21,372,0,0,79,15,590,0,0,0,0,0,0,2,13,0,1,0,320,0,0,0,0,316,0,0,3,0,0,0,67,0,0,"1,68,189"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,25,73,140","3,81,24,549","12,60,791","13,15,456","15,77,932","1,36,361","96,898","40,817","1,14,742",0,"29,32,928","2,005","47,736",361,7,"1,59,320","1,15,716","1,38,727",0,270,0,"13,929",177,"22,124",95,"18,164","2,997",180,"3,38,732","41,266","4,415","1,51,102","7,385",90,0,0,"4,839",0,"1,119",0,"14,559","4,404","47,316",0,0,3,30,"8,335",0,"3,126","1,74,002",676,"1,75,122","23,290",0,"9,704","1,45,119",0,"94,622","1,112","28,168","4,326",0,9,0,0,0,0,0,10,0,0,0,"5,99,78,303"
12.1. Entidades asociadas ......................................................................................................................................................................,"43,882","31,04,820","8,923","3,211","1,14,352",656,"1,017",0,"47,283",0,"5,395",445,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",623,0,0,95,0,0,0,0,0,0,0,"2,314",0,"45,000",0,0,0,0,"1,541",0,0,0,0,0,0,0,0,325,0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"37,11,573"
12.2. Entidades multigrupo ......................................................................................................................................................................,"3,330",0,"15,040","8,225","19,343","36,225","9,498",0,"33,612",0,"66,207",0,"2,411",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,151,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,783",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,"2,33,985"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,25,25,928","3,50,19,729","12,36,828","13,04,020","14,44,237","99,480","86,383","40,817","33,847",0,"28,61,326","1,560","45,325",0,0,"1,59,320","1,15,716","1,38,271",0,0,0,181,0,"22,100",95,"11,449","2,846",0,"7,502","30,130","4,415","1,51,102","7,290",0,0,0,"4,839",0,"1,119",0,"12,245","4,404","2,316",0,0,3,30,"1,011",0,"3,126","1,74,002",676,"1,75,122","23,290",0,"9,704","1,44,794",0,"94,515","1,112","26,406","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,60,32,745"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,10,938","29,71,500","15,08,905","1,17,313","2,58,995",0,"47,786","43,113","9,096",0,"30,248","6,672",0,"10,855",0,"1,641",568,0,0,"8,876",13,"2,084","8,124",0,"23,009",0,0,"6,605",0,0,"5,712",0,0,"10,798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,82,851"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,84,021","15,10,484","7,43,681","3,42,906","5,78,297","3,13,269","2,85,777","1,71,593","1,90,347",0,"13,228","25,978","47,135","62,311",0,"1,07,472",818,"88,333",51,"28,618",192,"22,601","25,584","33,512","29,796","1,365","10,755","20,481","3,045","77,348","6,120","9,398",660,"19,731",8,311,"26,009","1,738","13,490",190,"9,581","7,110","5,466",11,"3,951","9,254","2,646",391,896,"3,688","3,075","4,027",11,"1,413","2,913","4,499",102,"4,183","4,325","1,338",110,943,1,290,"1,704","2,524",2,0,4,0,"29,223",0,0,"70,00,334"
15.1. De uso propio ..................................................................................................................................................................,"20,73,262","15,07,347","7,26,395","3,38,608","5,77,435","3,10,546","2,77,534","1,70,334","1,80,958",0,"13,228","11,175","41,644","61,222",0,"1,07,437",818,"88,333",51,"28,300",192,"22,601","25,027","33,512","29,796","1,365","10,755","20,301","3,045","73,974","6,120","9,398",660,"17,575",8,311,"25,176","1,738","11,104",190,"9,494","7,110","5,466",11,"3,905","8,175","2,646",391,896,"3,688","3,075","4,027",11,"1,413","2,913","4,499",102,"2,791","4,325","1,338",110,943,1,290,"1,704","2,524",2,0,4,0,"10,832",0,0,"68,90,161"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,759","3,137","17,286","4,298",862,0,"8,243","1,259","9,389",0,0,"14,803","5,491","1,089",0,0,0,0,0,318,0,0,557,0,0,0,0,180,0,0,0,0,0,"2,156",0,0,833,0,"2,093",0,87,0,0,0,0,"1,079",0,0,0,0,0,0,0,0,0,0,0,"1,392",0,0,0,0,0,0,0,0,0,0,0,0,"18,391",0,0,"1,03,702"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"2,723",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,374",0,0,0,0,0,0,0,0,293,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,471"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,21,"4,41,143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,41,164"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"55,947",448,"32,588","9,967","3,813",577,"7,395","5,080",397,0,"3,313",0,0,187,0,721,0,0,0,124,44,"7,057",62,"6,173","3,161",439,635,62,308,77,"10,693","9,229",0,63,0,"16,921",260,545,0,0,178,151,"6,949",0,99,1,238,0,63,17,"3,332",98,0,"10,420",81,437,0,"1,336","2,114",0,24,"1,160",0,1,"1,287",23,0,0,0,0,0,0,0,"2,04,295"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
