Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"22,895","52,692",0,0,0,0,"2,05,918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,81,505"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"30,491",0,0,0,0,"2,05,918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,36,409"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"22,895","22,201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,096"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"3,20,78,516","5,25,42,433","89,30,884","22,82,103","19,09,632","41,69,103","4,15,845",0,"18,03,925","25,87,912","1,86,355","14,989","1,17,548",61,"10,581",0,"5,85,025","4,45,243",0,"24,699","1,32,704","24,963","97,744","45,418","3,74,240","1,29,132","33,785","46,320","17,06,246",0,42,"4,448","35,467","14,326","4,45,629",0,"4,217","7,005","1,05,038","34,153","2,181","57,722","1,216","12,112","12,577",0,103,"2,181","2,376",8,"1,374","76,619","1,879",0,0,"22,523","40,578","6,281",169,"5,255",79,"68,374","5,561","1,256",0,30,0,0,0,2,0,0,0,0,"11,16,66,187"
4.1. Valores representativos de deuda ..........................................................................................................,"2,45,60,512","5,20,87,392","87,99,235","21,92,037","18,63,131","41,20,826","3,60,683",0,"17,99,209","25,87,912","67,344","12,582","1,17,369",0,0,0,"5,13,649","4,34,625",0,"24,417","42,162","24,362","93,197","45,194","3,39,378","1,26,937","32,359","44,925","17,06,246",0,0,"1,099","34,054","14,131","4,43,319",0,10,0,"1,00,325","31,257","2,181","23,505",1,0,"7,596",0,0,"2,181","2,376",0,0,"26,896",0,0,0,0,0,"6,281",0,"4,725",0,"68,374","1,076",0,0,0,0,0,0,0,0,0,0,0,"10,27,65,070"
4.2. Otros instrumentos de capital ..........................................................................................................,"75,18,004","4,55,041","1,31,649","90,066","46,501","48,277","55,162",0,"4,716",0,"1,19,011","2,407",179,61,"10,581",0,"71,376","10,618",0,282,"90,541",601,"4,547",224,"34,862","2,195","1,426","1,395",0,0,42,"3,349","1,412",195,"2,310",0,"4,207","7,005","4,713","2,896",0,"34,217","1,215","12,112","4,981",0,103,0,0,8,"1,374","49,723","1,879",0,0,"22,523","40,578",0,169,530,79,0,"4,485","1,256",0,30,0,0,0,2,0,0,0,0,"89,01,115"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,39,66,906","3,31,45,260","24,04,603","11,49,528","9,71,597","33,92,312","2,89,071",0,"6,92,641",0,"34,367","12,459",422,0,0,0,"4,09,731","3,89,266",0,832,602,"1,353",0,"45,194","2,19,289",0,0,0,"1,27,456",0,0,"1,060",0,0,"1,12,074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,095",0,0,0,0,0,0,0,0,0,"3,846",0,0,0,0,0,0,0,0,0,0,0,0,"6,73,72,964"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"17,25,94,900","15,30,13,872","6,08,24,395","4,36,63,790","5,15,41,312","2,95,59,570","1,74,08,030","1,10,87,949","1,32,01,443","90,54,569","1,09,37,318","1,20,99,780","88,40,910","70,62,048","81,48,774","1,23,95,553","56,76,129","58,75,076","35,35,456","39,01,469","39,05,638","33,04,098","55,23,203","24,58,331","22,03,787","32,76,523","29,02,087","22,75,494","46,26,143","9,81,429","8,87,564","27,25,748","18,44,517","15,72,572","7,94,452","12,94,896","8,38,446","4,76,918","12,45,211","4,76,590","22,81,493","4,57,427","3,81,013","4,55,681","2,87,027","7,74,607","12,76,257","8,82,607","3,10,036","20,29,686","2,52,273","4,36,249","34,493","22,73,532","7,42,068","4,06,522","1,05,019","2,91,644","29,94,391","1,12,642","9,17,263","2,40,513","51,749","51,838","35,013","9,07,326","78,083","32,709","61,412","1,06,367","19,696","16,369","12,477","9,101","70,33,60,573"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,27,51,274","5,17,27,035","1,53,82,454","37,97,203","1,57,37,483","38,50,004","15,72,398","1,10,87,949","17,11,045","6,57,555","3,04,546","28,45,496","2,29,676","70,62,048","63,15,520","95,26,251","8,21,864","6,95,100","31,63,853","53,947","20,01,095","59,174","49,84,222","5,08,454","2,20,209","12,52,583","66,885","7,69,890","2,59,339","9,77,710","8,56,378","18,39,305","14,31,955","34,511","1,14,749",0,"6,02,611","1,28,839","1,40,489","2,55,201","1,010","51,387","3,64,291","4,15,643","30,148","23,051",0,132,"1,55,249","20,29,593","1,36,949","2,21,059","34,493","30,638","2,14,584","1,77,682","69,022","1,05,829","2,00,630","94,126","2,92,755","7,332","31,941","29,220","21,076",90,"66,209","32,709","48,249","97,557","19,688","16,369","12,050","9,101","18,08,36,162"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"1,72,919",0,0,0,"1,17,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,50,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,39,981"
5.3. Crédito a la clientela ......................................................................................................................................................................,"14,87,31,979","9,68,44,322","4,50,67,891","3,92,18,587","3,52,88,535","2,54,82,460","1,57,29,823",0,"1,14,21,604","83,97,000","1,05,34,868","91,66,175","85,66,918",0,"18,31,710","28,66,718","48,18,083","51,39,939","1,98,293","38,28,528","19,03,381","32,28,494","2,55,141","19,38,612","19,62,213","19,95,084","28,17,649","14,89,550","43,61,193","2,161","1,328","8,84,645","1,03,638","15,28,123","6,79,628","12,94,896","2,35,252","3,46,926","10,95,935","1,94,806","22,79,417","4,06,013","16,720","40,020","2,56,867","7,47,719","12,76,098","8,82,411","1,50,654",79,"1,14,386","2,13,452",0,"22,40,889","5,14,160","2,28,791","30,829","29,360","27,93,359","17,587","6,24,497","2,31,308","18,663","22,398","13,934","9,07,073","10,863",0,"13,141",96,6,0,427,0,"51,35,33,305"
5.4. Valores representativos de deuda ..........................................................................................................,"2,949",0,0,14,0,0,0,0,0,0,0,0,0,0,0,"2,578",0,0,"1,72,481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"5,168",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"1,83,258"
5.5. Otros activos financieros ......................................................................................................................................................................,"9,35,779","44,42,515","3,74,050","6,47,986","3,98,289","2,27,106","1,05,809",0,"68,794",14,"97,904","88,109","44,316",0,"1,544",6,"36,182","40,037",829,"18,994","1,162","16,430","33,783","11,265","21,365","28,856","17,553","16,054","5,611","1,558","29,858","1,798","3,08,925","9,938",75,0,583,"1,153","8,787","26,583","1,066",28,2,18,12,"3,805",159,64,"4,133",14,938,"1,738",0,"2,004","13,324",49,0,"1,56,455",402,929,10,"1,873","1,109",220,2,163,"1,011",0,22,"8,714",2,0,1,0,"82,67,867"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"27,25,179","2,32,67,624",0,"16,92,069","35,23,348",0,"15,54,138",0,"17,16,427",0,"17,44,433","18,02,044","23,642",0,"15,29,722",0,"6,12,736",0,0,"1,146","18,03,493","10,181",0,"15,826",0,"10,96,901","8,322","14,09,055",0,0,"7,15,132",0,"12,97,506",0,0,0,"2,40,830","97,560","1,85,549","1,22,550",0,0,"25,400",0,0,0,0,0,0,0,0,"2,45,897",0,0,0,"1,00,505","5,005","2,283",0,"29,190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,76,03,693"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"39,36,960",0,"44,28,070",0,453,"4,62,020","27,691",0,0,"2,88,156","1,490",0,0,0,0,0,"88,195",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,995","6,943",0,623,0,0,0,0,0,0,0,"92,51,630"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"22,95,830",0,"39,51,805",0,0,"4,46,332",0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,94,986"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-8,476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,476"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"28,16,104","16,31,022","5,84,540","2,77,762","3,48,763","88,528","20,657",0,"12,443","2,03,983","1,21,922","95,304","60,830",0,456,"7,232","6,644","12,046","6,946","21,399",0,"19,491",0,62,0,"6,323","11,613","2,381","17,741",0,0,0,0,"17,323",0,0,"9,054",0,0,0,"23,127",0,0,0,0,0,0,11,"10,945",0,0,0,0,0,0,311,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,35,200"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"38,134","42,223","17,068","12,778","29,304","3,765","3,908",0,"2,561",0,"1,774",65,"6,711",0,0,"1,062","2,006",663,0,"5,781",0,"3,644",0,695,567,"2,720","3,360",661,0,0,0,9,0,607,0,95,0,0,255,372,233,19,0,0,15,79,0,0,0,0,18,0,1,0,0,0,0,0,483,0,0,13,0,1,0,253,"5,907",3,0,0,0,0,0,0,"1,87,813"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,633",0,0,0,0,0,0,0,"7,353"
11.5. Activo material ...............................................................................................................................................................................,"38,134","42,223","17,068","12,778","29,304","3,765","3,908",0,"2,561",0,"1,774",65,"6,711",0,0,"1,062","2,006",663,0,"5,781",0,"3,644",0,695,567,0,"3,360",661,0,0,0,9,0,607,0,95,0,0,255,372,233,19,0,0,15,79,0,0,0,0,18,0,1,0,0,0,0,0,483,0,0,13,0,1,0,253,"1,274",3,0,0,0,0,0,0,"1,80,460"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,33,47,460","3,41,78,454","12,25,654","8,13,008","12,64,710","1,42,894","2,17,979",0,"35,916","2,504","1,04,668","41,479",361,7,"1,15,713","25,57,800","1,19,396","1,22,792",0,270,"13,930",177,"16,864",93,"25,114","41,399",180,"3,850",0,0,0,"1,56,633","3,036",90,"7,385","2,45,981",0,"14,559","4,878","4,396",0,"1,119",0,0,3,0,30,0,"3,996","1,55,210","23,290","6,857","1,48,712",676,"7,193","2,316","1,112","1,13,268","83,272",1,"21,838",0,"4,265","7,121",0,9,0,0,0,0,0,10,0,0,"5,54,09,928"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,87,594","9,37,581","9,310","1,00,394","5,230",653,"83,788",0,"13,831",762,"53,147",0,0,7,0,"39,693",457,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,"2,33,870",0,"2,314",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,646","3,918",0,0,0,0,0,107,0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"22,82,541"
12.2. Entidades multigrupo ......................................................................................................................................................................,"7,489",0,"15,040","15,093","8,933","36,229","9,498",0,0,0,"33,612","3,209",361,0,0,"6,912",0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,214,90,0,"4,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,200",0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,70,279"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,25,52,377","3,32,40,873","12,01,304","6,97,521","12,50,547","1,06,012","1,24,693",0,"22,085","1,742","17,909","38,270",0,0,"1,15,713","25,11,195","1,18,939","1,22,792",0,0,181,0,"11,393",93,"25,090","30,249",0,"3,850",0,0,0,"1,56,633","2,822",0,"7,290","7,501",0,"12,245","4,878","4,396",0,"1,119",0,0,3,0,30,0,"3,996","1,55,210","23,290","1,011","1,44,794",676,"7,193","2,316","1,112","1,13,268","83,165",1,"20,076",0,"4,124","7,121",0,9,0,0,0,0,0,0,0,0,"5,29,57,107"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,91,821","31,01,349","14,85,023","2,90,048","1,34,537",0,"52,993",0,"45,919","7,117","9,019",0,"12,627",0,549,"32,546",0,704,0,"10,027","2,122","9,051",0,"17,711",0,0,"7,354",0,0,0,0,0,0,"12,079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,22,596"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,62,134","15,45,702","6,74,044","5,33,718","3,55,224","3,08,036","2,86,408",0,"2,09,624","26,458","1,70,693","43,967","65,196",0,847,"12,809","83,881","1,04,506",79,"29,234","18,955","24,846","1,462","28,770","32,937","77,942","20,961","5,327",203,28,332,"10,123","11,135","19,633",652,"2,496","1,698","10,171","26,168","7,493",210,"14,010",13,0,"9,095","4,028","2,400",994,"4,145",11,"1,864",423,105,"4,418","4,815","5,145","1,351","3,050","3,930","3,830",125,"2,579","1,017","1,571",3,277,"28,243",2,"2,514",989,6,0,0,0,"69,15,055"
15.1. De uso propio ..................................................................................................................................................................,"20,50,048","15,38,129","6,56,001","5,32,852","3,54,358","3,07,923","2,78,023",0,"2,09,274","11,475","1,60,585","38,438","64,817",0,847,"12,809","83,881","1,04,470",79,"29,234","18,955","24,846","1,462","28,770","32,930","74,541","20,925","5,092",203,28,332,"7,292","11,135","19,027",652,"2,496","1,698","10,063","25,320","7,493",210,"13,713",13,0,"8,012","3,982","2,400",994,"4,145",11,"1,864",423,105,"4,418","4,815","5,145","1,351","3,050","3,930","2,426",125,"1,044","1,017","1,571",3,277,"28,243",2,"2,514",989,6,0,0,0,"68,23,301"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,086","7,573","18,043",866,866,0,"8,385",0,0,"14,983","10,108","5,529",379,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,"2,831",0,606,0,0,0,108,848,0,0,0,0,0,"1,083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,404",0,"1,534",0,0,0,0,0,0,0,0,0,0,0,0,"87,268"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,113,0,0,350,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,7,"3,401",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,485"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,26,"4,31,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,31,210"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"51,781",474,"30,709","7,723","8,914",235,"6,295",0,"6,861",0,348,0,63,0,0,"1,636",0,789,0,42,"7,733",22,490,"1,107","5,384",95,22,"12,392",254,0,"14,330","5,562","1,354",22,0,10,545,114,423,138,0,0,0,0,2,114,146,22,5,0,"10,604",0,0,105,61,"5,097",29,"2,751",0,"1,516",45,137,"1,213",0,0,20,0,0,30,"1,110",0,0,0,0,"1,88,874"
