Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0082,0097,0046,0086,0223,0231,0095,0198,0094,0130,0057,0122,0024,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0021,0205,0219,0132,0115,0121,0091,0083,
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"20,408",0,"20,162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"34,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,234"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,"1,04,87,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,04,87,360"
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,73,44,026","96,43,930","96,37,980","51,57,664","59,83,153","59,18,676","13,22,892","9,98,484","7,73,215","15,289","1,52,627","1,09,756","6,23,233","1,44,253","26,43,803",0,836,61,0,"7,604","8,829","3,49,226","2,84,893",0,"31,10,665","11,847","10,54,860","17,664","4,310",0,"6,291","4,880","11,528","1,83,153","29,859","2,088",201,"97,935","9,511","83,534","51,868","63,930","66,678",0,"2,53,703","6,120","8,520",244,32,"1,319",8,1,"1,50,352",0,"3,717",0,"1,21,520","34,994","3,750",2,0,0,0,30,992,0,0,0,0,0,"6,65,16,536"
4.1. Valores representativos de deuda ..........................................................................................................,"90,34,283","84,44,574","94,75,266","50,59,776","59,20,596","58,95,488","13,16,758","6,64,440","6,53,468","15,289","1,52,580","60,372","1,94,494","94,162","26,43,803",0,0,0,0,"7,525","8,503","3,19,253","51,444",0,"31,10,665","10,768","10,45,169","12,868","4,056",0,0,"4,834",7,"1,82,830","25,098","2,088",0,"97,437",0,"51,107","51,868","63,469","66,354",0,"2,53,689","6,120","2,892",0,0,0,0,0,"22,963",0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,"5,50,27,348"
4.2. Otros instrumentos de capital ..........................................................................................................,"83,09,743","11,99,356","1,62,714","97,888","62,557","23,188","6,134","3,34,044","1,19,747",0,47,"49,384","4,28,739","50,091",0,0,836,61,0,79,326,"29,973","2,33,449",0,0,"1,079","9,691","4,796",254,0,"6,291",46,"11,521",323,"4,761",0,201,498,"9,511","32,427",0,461,324,0,14,0,"5,628",244,32,"1,319",8,1,"1,27,389",0,"3,717",0,"1,21,520","34,994","3,750",2,0,0,0,30,0,0,0,0,0,0,"1,14,89,188"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"58,66,177","23,45,867","58,60,896","14,04,430","57,640","46,29,839","13,22,892","8,14,803",38,0,796,0,0,"76,513","1,92,236",0,0,0,0,118,633,"1,55,867",686,0,"43,463",942,"2,45,915",0,"4,056",0,0,0,6,"1,05,456",0,0,0,0,0,0,0,"30,057","38,508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,31,97,834"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"25,12,37,937","19,25,47,837","8,53,17,319","6,62,14,759","6,67,12,267","4,39,92,885","2,71,68,957","2,33,24,770","1,83,90,416","1,84,18,479","1,18,22,037","93,14,283","1,59,73,692","80,62,412","81,00,745","77,51,872","1,08,10,705","42,23,205","40,66,842","50,66,892","44,84,772","32,10,178","65,27,982","27,19,306","67,85,372","39,05,918","44,38,031","24,60,672","74,19,351","8,42,636","32,76,253","22,06,226","20,10,558","15,04,872","15,72,528","23,79,809","62,38,099","14,39,800","9,28,360","6,63,062","7,34,032","5,34,747","4,79,426","17,37,174","2,83,701","10,66,301","4,41,828","19,59,561","12,81,198","3,91,703","36,98,679","4,50,985","5,04,694","33,91,631","3,30,125","9,31,899","92,024","1,40,784","1,19,226","2,28,899","96,337","57,598","40,056","12,50,449","1,08,515","33,545","20,624","16,907","12,633","9,108","96,39,76,485"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,66,73,864","2,24,89,687","1,38,77,776","56,89,699","1,59,49,227","53,24,525","26,81,166","30,16,647","7,46,281","1,39,91,566","4,78,906","14,97,761","38,50,437","3,52,305","45,243","77,51,872","82,71,340","42,23,205","35,70,410","1,44,637","1,85,677","82,522","19,29,502","18,771","44,064","1,76,824","41,05,323","21,18,038","31,30,661","8,33,476","17,82,898","1,77,006","7,15,524","3,60,365","14,45,011","12,756","16,69,923","57,486","1,88,760","88,278","5,37,015","3,70,086","1,37,706","10,28,704","2,44,837",85,"69,384","16,108","10,113","3,56,486","36,98,570","6,374","1,66,546","30,367","1,66,397","9,28,079","92,024","1,30,314","77,629","1,76,701","50,273","16,856","23,787",5,"55,949","33,545","20,622","16,907","7,543","9,108","17,82,27,539"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,"3,00,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,00,033"
5.3. Crédito a la clientela ......................................................................................................................................................................,"21,09,94,448","16,24,71,314","7,00,33,782","5,99,70,188","5,01,53,520","3,79,98,724","2,43,46,223","2,02,29,588","1,75,01,745","44,16,322","1,13,03,149","77,65,408","1,20,42,984","76,77,214","80,55,502",0,"25,30,676",0,"1,97,668","49,06,666","42,81,915","31,08,819","45,92,627","27,00,333","67,35,440","37,15,166","2,73,013","97,167","42,77,504","4,238","14,92,039","20,23,405","12,89,023","11,44,422","1,24,503","23,65,999","45,61,754","13,69,639","7,38,711","5,74,337","62,807","1,46,338","3,38,675","7,02,182","27,367","10,66,155","3,71,336","19,42,936","12,66,792","35,210",105,"4,42,249","3,30,648","33,55,918","1,56,150","3,342",0,"8,927",38,138,"46,064","34,622","16,259","12,50,342","38,084",0,0,0,"5,089",0,"76,97,12,948"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,"5,28,164",0,0,0,0,0,0,"1,025",0,0,0,0,0,0,0,0,"2,95,884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,481","41,491",0,0,36,0,0,"14,445",0,0,0,0,0,"8,82,526"
5.5. Otros activos financieros ......................................................................................................................................................................,"35,69,625","75,86,836","8,77,597","5,54,872","3,09,487","6,69,636","1,41,568","78,535","1,42,390","9,566","39,982","51,114","80,271","32,893",0,0,"8,689",0,"2,880","15,589","17,180","18,837","5,853",202,"5,868","13,928","59,695","2,45,467","11,186","4,922","1,316","5,815","6,011",85,"3,014","1,054","6,422","12,675",889,447,"1,34,210","18,323","3,045","6,288","11,497",61,"1,108",517,"4,293",7,4,"2,362","7,500","5,346","7,578",478,0,62,68,"52,060",0,"6,084",10,102,37,0,2,0,1,0,"1,48,53,439"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"43,98,365","31,11,395","1,05,474","9,23,265","1,35,20,423",0,"17,78,403","32,72,354","65,73,522","13,50,000","8,73,402","9,92,436","21,26,072",0,0,0,"27,20,154",0,0,"5,81,610","3,76,214",0,"13,76,885",0,0,"4,93,501",0,"17,94,362","18,967",0,0,"1,97,340","1,79,278",0,0,0,"7,88,716","67,560","64,160",0,"3,58,812","1,26,752","22,345",0,"32,107",0,100,0,0,"26,501",0,"2,59,043","1,49,275",0,0,0,0,"1,22,540",0,0,0,0,0,0,0,0,0,0,0,0,"4,87,81,333"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"54,10,565",0,0,0,232,0,0,"18,494",0,0,0,"66,833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,800",0,0,0,0,0,0,0,"55,02,936"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"21,28,113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,28,125"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"13,460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,460"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"22,69,071","22,87,492","4,30,614","3,44,494","1,42,254","53,644","1,90,726","6,929","17,451","57,747","5,330","23,511","24,919","15,258","1,95,915",0,36,0,"3,493","2,933","1,977","14,501",0,0,"1,10,318","1,652",1,0,"3,305",0,0,959,"5,849",0,"8,440","1,399","2,290",0,21,0,0,0,0,0,0,438,0,0,0,0,"11,993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,34,960"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"66,786","42,887","95,213","10,206","46,517","4,632","4,612","23,494","4,024","3,659","33,643","9,023",773,"1,235",0,0,0,0,0,"7,530","5,962",582,0,113,0,"2,964",0,0,"2,477",0,0,"1,580",0,0,0,229,299,287,0,33,0,0,343,0,0,0,"3,039","1,595",0,0,0,23,"1,032",0,0,"3,887",1,0,0,0,0,0,0,"1,244",0,3,0,0,0,0,"3,79,927"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000",0,0,0,0,0,0,0,0,"3,820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,820"
11.5. Activo material ...............................................................................................................................................................................,"66,786","42,887","95,213","10,206","46,517","4,632","4,612","23,494","4,024","3,659","33,643","9,023",773,"1,235",0,0,0,0,0,"7,530","5,962",582,0,113,0,"2,964",0,0,"2,477",0,0,"1,580",0,0,0,229,299,287,0,33,0,0,343,0,0,0,39,"1,595",0,0,0,23,"1,032",0,0,67,1,0,0,0,0,0,0,"1,244",0,3,0,0,0,0,"3,73,107"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"2,16,43,942","5,92,34,172","7,66,068","10,95,909","15,53,692","1,81,290","40,818","1,10,619","2,00,862","35,15,790",361,"1,49,595","35,110","2,34,617",0,0,"1,16,301",7,33,270,177,"28,915","87,305","3,68,908",0,180,"19,216","1,090",47,0,"1,51,084",90,0,"7,385","4,127",0,"1,01,332","7,969","43,316","1,119","1,07,409","28,391","14,537","9,704",1,0,6,30,0,0,"2,36,880",0,"16,635",676,"23,290",0,"1,45,061","1,112",0,125,0,"5,436",0,9,0,0,0,10,0,0,"9,02,91,028"
12.1. Entidades asociadas ......................................................................................................................................................................,"5,00,998","2,27,53,442","11,910","1,78,578","3,211","3,085",0,"1,275","51,718","5,395",0,456,0,0,0,0,0,7,33,0,0,"3,024",273,"3,46,231",0,0,"7,767",0,0,0,0,0,0,95,0,0,137,0,0,0,0,"24,000","2,292",0,0,0,0,0,0,0,0,0,"1,424",0,0,0,267,0,0,0,0,0,0,0,0,0,0,10,0,0,"2,38,95,628"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,065","3,99,961","79,053","31,205","8,225","36,716",0,"2,398","57,103","6,912",361,"1,503","2,203",0,0,0,0,0,0,270,177,0,"13,508","17,860",0,180,0,0,0,0,0,90,0,0,0,0,0,0,"41,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"14,200",0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,"7,17,191"
12.3. Entidades del grupo ......................................................................................................................................................................,"2,11,38,879","3,60,80,769","6,75,105","8,86,126","15,42,256","1,41,489","40,818","1,06,946","92,041","35,03,483",0,"1,47,636","32,907","2,34,617",0,0,"1,16,301",0,0,0,0,"25,891","73,524","4,817",0,0,"11,449","1,090",47,0,"1,51,084",0,0,"7,290","4,127",0,"1,01,195","7,969","2,316","1,119","1,07,409","4,391","12,245","9,704",1,0,6,30,0,0,"2,36,880",0,"1,011",676,"23,290",0,"1,44,794","1,112",0,125,0,"5,235",0,9,0,0,0,0,0,0,"6,56,78,209"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,04,453","30,24,188","14,98,758","2,52,866","80,785",0,"70,788","28,628","10,036","28,379","7,300",0,0,"1,729","5,711",0,489,0,0,"6,361","6,082",0,"1,707",0,10,"4,646",0,0,"26,461",0,0,"7,926",0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,67,796"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"18,48,519","7,06,086","11,01,416","6,79,020","3,48,868","3,48,054","1,82,748","3,10,865","2,19,012",87,"61,318","91,594","50,092","1,15,385","25,083",0,418,0,27,"27,078","23,277","35,684","33,751","3,210",170,"21,251","1,377","10,666","22,974",2,"11,830","17,938","33,328",525,"3,682",131,"4,254","25,357","6,262","15,037","9,211","7,037","8,650","5,000","4,377",797,"10,552","4,818","4,379",45,22,"3,304",406,"4,791",922,"29,143",96,"1,314",384,"4,070",31,"1,597",3,564,"2,537",2,2,0,0,0,"64,90,430"
15.1. De uso propio ..................................................................................................................................................................,"18,37,442","7,03,543","10,81,706","6,78,322","3,43,326","3,31,401","1,81,546","3,02,793","2,09,761",87,"59,948","87,135","44,119","1,15,351","10,601",0,418,0,27,"26,781","23,176","35,684","33,751","3,210",170,"21,080","1,377","10,666","22,974",2,"11,830","16,150","33,328",525,"3,682",131,"4,254","24,557","6,262","12,970","9,211","7,037","8,563","5,000","3,010",797,"9,482","4,818","4,285",45,22,"3,304",406,"4,791",922,"8,206",96,"1,314",384,"4,070",31,"1,597",3,564,"2,537",2,2,0,0,0,"63,60,585"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"11,077","2,543","19,710",698,"5,542",0,"1,202","8,072","9,251",0,"1,370",0,"5,973",0,"14,482",0,0,0,0,297,101,0,0,0,0,171,0,0,0,0,0,"1,788",0,0,0,0,0,800,0,"1,990",0,0,87,0,"1,367",0,"1,070",0,94,0,0,0,0,0,0,"20,937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,08,622"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"16,653",0,0,0,0,0,"4,459",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,223"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,27,"4,48,020","10,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,58,207"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"89,186",615,"42,185","4,44,946","17,635","9,548","6,034","10,555","1,332","22,033",75,0,0,"1,622",0,0,0,0,0,50,25,"14,257","7,617","1,279",7,25,"1,386",249,"11,567",335,"21,845",25,"99,027",0,7,0,"3,676",79,"7,737",0,"48,682",257,555,525,"1,500",25,0,939,409,9,0,78,0,179,"10,304",0,0,0,0,"2,945",1,886,0,0,0,0,0,0,0,0,"8,82,253"
16.1. Fondo de comercio ......................................................................................................................................................................,0,218,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,907",0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,31,223"
16.2. Otro activo intangible ......................................................................................................................................................................,"89,186",397,"42,185","31,493","17,635","9,548","6,034","10,555","1,332","22,033",75,0,0,"1,622",0,0,0,0,0,50,25,"11,350","7,617","1,279",7,25,"1,386",249,"11,567",335,"21,845",25,"38,643",0,7,0,"3,676",79,"7,737",0,"4,438",257,555,525,"1,500",25,0,939,409,9,0,78,0,179,287,0,0,0,0,"2,945",1,886,0,0,0,0,0,0,0,0,"3,51,030"
