Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"30,554","56,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"47,944",0,250,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,34,995",
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"35,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,901",
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"30,554","20,564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"47,944",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,094",
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,56,28,755","1,25,61,735","1,07,94,337","33,07,006","38,10,132","48,29,977","11,35,860","16,63,494","2,29,450","59,704","69,634","27,82,777","5,73,471","1,91,993","5,02,201",0,61,"70,804","11,736","3,09,307","11,990","4,55,259","19,62,866","2,69,485","16,443","57,825","1,50,600",0,"9,344","5,478","7,617","7,214","2,04,449",0,"1,974","97,704","2,030","67,271","7,458",0,"81,650","83,354",32,"17,635",244,"8,511","1,974","1,292",32,"1,46,463",300,0,"2,932",8,"5,330","1,40,825",202,"51,539",0,7,2,"2,560",0,30,"3,032",0,0,0,0,0,0,"6,24,15,395",
4.1. Valores representativos de deuda ..........................................................................................................,"68,95,262","1,00,48,558","1,06,88,635","32,00,642","37,46,586","47,65,559","6,60,923","16,60,591","50,675","15,129","69,489","27,82,777","1,97,440","1,27,907","4,03,215",0,0,0,"11,560","3,09,307","11,567","4,25,747","19,62,866","2,61,587","15,311","52,570","47,529",0,"9,093",0,8,"7,068","2,04,122",0,"1,974","92,189","1,974","31,205",4,0,"81,484","76,164",0,"17,321",0,"2,812","1,974",0,0,"18,902",0,0,0,0,"5,330",0,0,0,0,0,0,0,0,0,"3,032",0,0,0,0,0,0,"4,89,66,088",
4.2. Otros instrumentos de capital ..........................................................................................................,"87,33,493","25,13,177","1,05,702","1,06,364","63,546","64,418","4,74,937","2,903","1,78,775","44,575",145,0,"3,76,031","64,086","98,986",0,61,"70,804",176,0,423,"29,512",0,"7,898","1,132","5,255","1,03,071",0,251,"5,478","7,609",146,327,0,0,"5,515",56,"36,066","7,454",0,166,"7,190",32,314,244,"5,699",0,"1,292",32,"1,27,561",300,0,"2,932",8,0,"1,40,825",202,"51,539",0,7,2,"2,560",0,30,0,0,0,0,0,0,0,"1,34,49,307",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"41,45,029","42,14,846","60,01,368","12,49,947","1,01,845","39,79,556","6,00,000","96,796",0,0,236,"18,431","9,144","91,948","3,03,997",0,0,0,104,0,422,"1,79,154","44,835","34,067",25,0,"1,078",0,"9,093",0,2,0,"1,62,375",0,0,0,0,0,0,0,0,"54,381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,12,98,679",
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"23,29,98,953","19,21,49,284","8,54,51,718","6,21,51,590","6,12,15,870","3,98,17,044","2,30,79,935","2,36,39,402","1,67,71,934","1,69,19,982","1,16,89,693","85,70,304","1,46,22,210","77,76,215","83,81,542","78,14,942","59,12,933","80,02,163","46,57,248","36,51,157","41,58,935","30,60,167","56,85,006","60,73,814","36,24,811","28,36,780","53,43,160","22,90,459","42,80,483","33,04,410","22,91,914","20,38,496","12,53,303","7,72,794","24,45,246","14,11,998","8,90,229","6,04,299","7,99,599","7,70,130","5,04,981","4,33,232","4,41,794","3,76,891","18,51,608","4,12,871","10,71,995","3,82,093","11,01,087","4,72,910","15,36,684","30,04,586","2,83,202","31,71,801","3,85,279","40,055","48,75,209","1,25,387","1,11,736","95,666","1,92,157","67,258","34,070","12,05,529","82,116","32,959","89,996","20,279","16,712","12,774","9,095","91,16,52,164",
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,30,30,576","4,13,98,018","1,98,64,755","51,82,937","1,47,24,164","57,27,944","16,45,495","15,25,543","4,00,719","1,28,74,685","8,37,952","3,30,163","34,16,576","3,58,398","9,92,927","78,14,942","59,12,933","57,69,404","77,699","34,44,580","1,27,741","1,86,058","36,706","57,82,165","95,893","20,87,006","11,94,010","16,774","6,79,650","19,97,639","8,86,873","1,69,594","2,29,285","7,44,413","27,288","1,03,426","6,87,754","82,147","1,28,463","3,96,123","3,17,244","1,22,088","4,27,672","3,47,397","37,237","78,576",107,"3,63,404","13,734","1,72,610","8,82,733","27,121","1,21,115","31,71,696","5,613","40,055","10,74,913","1,16,266","1,06,287","95,666","1,74,067","32,702","19,291",0,"43,689","32,959","67,979","20,268","16,712","7,733","9,095","18,89,35,447",
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"3,00,031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,00,031",
5.3. Crédito a la clientela ......................................................................................................................................................................,"19,61,68,106","14,30,72,381","6,49,94,415","5,63,55,903","4,61,11,189","3,37,46,692","2,13,37,950","2,19,76,545","1,61,79,426","40,44,507","1,08,09,430","82,40,036","1,11,03,093","73,70,747","73,34,832",0,0,"22,29,910","45,58,222","2,02,472","40,17,166","28,47,419","56,42,422","2,55,267","34,99,317","1,68,483","41,42,462","22,73,484","35,92,599","12,16,378","13,92,770","18,45,266","10,23,833","28,321","24,16,396","12,98,079","1,98,112","5,21,431","6,70,452","1,39,280","1,59,088","3,07,366",260,"22,587","18,14,096","3,33,067","10,71,567","18,688","10,83,587","2,98,219","6,41,658","29,71,526","1,60,701",101,"3,76,377",0,"37,99,810","9,027","5,083",0,107,"33,675","14,777","12,05,427","28,511",0,32,0,0,"5,040",0,"70,73,85,170",
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36,0,0,"9,857",0,"21,918",0,0,0,0,"31,937",
5.5. Otros activos financieros ......................................................................................................................................................................,"38,00,271","73,78,854","5,92,548","6,12,750","3,80,517","3,42,408","96,490","1,37,314","1,91,789",676,"42,311",105,"1,02,541","47,070","53,783",0,0,"2,849","21,327","4,105","14,028","26,690","5,878","36,382","29,601","5,81,291","6,688",201,"8,234","90,393","12,271","23,636",185,60,"1,562","10,493","4,363",721,684,"2,34,727","28,649","3,778","13,862","6,907",275,"1,228",321,1,"3,766","2,081","12,293","5,939","1,386",4,"3,289",0,486,82,366,0,"17,983",845,2,102,59,0,67,11,0,1,0,"1,49,99,579",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"33,26,264","89,87,838",0,"19,44,411","1,07,40,210",0,"24,84,174","20,25,248","32,81,545","12,00,000","5,63,969",0,0,0,"8,12,536",0,0,"21,05,866","3,30,912",0,"2,31,472",0,0,0,"2,13,431","18,25,327","8,17,551",0,"25,932",0,"2,86,164","1,09,057",0,0,0,"1,16,544",0,0,"17,607","2,30,088","1,20,256","8,493","3,49,956","37,943",0,100,0,"26,501",0,"1,65,529",0,0,0,0,"2,38,566",0,"7,80,748","90,235",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,34,94,473",
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"56,99,031",0,0,0,422,0,"19,135",0,602,0,0,0,0,0,"70,213",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,"6,900",0,0,0,0,0,0,0,0,"57,96,941",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"16,02,443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,"16,03,081",
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-8,611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,611",
10. DERIVADOS DE COBERTURA ..........................................................................................................,"15,78,379","12,01,373","3,39,385","2,45,544","2,01,031","86,698","12,703","1,17,942","2,746","32,320","1,948","1,88,643","16,401","17,246","2,312",0,0,49,"1,595","6,556",849,"5,038","6,27,509",0,431,0,0,0,"3,970",0,"28,767",603,0,0,35,0,"21,903",175,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,"15,028",0,0,"5,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,63,183",
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"45,973","32,618","26,977","55,653","38,846","4,250","3,842","2,903","2,428","2,017","14,624",0,195,674,"2,055",0,0,0,"5,935",0,"5,585","1,055",0,0,"3,280",0,0,36,"2,427",0,0,"1,173",0,0,229,458,0,33,0,0,0,21,0,0,330,15,0,0,94,"1,024",0,0,0,0,22,1,343,0,"4,290",0,0,0,0,692,0,3,0,0,0,0,0,"2,60,101",
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,"42,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,223",0,0,0,0,0,0,0,0,0,0,0,0,"46,535",
11.5. Activo material ...............................................................................................................................................................................,"45,973","32,618","26,977","13,341","38,846","4,250","3,842","2,903","2,428","2,017","14,624",0,195,674,"2,055",0,0,0,"5,935",0,"5,585","1,055",0,0,"3,280",0,0,36,"2,427",0,0,"1,173",0,0,229,458,0,33,0,0,0,21,0,0,330,15,0,0,94,"1,024",0,0,0,0,22,1,343,0,67,0,0,0,0,692,0,3,0,0,0,0,0,"2,13,566",
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12. PARTICIPACIONES ..................................................................................................................................................................,"1,49,83,852","3,93,26,478","9,58,640","10,82,875","13,07,886","1,36,553","1,04,119","40,818","1,42,238","31,43,030",361,"1,420","41,421","1,70,181","1,49,595",0,7,"1,15,718",270,0,177,"25,185",0,"19,216",180,988,"57,275","3,44,397",103,"1,51,103",0,90,"7,385",0,0,"7,792","4,126","1,119","47,566","1,07,433","28,403","14,537",0,1,30,6,0,0,0,"10,018","9,704",676,"23,290","1,76,768",0,"1,45,119","94,555","1,112",0,0,0,"5,436",0,9,0,0,0,0,10,0,0,"6,29,89,271",
12.1. Entidades asociadas ......................................................................................................................................................................,"5,11,181","32,32,061","8,993","1,50,314","3,211",652,"1,133",0,"42,250","5,395",0,0,0,0,"1,959",0,7,0,0,0,0,"3,024",0,"7,767",0,0,243,"3,22,370",0,0,0,0,95,0,0,0,0,0,0,0,"24,000","2,292",0,0,0,0,0,0,0,"1,386",0,0,0,0,0,325,137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"43,18,805",
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,068","3,99,961","1,08,189","18,344","8,225","36,396","2,398",0,"33,987","6,912",361,0,"2,411",0,0,0,0,0,270,0,177,0,0,0,180,86,"13,508","14,860",0,0,0,90,0,0,0,0,0,0,"45,250",0,0,0,0,0,0,0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"7,03,495",
12.3. Entidades del grupo ......................................................................................................................................................................,"1,44,68,603","3,56,94,456","8,41,458","9,14,217","12,96,450","99,505","1,00,588","40,818","66,001","31,30,723",0,"1,420","39,010","1,70,181","1,47,636",0,0,"1,15,718",0,0,0,"22,161",0,"11,449",0,902,"43,524","7,167",103,"1,51,103",0,0,"7,290",0,0,"7,792","4,126","1,119","2,316","1,07,433","4,403","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","1,76,768",0,"1,44,794","94,418","1,112",0,0,0,"5,235",0,9,0,0,0,0,0,0,0,"5,79,66,971",
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,14,052","30,11,029","14,99,671","2,83,997","95,587",0,"41,262","86,869","9,435","29,265","8,771","6,343",0,"1,700",0,0,0,555,"7,474",0,"6,922",0,10,0,"5,440",0,"1,978",0,"29,784",0,0,"9,115",0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,49,845",
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,97,943","14,91,538","9,51,284","7,07,922","3,50,908","3,31,395","2,99,346","1,80,779","2,08,683",100,"58,946","25,393","48,865","1,13,340","88,629",0,0,549,"26,848",34,"23,994","31,027",207,"1,248","19,084","10,592","28,603","3,267","24,988","10,717","33,903","18,048",609,3,157,"24,983","3,761","14,988","6,258","8,289","7,219","8,843",316,"4,242","3,498","9,932",796,12,"4,050",373,"4,758","3,976","1,074",23,"2,891",99,"4,042","1,326","29,076",12,"3,449","1,007",3,474,"2,571",2,0,3,0,0,0,"73,41,295",
15.1. De uso propio ..................................................................................................................................................................,"20,87,635","14,88,610","9,32,296","7,07,207","3,45,019","3,13,563","2,91,198","1,79,551","1,99,371",100,"57,403","10,814","42,953","1,13,306","88,629",0,0,549,"26,570",34,"23,440","31,027",207,"1,248","18,909","10,592","28,603","3,267","24,988","10,717","33,903","16,216",609,3,157,"24,168","3,761","12,875","6,258","8,289","7,219","8,756",316,"2,865","3,498","8,858",796,12,"4,050",373,"4,758","3,976","1,074",23,"2,891",99,"4,042","1,326","10,746",12,"3,449","1,007",3,474,"2,571",2,0,3,0,0,0,"72,17,244",
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,308","2,928","18,988",715,"5,889",0,"8,148","1,228","9,312",0,"1,543","14,579","5,912",0,0,0,0,0,278,0,554,0,0,0,175,0,0,0,0,0,0,"1,832",0,0,0,815,0,"2,035",0,0,0,87,0,"1,377",0,"1,074",0,0,0,0,0,0,0,0,0,0,0,0,"18,330",0,0,0,0,0,0,0,0,0,0,0,0,"1,06,107",
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"17,832",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,944",
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,34,"4,64,953","13,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,78,681",
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"71,837",431,"38,051","4,47,669","15,812","5,472","9,469","7,321",783,"16,463",118,0,0,"1,225",0,0,0,0,78,0,39,"8,881",0,779,39,422,"6,409",508,"7,477","21,997","1,01,543",40,0,19,0,106,11,0,"8,127","47,792",198,552,"5,066","1,466",754,0,40,0,96,0,418,"11,059","10,466",0,44,0,"4,261",0,0,0,"2,661","1,008",0,0,0,0,668,0,0,0,0,"8,57,675",
16.1. Fondo de comercio ......................................................................................................................................................................,0,241,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,"44,244",0,0,"4,719",0,0,0,0,0,0,0,0,"10,981","10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,44,039",
16.2. Otro activo intangible ......................................................................................................................................................................,"71,837",190,"38,051","34,216","15,812","5,472","9,469","7,321",783,"16,463",118,0,0,"1,225",0,0,0,0,78,0,39,"8,881",0,779,39,422,"6,409",508,"7,477","21,997","41,159",40,0,19,0,106,11,0,"8,127","3,548",198,552,347,"1,466",754,0,40,0,96,0,418,78,449,0,44,0,"4,261",0,0,0,"2,661","1,008",0,0,0,0,668,0,0,0,0,"3,13,636",
