Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"2,11,88,014",0,0,0,"23,316","60,460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"34,624",0,257,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,13,06,703",
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,"2,08,35,850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,08,35,850",
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3. Crédito a la clientela ......................................................................................................................................................................,0,"3,52,164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,52,164",
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"39,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,193",
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"23,316","20,524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"34,624",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,496",
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,52,39,680","1,39,07,512","1,05,00,057","36,43,556","60,41,392","48,19,905","14,31,730","13,74,426","2,13,770","16,632","77,521","27,99,843","5,77,453","2,08,486","1,26,935",0,61,832,"9,826","3,03,439","10,111","4,53,280","23,74,176","8,05,920","14,254","43,451","1,94,093",0,"9,244","6,418","10,208","6,223","1,82,826",0,"2,006","98,222","2,061","64,288","7,265",0,"81,821","88,621",32,"23,857",244,"9,668","2,006","1,319",32,"1,63,000",0,0,"3,506",8,"12,382","1,43,750",201,"45,729",0,7,2,"2,560",0,30,"2,036",0,"3,750",0,0,0,0,"6,61,61,663",
4.1. Valores representativos de deuda ..........................................................................................................,"62,62,757","1,11,44,900","1,04,15,681","35,34,780","59,82,587","47,81,149","9,85,262","13,71,694","65,920","15,313","77,473","27,99,843","2,01,380","1,39,445","45,804",0,0,0,"9,747","3,03,439","9,785","4,18,872","23,74,176","7,97,421","13,219","38,707","48,529",0,"8,996",0,8,"6,174","1,82,504",0,"2,006","97,724","2,006","29,812",0,0,"81,386","81,358",0,"23,843",0,"3,849","2,006",0,0,"23,613",0,0,0,0,"12,381",0,0,0,0,0,0,0,0,0,"2,036",0,0,0,0,0,0,"5,23,97,585",
4.2. Otros instrumentos de capital ..........................................................................................................,"89,76,923","27,62,612","84,376","1,08,776","58,805","38,756","4,46,468","2,732","1,47,850","1,319",48,0,"3,76,073","69,041","81,131",0,61,832,79,0,326,"34,408",0,"8,499","1,035","4,744","1,45,564",0,248,"6,418","10,200",49,322,0,0,498,55,"34,476","7,265",0,435,"7,263",32,14,244,"5,819",0,"1,319",32,"1,39,387",0,0,"3,506",8,1,"1,43,750",201,"45,729",0,7,2,"2,560",0,30,0,0,"3,750",0,0,0,0,"1,37,64,078",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"30,46,361","38,94,151","66,19,187","15,35,192","77,374","38,77,720","7,32,000","2,15,171",0,0,166,"18,488","9,891","87,044",0,0,0,0,71,0,326,"1,78,899","13,657","60,509",6,0,828,0,"8,996",0,40,0,"1,31,621",0,0,0,0,0,0,0,0,"54,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,05,61,751",
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"24,82,66,380","17,59,40,984","8,51,85,880","6,41,84,054","6,29,22,533","4,25,93,768","2,11,03,779","2,49,19,997","1,75,80,904","1,56,77,814","1,19,63,753","77,63,990","1,48,16,616","83,19,723","87,95,188","78,72,394","53,39,948","80,24,110","47,42,308","37,14,141","42,53,052","34,44,545","58,57,783","59,66,718","37,03,118","23,01,534","58,36,652","24,49,299","68,99,621","33,02,172","21,88,360","20,75,749","13,22,066","8,21,225","24,01,009","14,55,640","10,35,885","6,35,385","8,90,424","8,10,947","5,04,908","4,20,102","4,20,324","2,73,751","18,77,307","4,20,819","10,79,909","3,82,135","11,90,643","4,85,409","13,63,220","32,12,232","2,66,751","33,42,746","4,17,192","47,715","55,85,687","1,28,162","1,39,618","96,137","1,62,617","57,772","34,094","12,44,455","77,112","33,165","1,19,404","20,315","16,783","12,891","9,106","92,08,21,929",
5.1. Depósitos en entidades de crédito ..........................................................................................................,"4,23,21,510","1,96,25,266","1,69,88,523","53,73,264","1,44,50,117","63,59,856","19,35,727","16,72,384","4,92,798","1,13,73,268","8,73,074","46,131","32,53,288","5,73,439","11,56,262","78,72,394","53,39,948","57,79,974","40,877","35,08,183","82,724","4,44,015","34,233","56,93,731","46,982","19,52,442","14,89,473","12,906","29,69,212","18,35,796","8,15,722","1,61,124","2,34,659","8,16,791","12,966","86,275","8,26,581","93,747","1,41,211","5,66,531","3,20,579","87,014","4,04,867","2,51,455","21,716","67,971",108,"3,61,947","39,721","1,57,504","6,93,990","26,573","97,444","33,42,633","4,515","47,715","13,86,755","1,18,097","1,34,789","91,948","1,43,972","23,600","19,120",231,"31,899","33,165","78,035","20,309","16,783","7,884","9,106","17,53,94,849",
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.3. Crédito a la clientela ......................................................................................................................................................................,"20,19,65,802","14,83,49,908","6,76,20,089","5,84,90,479","4,81,67,529","3,59,24,064","1,90,98,344","2,31,40,352","1,69,23,223","42,74,410","1,10,57,002","77,17,824","1,15,07,116","77,04,077","75,89,491",0,0,"22,43,377","46,85,996","1,99,823","41,53,893","29,81,897","58,17,640","2,39,484","36,44,317","1,08,433","43,43,093","24,36,192","39,22,696","13,79,344","13,67,530","19,08,227","10,87,292","3,997","23,86,858","13,61,206","2,08,780","5,41,200","7,48,406","1,42,196","1,63,558","3,30,166",176,"20,937","18,55,200","3,51,653","10,79,733","20,187","11,46,819","3,26,052","6,66,468","31,79,864","1,68,041",109,"4,10,079",0,"41,92,507","9,981","4,480","4,189",103,"33,551","14,972","12,44,122","34,650",0,26,0,0,"5,006",0,"73,07,04,216",
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,"10,535",0,"41,276",0,0,0,0,"52,748",
5.5. Otros activos financieros ......................................................................................................................................................................,"39,79,068","79,65,810","5,77,268","3,20,311","3,04,887","3,09,848","69,708","1,07,261","1,64,883","29,239","33,677",35,"56,212","42,207","49,435",0,0,759,"15,435","6,135","16,435","18,633","5,910","33,503","11,819","2,40,659","4,086",201,"7,713","87,032","5,108","6,398",115,437,"1,185","8,159",524,438,807,"1,02,220","20,771","2,922","15,281","1,359",391,"1,195",68,1,"4,103","1,853","2,762","5,795","1,266",4,"2,598",0,"6,425",80,349,0,"18,542",585,2,102,28,0,67,6,0,1,0,"1,46,70,116",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"29,78,102","1,05,77,824",0,"16,59,575","1,16,29,539",0,"26,30,767","20,93,549","40,67,302","13,50,000","7,96,484",0,"19,35,684",0,"7,68,883",0,0,"20,46,306","4,32,441",0,"2,83,055",0,0,0,"3,55,656","17,68,293","9,16,657",0,"24,904",0,"2,00,380","1,73,388",0,0,0,"90,333",0,0,"49,513","4,08,805","1,73,627",542,"3,30,134","49,637",0,"1,300",0,"26,501",0,"1,49,461",0,0,0,0,"2,47,486",0,"7,67,806","1,10,400",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,90,94,334",
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"55,74,774",0,0,0,425,0,"19,034",0,601,0,0,0,0,0,"59,496",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,"6,965",0,0,0,0,0,0,0,0,"56,61,937",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"13,68,540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,"13,69,182",
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-11,217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-11,217",
10. DERIVADOS DE COBERTURA ..........................................................................................................,"19,82,898","13,92,791","4,82,118","2,28,726","1,74,541","82,679","4,647","1,40,740","2,518","24,380",344,"1,68,984","15,792","14,742","2,430",0,0,36,336,"2,545",268,"4,799","6,68,245",20,135,0,0,0,"3,371",0,"16,505",98,0,0,3,0,"15,090",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"13,941",0,0,"7,259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,50,984",
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"96,142","32,029","30,190","12,173","39,653","3,133","5,652","2,596","3,413","2,161","12,606",0,143,667,"2,117",0,0,0,"6,498",0,"5,443",626,0,0,"2,922",0,0,170,"2,393",0,0,"1,195",0,0,229,430,0,33,0,0,0,21,0,0,405,15,0,0,94,"1,028",0,0,0,0,22,1,391,0,"4,212",0,0,0,0,692,0,3,0,0,0,0,0,"2,69,498",
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,145",0,0,0,0,0,0,0,0,0,0,0,0,"4,145",
11.5. Activo material ...............................................................................................................................................................................,"96,142","32,029","30,190","12,173","39,653","3,133","5,652","2,596","3,413","2,161","12,606",0,143,667,"2,117",0,0,0,"6,498",0,"5,443",626,0,0,"2,922",0,0,170,"2,393",0,0,"1,195",0,0,229,430,0,33,0,0,0,21,0,0,405,15,0,0,94,"1,028",0,0,0,0,22,1,391,0,67,0,0,0,0,692,0,3,0,0,0,0,0,"2,65,353",
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12. PARTICIPACIONES ..................................................................................................................................................................,"1,49,71,598","3,94,43,997","9,33,073","10,74,690","13,12,878","1,36,696","1,08,982","40,818","1,66,241","32,32,403",361,0,"41,455","1,73,209","1,49,595",0,7,"1,15,721",270,3,177,"25,185",0,"19,216",180,"1,055","57,275","3,44,397",103,"1,51,102",0,90,"7,385",0,0,"7,790","4,127","1,119","47,566","1,07,432","28,394","14,537",0,1,30,6,0,0,0,"9,980","9,704",676,"23,290","1,76,411",0,"1,45,119","1,02,807","1,112",0,0,0,"5,436",0,9,0,0,0,0,10,0,0,"6,31,93,718",
12.1. Entidades asociadas ......................................................................................................................................................................,"5,36,093","32,04,385","11,777","1,50,314","3,211","3,085","1,134",0,"66,253","5,395",0,0,0,0,456,0,7,0,0,3,0,"3,024",0,"7,767",0,0,243,"3,22,370",0,0,0,0,95,0,0,0,0,0,0,0,"24,000","2,292",0,0,0,0,0,0,0,"1,348",0,0,0,0,0,325,137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"43,43,724",
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,068","3,99,961","79,053","18,305","8,225","36,396","2,398",0,"33,987","6,912",361,0,"2,410",0,"1,503",0,0,0,270,0,177,0,0,0,180,0,"13,508","14,860",0,0,0,90,0,0,0,0,0,0,"45,250",0,0,0,0,0,0,0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"6,75,736",
12.3. Entidades del grupo ......................................................................................................................................................................,"1,44,31,437","3,58,39,651","8,42,243","9,06,071","13,01,442","97,215","1,05,450","40,818","66,001","32,20,096",0,0,"39,045","1,73,209","1,47,636",0,0,"1,15,721",0,0,0,"22,161",0,"11,449",0,"1,055","43,524","7,167",103,"1,51,102",0,0,"7,290",0,0,"7,790","4,127","1,119","2,316","1,07,432","4,394","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","1,76,411",0,"1,44,794","1,02,670","1,112",0,0,0,"5,235",0,9,0,0,0,0,0,0,0,"5,81,74,258",
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,23,079","29,97,725","15,09,827","2,80,716","89,397",0,"40,172","87,182","9,435","28,761","8,162","6,343",0,"1,705",0,0,0,547,"7,024",0,"6,564",0,10,0,"5,096",0,"1,978",0,"29,784",0,0,"8,625",0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,"72,42,808",
15. ACTIVO MATERIAL ..................................................................................................................................................................,"18,42,476","14,85,718","9,92,605","6,67,169","3,49,969","3,38,924","3,07,233","1,85,712","2,09,422",95,"58,961","25,216","48,044","1,14,330","89,709",0,0,491,"26,938",31,"23,627","32,672",192,"1,397","20,164","10,512","30,174","3,574","25,028","11,318","33,612","18,120",574,3,147,"24,699","3,694","14,782","6,368","8,816","7,020","8,630",294,"4,292","3,854","9,888",794,11,"4,021",361,"4,558","4,625","1,114",23,"3,078",98,"3,897","1,321","29,032",6,"3,488","1,251",3,571,"2,559",2,413,3,0,0,0,"71,07,723",
15.1. De uso propio ..................................................................................................................................................................,"18,31,643","14,82,806","9,73,646","6,66,460","3,43,708","3,21,500","2,99,114","1,84,494","2,00,133",95,"57,580","10,705","42,150","1,14,296","89,709",0,0,491,"26,662",31,"23,075","32,672",192,"1,397","19,991","10,512","30,174","3,574","25,028","11,318","33,612","16,304",574,3,147,"23,890","3,694","12,687","6,368","8,816","7,020","8,543",294,"2,919","3,854","8,816",794,11,"4,021",361,"4,558","4,625","1,114",23,"3,078",98,"3,897","1,321","9,588",6,"3,488","1,251",3,571,"2,559",2,413,3,0,0,0,"69,82,482",
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,833","2,912","18,959",709,"6,261",0,"8,119","1,218","9,289",0,"1,381","14,511","5,894",0,0,0,0,0,276,0,552,0,0,0,173,0,0,0,0,0,0,"1,816",0,0,0,809,0,"2,018",0,0,0,87,0,"1,373",0,"1,072",0,0,0,0,0,0,0,0,0,0,0,0,"19,444",0,0,0,0,0,0,0,0,0,0,0,0,"1,07,706",
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"17,424",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,535",
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,32,"4,68,680","12,369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,81,081",
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"74,146",679,"34,475","4,46,139","15,235","7,996","10,498","6,776",740,"18,279",100,0,0,"1,441",0,0,0,0,66,0,33,"8,705",7,820,33,342,"6,868",583,"7,998","22,148","1,00,598",33,0,150,0,77,9,0,"7,668","48,229",201,590,256,"1,398",772,0,33,11,399,0,656,"11,092","10,540",0,42,0,"4,057",0,0,1,"2,621",959,0,0,0,0,0,0,0,0,0,"8,54,499",
16.1. Fondo de comercio ......................................................................................................................................................................,0,236,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,"10,981","10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,39,315",
16.2. Otro activo intangible ......................................................................................................................................................................,"74,146",443,"34,475","32,686","15,235","7,996","10,498","6,776",740,"18,279",100,0,0,"1,441",0,0,0,0,66,0,33,"8,705",7,820,33,342,"6,868",583,"7,998","22,148","40,214",33,0,150,0,77,9,0,"7,668","3,985",201,590,256,"1,398",772,0,33,11,399,0,656,111,523,0,42,0,"4,057",0,0,1,"2,621",959,0,0,0,0,0,0,0,0,0,"3,15,184",
