Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,58,53,516","78,12,921","80,08,179","31,58,733","38,39,843","49,02,209","10,99,039","16,82,456","2,32,316","15,581","1,41,130","28,24,011","5,81,779","1,74,402","5,11,264",0,61,"38,873","11,684","3,10,536","11,940","4,46,981","19,68,168","1,79,389","16,416","59,176","1,68,789",0,"9,307","5,478","5,256","7,183","2,14,592",0,"1,999","94,036","2,040","66,524","7,359",0,"22,034","83,162",32,"19,748",244,"8,659","1,999","1,292",32,"1,38,914",300,0,"2,932",8,"5,359","1,17,516",202,"51,615",0,7,2,"2,560",0,30,"3,026",0,0,0,0,0,0,"5,49,22,839",
4.1. Valores representativos de deuda ..........................................................................................................,"73,86,785","53,39,320","78,87,402","30,50,851","37,77,441","48,46,296","6,57,259","16,79,553","50,796","15,068","1,40,996","28,24,011","2,05,912","1,10,930","4,15,544",0,0,0,"11,519","3,10,536","11,527","4,16,841","19,68,168","1,71,762","15,295","54,494","62,410",0,"9,056",0,8,"7,048","2,14,268",0,"1,999","93,055","1,984","31,298",5,0,"21,868","75,993",0,"19,734",0,"3,061","1,999",0,0,"19,045",0,0,0,0,"5,359",0,0,0,0,0,0,0,0,0,"3,026",0,0,0,0,0,0,"4,19,19,522",
4.2. Otros instrumentos de capital ..........................................................................................................,"84,66,731","24,73,601","1,20,777","1,07,882","62,402","55,913","4,41,780","2,903","1,81,520",513,134,0,"3,75,867","63,472","95,720",0,61,"38,873",165,0,413,"30,140",0,"7,627","1,121","4,682","1,06,379",0,251,"5,478","5,248",135,324,0,0,981,56,"35,226","7,354",0,166,"7,169",32,14,244,"5,598",0,"1,292",32,"1,19,869",300,0,"2,932",8,0,"1,17,516",202,"51,615",0,7,2,"2,560",0,30,0,0,0,0,0,0,0,"1,30,03,317",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"44,13,074","10,31,005","61,43,744","11,56,107","80,577","40,47,342","6,00,000","49,033",58,0,50,"18,628","4,879","91,948","3,08,958",0,0,0,104,0,422,"1,79,635","44,791","53,631",25,0,"1,078",0,"9,056",0,0,0,"1,46,337",0,0,0,0,0,0,0,0,"54,352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,84,34,834",
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"23,24,82,088","18,74,94,195","8,81,02,698","6,23,53,969","6,25,06,677","4,03,64,648","2,41,04,065","2,33,42,321","1,64,15,988","1,48,23,899","1,14,08,439","85,89,210","1,42,02,858","76,87,831","81,65,842","50,55,590","59,25,265","82,66,901","47,28,921","35,64,719","40,69,659","30,36,662","56,45,820","62,25,589","35,61,608","23,85,243","52,96,177","22,28,789","41,24,529","33,01,390","22,81,432","20,09,414","12,24,758","9,12,506","24,26,194","14,09,990","9,06,599","5,97,563","7,75,121","7,84,235","5,51,684","4,27,111","4,49,635","3,27,930","18,23,808","4,12,135","10,66,505","3,80,493","11,02,417","4,57,399","12,36,610","29,27,016","3,09,603","31,44,236","3,75,394","39,558","46,63,995","1,28,594","1,09,566","95,410","1,72,793","61,128","33,806","11,76,343","89,779","32,876","90,630","20,223","16,680","12,678","9,095","90,45,34,532",
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,35,15,652","3,94,60,344","2,28,22,566","61,32,169","1,64,07,856","67,31,588","26,61,601","17,39,292","4,43,202","1,08,23,150","7,11,352","2,85,787","31,64,875","4,81,800","9,98,599","50,55,590","59,25,265","60,04,756","1,43,199","33,62,916","77,017","1,88,537","47,638","59,21,315","64,449","17,97,611","12,56,240","17,171","6,44,211","19,62,358","8,72,711","1,70,758","2,33,481","8,95,685",61,"1,09,647","7,00,698","79,377","1,14,688","4,38,482","3,63,418","1,21,447","4,32,830","3,04,847","21,297","81,647",79,"3,61,844","26,177","1,71,682","4,53,783","22,913","1,48,688","31,44,130","5,772","39,558","2,75,326","1,20,340","1,04,109","95,410","1,08,339","27,295","18,900","1,332","52,447","32,876","68,681","20,207","16,680","7,654","9,095","18,91,22,497",
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.3. Crédito a la clientela ......................................................................................................................................................................,"19,51,25,730","14,07,98,011","6,47,43,891","5,53,88,931","4,57,24,552","3,33,41,831","2,13,19,693","2,14,81,288","1,58,00,462","39,49,104","1,06,56,296","83,03,412","1,09,48,703","71,69,876","71,13,676",0,0,"22,54,794","45,66,390","1,99,917","39,75,517","28,25,950","55,92,564","2,56,322","34,78,925","1,28,386","40,34,536","22,11,417","34,62,799","12,29,345","13,93,292","18,32,700","9,91,173","14,629","24,24,443","12,81,482","2,04,744","5,17,458","6,59,744","1,34,276","1,65,879","3,02,415",227,"21,136","18,02,246","3,28,984","10,66,303","18,646","10,72,142","2,83,630","7,78,558","28,98,670","1,58,332",102,"3,67,160",0,"43,88,089","8,152","5,111",0,108,"33,571","14,904","11,74,924","29,382",0,32,1,0,"5,023",0,"70,04,59,986",
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36,0,0,"7,899",0,"21,917",0,0,0,0,"29,878",
5.5. Otros activos financieros ......................................................................................................................................................................,"38,40,706","72,35,840","5,36,241","8,32,869","3,74,269","2,91,229","1,22,771","1,21,741","1,72,324","51,631","40,791",11,"89,280","36,155","53,567",0,0,"7,351","19,332","1,886","17,125","22,175","5,618","47,952","18,234","4,59,246","5,401",201,"17,519","1,09,687","15,429","5,956",104,"2,192","1,690","18,861","1,157",728,689,"2,11,477","22,387","3,249","16,578","1,947",265,"1,504",123,3,"4,098","2,087","4,269","5,433","2,583",4,"2,462",0,580,90,346,0,"64,346",226,2,87,51,0,0,15,0,1,0,"1,49,22,171",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"32,30,848","1,02,18,561",0,"20,91,767","1,28,27,715",0,"25,61,923","21,60,525","33,24,912","12,00,000","5,77,736",0,"17,41,078",0,"8,01,011",0,0,"17,71,721","3,35,547",0,"2,36,075",0,0,0,"2,16,818","15,97,365","8,88,392",0,"21,815",0,"2,11,670","1,09,303",0,0,0,"1,37,917",0,0,"17,607","2,15,830","1,23,281","10,442","3,57,844","58,543",0,100,0,"26,501",0,"1,66,957",0,0,0,0,"2,28,279",0,"7,99,142","1,06,175",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,83,73,400",
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"56,86,925",0,0,0,421,0,"18,967",0,602,0,0,0,0,0,"70,434",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,"6,878",0,0,0,0,0,0,0,0,"57,84,863",
Pro-memoria: Prestados o en garantía ..........................................................................................................,"16,21,608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,"16,22,244",
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-7,428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,428",
10. DERIVADOS DE COBERTURA ..........................................................................................................,"16,31,126","11,96,438","3,50,458","2,41,964","1,69,302","79,206","11,099","82,483","4,626","47,767","1,954","1,75,010","15,357","19,858","2,405",0,0,46,"1,607","5,693",863,"4,920","6,00,009",0,435,0,0,0,"2,852",0,"23,838",612,0,0,23,0,"18,434",187,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,"11,320",0,0,"1,116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,01,031",
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"38,227","31,961","23,973","64,032","37,819","4,000","3,767","2,735","2,331","1,934","14,272",0,0,819,"1,926",0,0,0,"5,770",0,"5,430","1,078",0,0,"3,395",0,0,345,"2,427",0,0,951,3,0,229,458,0,33,0,0,414,21,0,0,22,15,0,0,94,"1,024",0,0,0,0,34,1,409,0,"4,243",0,0,0,0,480,0,3,0,0,0,0,0,"2,54,675",
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,"42,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,176",0,0,0,0,0,0,0,0,0,0,0,0,"46,488",
11.5. Activo material ...............................................................................................................................................................................,"38,227","31,961","23,973","21,720","37,819","4,000","3,767","2,735","2,331","1,934","14,272",0,0,819,"1,926",0,0,0,"5,770",0,"5,430","1,078",0,0,"3,395",0,0,345,"2,427",0,0,951,3,0,229,458,0,33,0,0,414,21,0,0,22,15,0,0,94,"1,024",0,0,0,0,34,1,409,0,67,0,0,0,0,480,0,3,0,0,0,0,0,"2,08,187",
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12. PARTICIPACIONES ..................................................................................................................................................................,"1,49,46,188","3,92,93,373","9,58,621","9,43,577","13,07,886","1,36,554","1,04,112","40,818","1,42,238","31,43,030",361,"1,465","41,412","1,69,920","1,49,595",0,7,"1,15,718",270,0,177,"25,185",0,"19,216",180,988,"42,814","3,44,397",103,"1,51,102",0,90,"7,385",0,0,"7,794","4,126","1,119","47,316","1,07,433","28,403","14,537",0,1,30,6,0,0,0,"10,018","9,704",676,"23,290","1,74,148",0,"1,45,119","94,554","1,112",0,0,0,"5,377",0,9,0,0,0,0,10,0,0,"6,27,61,564",
12.1. Entidades asociadas ......................................................................................................................................................................,"5,03,976","32,14,938","8,993","1,46,075","3,211",653,"1,133",0,"42,250","5,395",0,0,0,0,"1,959",0,7,0,0,0,0,"3,024",0,"7,767",0,0,240,"3,22,370",0,0,0,0,95,0,0,0,0,0,0,0,"24,000","2,292",0,0,0,0,0,0,0,"1,386",0,0,0,0,0,325,137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"42,90,236",
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,068","3,99,961","1,08,189","18,344","8,225","36,396","2,398",0,"33,987","6,912",361,0,"2,411",0,0,0,0,0,270,0,177,0,0,0,180,86,"13,508","14,860",0,0,0,90,0,0,0,0,0,0,"45,000",0,0,0,0,0,0,0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"7,03,245",
12.3. Entidades del grupo ......................................................................................................................................................................,"1,44,38,144","3,56,78,474","8,41,439","7,79,158","12,96,450","99,505","1,00,581","40,818","66,001","31,30,723",0,"1,465","39,001","1,69,920","1,47,636",0,0,"1,15,718",0,0,0,"22,161",0,"11,449",0,902,"29,066","7,167",103,"1,51,102",0,0,"7,290",0,0,"7,794","4,126","1,119","2,316","1,07,433","4,403","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","1,74,148",0,"1,44,794","94,417","1,112",0,0,0,"5,176",0,9,0,0,0,0,0,0,0,"5,77,68,083",
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,14,052","30,89,590","15,00,593","2,85,292","97,173",0,"41,579","86,555","9,435","29,434","8,930","6,343",0,"1,692",0,0,0,558,"7,590",0,"7,018",0,10,0,"5,535",0,"1,966",0,"29,784",0,0,"9,245",0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,32,960",
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,95,767","14,92,284","9,31,587","7,03,836","3,51,103","3,30,008","2,97,664","1,80,424","2,07,476","1,047","58,992","25,453","49,056","1,12,026","88,403",0,0,566,"26,877",35,"24,022","30,767",211,"1,320","19,180","10,603","28,540","3,330","24,657","10,003","34,109","18,136",621,4,160,"25,065","3,741","14,820","6,139","8,304","7,187","8,897",323,"4,239","3,269","9,960",809,11,"4,085",380,"4,433","3,468","1,112",23,"2,868",99,"4,083","1,327","29,080",12,"3,313",993,3,389,"2,576",2,0,3,0,0,0,"73,09,280",
15.1. De uso propio ..................................................................................................................................................................,"20,84,892","14,89,351","9,12,605","7,03,119","3,45,747","3,12,124","2,89,507","1,79,193","1,98,156","1,047","57,446","10,851","43,138","1,11,992","88,403",0,0,566,"26,598",35,"23,467","30,767",211,"1,320","19,004","10,603","28,540","3,330","24,657","10,003","34,109","16,298",621,4,160,"24,249","3,741","12,701","6,139","8,304","7,187","8,810",323,"2,860","3,269","8,886",809,11,"4,085",380,"4,433","3,468","1,112",23,"2,868",99,"4,083","1,327","10,743",12,"3,313",993,3,389,"2,576",2,0,3,0,0,0,"71,85,065",
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,875","2,933","18,982",717,"5,356",0,"8,157","1,231","9,320",0,"1,546","14,602","5,918",0,0,0,0,0,279,0,555,0,0,0,176,0,0,0,0,0,0,"1,838",0,0,0,816,0,"2,041",0,0,0,87,0,"1,379",0,"1,074",0,0,0,0,0,0,0,0,0,0,0,0,"18,337",0,0,0,0,0,0,0,0,0,0,0,0,"1,06,219",
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"17,884",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,996",
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,34,"4,62,213","14,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,76,383",
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"70,507",428,"30,040","4,48,065","15,647","5,067","9,501","7,539",812,"15,612",124,0,0,845,0,0,0,0,83,0,41,"7,722",0,776,41,463,"20,952",493,"7,194","21,444","1,01,861",42,0,19,0,123,11,0,"8,299","47,880",194,566,"5,100","1,500",717,0,42,0,103,0,431,"11,062","10,485",0,48,0,"4,300",0,0,0,"2,264","1,022",0,0,0,0,0,0,0,0,0,"8,59,465",
16.1. Fondo de comercio ......................................................................................................................................................................,0,238,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,"44,244",0,0,"4,719",0,0,0,0,0,0,0,0,"10,981","10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,44,036",
16.2. Otro activo intangible ......................................................................................................................................................................,"70,507",190,"30,040","34,612","15,647","5,067","9,501","7,539",812,"15,612",124,0,0,845,0,0,0,0,83,0,41,"7,722",0,776,41,463,"20,952",493,"7,194","21,444","41,477",42,0,19,0,123,11,0,"8,299","3,636",194,566,381,"1,500",717,0,42,0,103,0,431,81,468,0,48,0,"4,300",0,0,0,"2,264","1,022",0,0,0,0,0,0,0,0,0,"3,15,429",
