Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"12,734","55,812",0,0,0,0,"2,09,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,78,181"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"33,381",0,0,0,0,"2,09,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,43,016"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"12,734","22,431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,165"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,68,15,385","2,50,93,863","61,79,832","20,33,232","20,15,233","53,32,764","6,29,258",0,"20,93,831","30,07,524","1,75,423","14,213","1,26,497",61,"10,485",0,"5,97,908","4,88,385",0,"24,707","60,554","23,563","1,02,801","30,702","3,21,599","1,28,714","33,683","28,069","22,32,528",0,42,"3,992","39,864","14,140","4,66,806",0,"7,650","7,159","85,784","40,129","2,203","60,449","1,216","12,252","11,983",0,103,"2,202","2,204",8,0,"1,374","75,760","1,818",0,0,"28,562","36,640",0,168,"4,944",79,"25,277","1,566","2,878",0,30,0,0,0,2,0,0,0,0,"7,85,38,098"
4.1. Valores representativos de deuda ..........................................................................................................,"2,05,17,364","2,37,98,740","60,65,223","19,50,925","20,04,064","52,94,393","5,76,189",0,"20,88,353","30,07,524","69,355","12,302","1,26,289",0,0,0,"5,31,348","4,77,999",0,"24,402","39,835","23,265","98,836","30,490","2,87,590","1,26,435","32,762","28,069","22,32,528",0,0,"1,090","38,452","13,922","4,66,505",0,15,0,"77,279","36,423","2,203","26,032",1,0,"7,195",0,0,"2,202","2,204",0,0,0,"27,869",0,0,0,0,0,0,0,"4,680",0,"25,277","1,566",0,0,0,0,0,0,0,0,0,0,0,"7,01,77,195"
4.2. Otros instrumentos de capital ..........................................................................................................,"62,98,021","12,95,123","1,14,608","82,307","11,169","38,371","53,069",0,"5,478",0,"1,06,068","1,911",208,61,"10,485",0,"66,560","10,386",0,305,"20,719",298,"3,965",212,"34,009","2,279",921,0,0,0,42,"2,902","1,412",218,301,0,"7,635","7,159","8,505","3,706",0,"34,417","1,215","12,252","4,788",0,103,0,0,8,0,"1,374","47,891","1,818",0,0,"28,562","36,640",0,168,264,79,0,0,"2,878",0,30,0,0,0,2,0,0,0,0,"83,60,902"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,01,49,760","1,02,87,528","26,48,744","11,55,700","12,87,803","53,06,240","2,81,054",0,"11,57,334",0,"26,036",0,245,0,0,0,"4,13,955","4,26,849",0,283,569,268,"69,424","5,568","2,36,376",0,39,0,"1,32,796",0,0,"1,020",0,0,"1,23,042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,37,13,740"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"16,92,57,848","14,19,08,491","5,48,86,913","4,04,53,799","4,73,58,259","2,65,09,665","1,65,74,506","1,02,15,227","1,29,06,385","85,49,855","97,97,591","1,16,93,926","81,81,368","59,51,350","78,90,663","1,27,35,286","54,94,864","53,17,258","32,17,849","36,57,733","35,53,020","30,75,837","49,31,236","23,19,474","20,23,715","35,57,044","29,15,821","24,91,751","42,80,173","15,02,429","10,58,010","28,91,770","32,30,545","14,98,425","6,51,360","10,83,412","7,96,561","4,24,396","11,44,212","5,07,047","20,90,599","4,29,066","3,72,281","4,63,567","2,75,414","7,05,097","10,99,652","7,76,262","2,70,035","18,32,850",0,"2,00,974","3,80,265","33,934","21,11,060","5,19,660","2,14,134","1,21,457","4,94,969","27,35,174","1,40,368","7,95,559","2,65,541","42,200","48,224","34,565","8,48,518","85,628","32,591",21,"79,215","19,661","16,307","12,390","9,097","66,40,51,409"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,68,82,714","4,08,38,677","1,18,05,117","36,35,934","1,39,73,921","30,21,793","13,57,433","1,02,15,221","15,80,974","94,669","3,19,138","29,18,784","2,49,114","59,51,350","61,22,444","1,00,42,233","10,40,931","5,29,848","28,39,660","35,622","19,66,698","47,214","44,61,339","4,96,732","2,33,051","16,28,287","55,150","10,43,541","2,32,153","13,51,175","9,76,557","21,20,027","28,75,499","27,000","52,798",0,"5,93,585","1,02,720","95,553","2,79,720","8,164","33,080","3,53,508","4,15,801","39,515","23,762",0,163,"1,73,295","18,32,757",0,"96,210","1,65,950","33,536","46,033","2,04,071","1,06,817","1,10,133","3,67,470","1,87,752","1,25,628","2,49,969","6,095","22,837","21,495","20,963",0,"67,062","32,591",0,"77,416","19,642","16,307","11,910","9,097","16,69,73,405"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"19,00,726",0,0,0,"1,00,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,60,008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,60,740"
5.3. Crédito a la clientela ......................................................................................................................................................................,"13,91,32,919","9,63,43,525","4,24,27,853","3,63,06,462","3,28,72,756","2,30,32,710","1,51,20,735",6,"1,11,84,306","84,55,175","93,58,375","86,94,459","78,83,919",0,"17,47,669","26,93,047","44,00,936","47,45,656","1,97,214","35,90,027","15,85,374","30,12,389","2,75,282","18,10,519","17,76,701","18,90,031","28,43,742","13,88,181","40,42,949","1,36,566",694,"7,69,289","78,152","14,64,460","5,98,488","10,83,412","2,01,295","3,19,767","10,38,587","1,95,043","20,80,869","3,95,940","18,771","47,642","2,35,872","6,77,372","10,99,506","7,75,889","96,306",79,0,"1,02,444","2,12,690",0,"20,64,369","3,13,119","1,07,272","11,324","15,804","25,47,028","13,655","5,45,580","2,06,319","15,835","26,610","13,600","8,48,355","14,193",0,0,95,8,0,479,0,"48,51,85,695"
5.4. Valores representativos de deuda ..........................................................................................................,"11,814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,75,916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,"1,87,798"
5.5. Otros activos financieros ......................................................................................................................................................................,"13,29,675","47,26,289","6,53,944","5,11,403","4,11,576","4,55,162","96,338",0,"1,41,105",11,"1,20,078","80,683","48,335",0,"20,550",6,"52,997","41,754","5,059","32,084",948,"16,234","34,607","12,223","13,963","38,726","16,929","60,029","5,071","14,688","80,759","2,454","2,76,894","6,965",74,0,"1,681","1,909","10,072","32,284","1,566",46,2,124,27,"3,931",146,210,434,14,0,"2,320","1,625",398,658,"2,470",45,0,"1,11,695",394,"1,085",10,"53,127","3,492",119,2,163,"4,373",0,21,"1,704",11,0,1,0,"95,43,772"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"1,15,95,580","1,25,87,339",0,"17,04,721","16,56,100",0,"15,77,430",0,"15,62,585",0,"17,88,795","19,59,309","44,132",0,"15,35,552",0,"6,82,247",0,0,878,"18,03,833","9,555",0,"62,111",0,"12,07,209","14,167","7,59,260",0,0,"8,30,727",0,"27,30,608",0,0,0,"2,89,384","39,541","1,21,890","1,50,720",0,0,"25,405",0,0,0,0,0,0,0,0,0,"1,54,796",0,0,0,"78,844",0,35,0,"49,427",0,"3,934",0,0,0,0,0,0,0,0,0,0,0,0,"4,50,26,114"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"34,95,990",0,"47,64,788",0,0,"4,79,422","27,391",0,0,0,"1,492",0,0,0,0,0,"99,754",0,0,0,0,0,0,"2,941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,066",0,0,0,0,0,849,"14,158","6,958",0,639,0,0,0,0,0,0,0,"88,95,448"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"18,09,830",0,"41,93,770",0,0,"4,67,575",0,0,0,0,0,0,0,0,0,0,"11,218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,83,433"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"5,029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,029"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"38,21,663","19,82,889","9,71,719","3,46,252","2,50,029","83,306","37,293",0,"1,689","2,45,786","74,859","1,31,635","70,047",0,444,"4,007","29,081","8,917","21,866","24,073",0,"21,903",0,239,0,"4,729","13,137","1,577",0,0,0,0,0,"19,698",986,0,"8,334",0,0,0,"26,298",0,0,0,0,0,0,19,"10,251",0,0,0,0,0,0,0,239,0,0,"2,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,15,101"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"48,900","36,507","20,246","9,739","28,698","4,225","4,193",0,"2,623",0,"5,562",65,"6,302",0,0,"1,178","2,006",644,0,"5,061",0,"3,798",0,812,394,0,"2,865",27,0,0,0,0,0,540,0,192,0,0,358,372,233,4,0,0,15,0,0,0,0,0,0,2,0,1,0,0,0,0,0,371,0,0,13,0,1,0,288,"5,949",3,0,0,0,0,0,0,"1,92,187"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,"3,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,489",0,0,0,0,0,0,0,"8,390"
11.5. Activo material ...............................................................................................................................................................................,"48,900","36,507","20,246","9,739","28,698","4,225","4,193",0,"2,623",0,"1,661",65,"6,302",0,0,"1,178","2,006",644,0,"5,061",0,"3,798",0,812,394,0,"2,865",27,0,0,0,0,0,540,0,192,0,0,358,372,233,4,0,0,15,0,0,0,0,0,0,2,0,1,0,0,0,0,0,371,0,0,13,0,1,0,288,"1,460",3,0,0,0,0,0,0,"1,83,797"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,30,79,521","3,38,26,464","12,31,133","8,64,798","12,79,301","1,43,083","2,30,219",0,"35,915","2,577","1,01,670","40,806",361,7,"1,15,713","23,72,056","1,21,382","1,21,857",0,270,"13,868",177,"16,864",100,"22,124","41,155",180,"3,850",0,0,0,"1,56,585","3,051",90,"7,385","2,45,081",0,"14,602","4,777","4,754",0,"1,119",0,0,3,0,30,0,"3,996","1,22,014",0,"23,290","8,761","1,48,712",676,"6,311","2,315","1,112","1,11,093","83,271",4,"21,330",0,"4,402","7,121",0,9,0,0,0,0,0,10,0,0,"5,46,47,355"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,90,831","12,97,395","9,310","92,553","5,230",653,"83,788",0,220,762,"50,997",0,0,7,0,"39,693",456,0,0,0,240,0,"5,471",0,24,637,0,0,0,0,0,0,0,0,95,"2,33,870",0,"2,357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,750","3,918",0,0,0,0,0,107,0,"1,762",0,0,0,0,0,0,0,0,0,0,10,0,0,"26,22,136"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,157","17,536","15,040","24,517","8,933","36,421","19,898",0,0,0,"33,612","3,167",361,0,0,0,0,0,0,270,"13,508",177,0,0,0,"10,513",180,0,0,0,0,0,232,90,0,"4,610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"1,93,363"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,22,84,533","3,25,11,533","12,06,782","7,47,728","12,65,138","1,06,009","1,26,533",0,"35,695","1,815","17,061","37,639",0,0,"1,15,713","23,32,363","1,20,926","1,21,857",0,0,120,0,"11,393",100,"22,100","30,005",0,"3,850",0,0,0,"1,56,585","2,819",0,"7,290","6,601",0,"12,245","4,777","4,754",0,"1,119",0,0,3,0,30,0,"3,996","1,22,014",0,"23,290","7,011","1,44,794",676,"6,311","2,315","1,112","1,11,093","83,164",4,"19,568",0,"4,261","7,121",0,9,0,0,0,0,0,0,0,0,"5,18,31,855"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,93,918","30,51,185","16,55,693","2,77,394","1,40,677",0,"52,993",0,"44,148","7,184","9,019",0,"13,248",0,563,"33,419",0,696,0,"10,562","2,191","9,357",0,"17,711",0,0,"7,671",0,0,0,0,0,0,"12,621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,40,250"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,36,304","15,63,429","6,42,553","5,38,403","3,55,404","3,02,032","2,82,114",0,"2,06,683","26,772","1,64,682","46,689","63,426",0,"1,012","4,795","87,597","1,04,256",118,"29,205","18,653","24,547","1,503","27,905","32,986","79,577","20,660","6,631",231,41,261,"9,119","11,509","19,880",737,"2,417","1,712","10,751","26,149","7,769",222,"13,949",16,649,"7,861","4,210","2,506","1,043","4,383",12,0,"2,254",457,107,"4,109","4,989","4,953","1,359","3,190","4,184","3,906",140,"2,443","2,256","1,593",5,285,"28,349",2,"2,520","1,029",7,0,0,0,"68,61,500"
15.1. De uso propio ..................................................................................................................................................................,"20,24,120","15,54,457","6,29,793","5,37,384","3,54,425","3,01,884","2,73,739",0,"2,06,298","11,676","1,56,656","41,135","63,041",0,"1,012","4,795","87,597","1,04,220",118,"29,205","18,653","24,547","1,503","27,905","32,986","75,854","20,560","6,396",231,41,261,"6,249","11,509","19,267",737,"2,417","1,712","10,282","25,291","7,769",222,"11,391",16,649,"6,776","4,084","2,506","1,043","4,383",12,0,"2,254",457,107,"4,109","4,989","4,953","1,359","3,190","4,184","2,495",140,898,"2,256","1,593",5,285,"28,349",2,"2,520","1,029",7,0,0,0,"67,71,988"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"12,184","8,972","12,759","1,019",979,0,"8,375",0,0,"15,096","8,026","5,554",385,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"2,870",0,613,0,0,0,469,858,0,0,"2,558",0,0,"1,085",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,411",0,"1,545",0,0,0,0,0,0,0,0,0,0,0,0,"84,937"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,148,0,0,385,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,"3,723",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,574"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,27,"4,35,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,36,231"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"44,968",642,"34,376","5,309","9,254",336,"5,445",0,"7,618",0,390,0,119,0,0,876,0,"1,004",0,80,"8,960",41,399,"1,037","4,513",97,40,"13,509",45,0,"14,616",0,"1,570",41,0,88,0,234,553,201,0,0,4,0,2,141,113,41,13,0,0,"10,601",0,0,135,0,"5,568",34,"2,828",0,"1,399",61,119,"1,286",0,0,40,0,0,42,"1,108",0,0,0,0,"1,79,896"
