Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0131,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"25,485","46,518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"47,999",0,258,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,20,292"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"25,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,604"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"25,485","21,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"47,999",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,688"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"1,56,23,062","77,01,623","49,67,170","33,08,503","31,57,224","54,40,524","10,63,855","17,72,411","2,52,240","48,941","93,946","27,85,343","5,84,502","1,74,960","5,16,951",0,61,"35,787","13,458",0,"13,492","4,49,709","20,38,860","89,895","19,143","62,217","1,61,859",0,"9,224","5,478",346236,"5,296","8,208","2,74,889",0,"2,012","1,04,577","1,998","63,712","7,266","1,357","18,970","65,548",32,"18,312",244,"7,861","2,012","1,292",32,"1,38,025",0,0,"2,512",8,"5,310","1,10,702",152,"52,140",0,7,2,"2,560",0,30,"3,029",0,0,0,0,0,0,"5,16,34,769"
4.1. Valores representativos de deuda ..........................................................................................................,"82,54,969","58,44,487","48,36,218","31,75,367","30,94,648","53,72,231","6,55,724","17,69,960","73,929","48,438","93,825","27,85,343","2,08,892","1,11,220","4,26,493",0,0,0,"13,301",0,"13,088","4,12,679","20,38,860","82,677","18,032","58,001","45,859",0,"8,989",0,344483,16,"8,084","2,74,568",0,"2,012","93,647","1,997","29,474",3,0,"18,826","58,059",0,"18,297",0,"2,314","2,012",0,0,"22,200",0,0,0,0,"5,310",0,0,0,0,0,0,0,0,0,"3,029",0,0,0,0,0,0,"4,03,27,561"
4.2. Otros instrumentos de capital ..........................................................................................................,"73,68,093","18,57,136","1,30,952","1,33,136","62,576","68,293","4,08,131","2,451","1,78,311",503,121,0,"3,75,610","63,740","90,458",0,61,"35,787",157,0,404,"37,030",0,"7,218","1,111","4,216","1,16,000",0,235,"5,478",1753,"5,280",124,321,0,0,"10,930",1,"34,238","7,263","1,357",144,"7,489",32,15,244,"5,547",0,"1,292",32,"1,15,825",0,0,"2,512",8,0,"1,10,702",152,"52,140",0,7,2,"2,560",0,30,0,0,0,0,0,0,0,"1,13,07,208"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"45,86,137","16,11,463","22,33,014","11,28,186","31,240","44,05,627","6,00,000","3,86,103","21,548",0,50,"18,747","9,459","96,728","3,05,318",0,0,0,104,0,257,"1,76,713","44,408","56,054",26,0,460,0,"8,989",0,0,145,0,"2,02,276",0,0,0,0,0,0,0,0,"32,285",0,0,0,0,0,0,0,"3,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,59,58,388"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"22,34,94,543","19,14,15,226","8,23,60,591","6,14,86,213","6,00,00,322","3,72,81,007","2,23,34,977","2,27,19,961","1,54,68,801","1,44,27,625","1,04,82,159","84,01,918","1,42,42,360","76,18,099","76,99,972","50,52,357","69,87,193","72,90,578","46,15,585","39,23,873","38,79,783","29,22,496","55,59,674","68,39,163","35,25,506","28,00,744","48,81,274","21,36,389","38,24,507","32,05,556",2948293,"20,30,235","17,75,935","11,46,453","8,31,024","24,16,386","13,82,850","7,13,518","5,83,741","7,47,484","8,60,604","5,69,447","4,12,405","4,56,603","2,45,018","17,64,586","3,90,287","10,63,149","3,79,273","10,93,935","4,18,076","11,74,280","6,202","2,61,628","31,40,448","3,58,575","38,529","36,89,857","1,28,615","1,03,646","43,743","1,52,704","53,498","37,706","11,24,396","79,622","32,733","23,575","20,133","16,605","12,624","9,110","87,96,15,983"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"3,29,74,139","4,01,64,745","2,04,85,357","66,25,657","1,52,39,066","45,39,153","17,19,794","16,46,112","4,22,784","1,05,63,471","1,93,460","32,277","36,45,725","7,38,769","9,74,328","50,52,357","69,87,193","49,29,017","1,83,464","34,41,204","80,773","1,97,303","75,337","63,43,416","55,853","19,41,330","13,42,731","19,657","5,97,686","19,64,070",687260,"7,81,509","33,658","2,15,440","7,68,887","10,683","1,06,872","5,09,124","88,938","1,14,103","4,25,124","3,69,027","1,16,249","4,37,332","2,14,957","15,006","73,781",161,"3,59,597","48,378","1,52,997","4,83,317",0,"1,07,434","31,40,345","5,434","38,529","2,56,083","1,19,090","97,768","43,743","1,32,576","27,085","23,146","2,264","41,056","32,733","1,618","20,117","16,605","7,586","9,110","18,33,10,950"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"2,00,019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,00,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,00,037"
5.3. Crédito a la clientela ......................................................................................................................................................................,"18,75,18,746","14,35,27,942","6,13,01,257","5,36,75,492","4,43,45,346","3,22,99,159","2,04,87,875","2,09,45,207","1,48,39,915","38,11,332","1,02,71,510","83,69,626","1,05,09,027","68,39,031","66,50,318",0,0,"23,59,844","44,09,380","1,98,223","37,80,720","27,03,410","54,78,038","2,55,860","34,50,605","1,58,366","35,22,116","21,16,531","32,18,644","11,79,009",2236822,"12,37,977","17,36,591","9,30,832","13,553","24,03,877","12,65,146","2,01,485","4,94,149","6,32,897","1,32,836","1,77,286","2,93,634",443,"21,480","17,49,327","3,15,301","10,62,918","19,675","10,39,504","2,62,757","6,79,516",0,"1,53,582",99,"3,50,763",0,"34,33,190","9,417","5,338",0,101,"25,512","14,558","11,21,912","29,848",0,33,1,0,"5,037",0,"68,02,79,926"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,"2,81,874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,36,0,0,"8,672",0,"21,924",0,0,0,0,"3,12,565"
5.5. Otros activos financieros ......................................................................................................................................................................,"30,01,658","75,22,520","5,73,977","11,85,064","4,15,910","4,42,695","1,27,308","1,28,642","2,06,102","52,775","17,189",15,"87,608","40,299","75,326",0,0,"1,717","22,741","2,572","18,290","21,783","6,299","39,869","19,048","7,01,048","16,427",201,"8,177","62,477",24211,"10,749","5,686",181,"48,584","1,826","10,832","2,909",654,484,"3,02,644","23,134","2,522","18,828","8,581",253,"1,205",70,1,"6,053","2,322","11,447","6,202",612,4,"2,378",0,584,96,540,0,"20,027",865,2,220,47,0,0,15,0,1,0,"1,53,12,506"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"29,95,172","1,37,80,474",0,"21,98,908","1,21,81,717",0,"25,71,681","20,85,860","33,54,047","12,00,000","5,97,709",0,"22,43,428",0,"6,81,721",0,0,"17,87,321","3,52,283",0,"2,42,483",0,0,0,"2,37,056","17,19,166","9,93,113",0,"20,392",0,2137753,"2,66,707","1,13,364",0,0,0,"1,19,222",0,0,"17,440","2,28,558","1,24,267","2,215","3,46,103","38,685",0,900,0,"26,501",0,"1,42,428",0,0,0,0,"2,04,187",0,0,"1,03,140",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,31,14,001"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"57,07,825",0,"46,23,440",0,419,0,"19,232",0,603,0,0,0,0,0,"76,293",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,"6,835",0,0,0,0,0,0,0,0,"1,04,35,280"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"9,44,990",0,"40,42,120",0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,"49,88,140"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-6,507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,507"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"15,76,760","11,64,377","3,45,146","2,93,903","1,28,449","77,338","10,389","67,110","9,694","80,714","10,719","1,61,419","14,577","23,851","6,140",0,0,46,"5,583","4,293","3,648","10,473","5,45,009",0,"2,592",0,0,0,"2,152",0,0,"23,825","2,138",0,0,"2,307",0,"17,761",123,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,"7,222",0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,99,225"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"29,241","34,212","19,459","22,552","35,682","4,118","3,279","2,562","2,493","1,789","13,509",0,0,819,"1,777",0,0,0,"5,678",0,"5,074","1,133",0,0,"3,023","2,172",0,237,512,0,0,0,953,3,0,233,460,0,33,0,0,414,21,0,0,22,15,0,0,94,957,0,0,0,0,28,1,485,0,"4,367",0,0,0,0,316,0,3,0,0,0,0,0,"1,97,726"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,300",0,0,0,0,0,0,0,0,0,0,0,0,"6,472"
11.5. Activo material ...............................................................................................................................................................................,"29,241","34,212","19,459","22,552","35,682","4,118","3,279","2,562","2,493","1,789","13,509",0,0,819,"1,777",0,0,0,"5,678",0,"5,074","1,133",0,0,"3,023",0,0,237,512,0,0,0,953,3,0,233,460,0,33,0,0,414,21,0,0,22,15,0,0,94,957,0,0,0,0,28,1,485,0,67,0,0,0,0,316,0,3,0,0,0,0,0,"1,91,254"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,45,27,028","3,94,02,869","9,21,938","9,71,164","13,07,886","1,35,508","1,04,113","40,818","1,42,238","31,20,962",361,"1,719","41,055","1,68,412","1,42,446",0,7,"1,15,718",270,0,177,"25,185",0,"19,216",180,997,"13,929","3,44,397",103,"1,51,102",6300,0,90,"7,385",0,0,"7,786","4,126","1,119","47,316","1,07,433","29,403","14,537",0,1,30,6,0,0,0,"10,055","9,704",676,"23,290","1,74,452",0,"1,45,119","94,625","1,112",0,"28,168",0,"5,284",0,9,0,0,0,0,10,0,0,"6,24,17,834"
12.1. Entidades asociadas ......................................................................................................................................................................,"43,646","32,59,987","9,105","1,25,102","3,211",653,"1,133",0,"42,250","5,395",0,182,0,0,"1,959",0,7,0,0,0,0,"3,024",0,"7,767",0,0,240,"3,22,370",0,0,0,0,0,95,0,0,0,0,0,0,40,"25,000","2,292",0,0,0,0,0,0,0,"1,423",0,0,0,0,0,325,107,0,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,"38,57,085"
12.2. Entidades multigrupo ......................................................................................................................................................................,"4,065","3,99,961","82,327","26,110","8,225","36,225","2,398",0,"33,987","6,912",361,0,"2,411",0,0,0,0,0,270,0,177,0,0,0,180,95,"13,508","14,860",0,0,0,0,90,0,0,0,0,0,0,"45,000",0,0,0,0,0,0,0,0,0,0,"7,621",0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,"6,84,984"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,44,79,317","3,57,42,921","8,30,506","8,19,952","12,96,450","98,630","1,00,582","40,818","66,001","31,08,655",0,"1,537","38,644","1,68,412","1,40,487",0,0,"1,15,718",0,0,0,"22,161",0,"11,449",0,902,181,"7,167",103,"1,51,102",6300,0,0,"7,290",0,0,"7,786","4,126","1,119","2,316","1,07,393","4,403","12,245",0,1,30,6,0,0,0,"1,011","9,704",676,"23,290","1,74,452",0,"1,44,794","94,518","1,112",0,"26,406",0,"5,083",0,9,0,0,0,0,0,0,0,"5,78,75,765"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,14,052","30,69,204","15,02,353","2,86,977","1,01,018",0,"42,245","89,878","9,435","29,770","9,284","6,343",0,"1,675",0,0,0,563,"7,845",0,"7,220",0,10,0,"5,726",0,"1,942",0,"29,784",0,5819,0,"9,554",0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,31,324"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,96,810","14,92,188","8,88,735","7,00,486","3,51,445","3,28,429","2,95,360","1,79,109","2,04,655","1,103","59,659","25,572","49,406","1,11,758","88,594",0,0,613,"27,098",37,"24,434","30,330",207,"1,322","19,490","10,628","27,275","3,350","26,312","9,676",9881,"34,321","18,447",647,4,166,"25,183","3,825","14,935","5,799","7,991","7,029","9,113",335,"4,179","3,271","9,704",830,12,"4,125",380,"4,449","3,535","1,197",10,"2,861",100,"4,201","1,329","29,110",12,"2,480",997,4,315,"2,589",2,0,4,0,0,0,"72,67,453"
15.1. De uso propio ..................................................................................................................................................................,"20,85,920","14,89,089","8,70,410","6,99,764","3,46,321","3,10,190","2,87,184","1,77,872","1,95,320","1,103","58,107","10,925","43,476","1,11,723","88,594",0,0,613,"26,818",37,"23,879","30,330",207,"1,322","19,313","10,628","27,275","3,350","26,312","9,676",9881,"34,321","16,598",647,4,166,"24,363","3,825","12,805","5,799","7,991","7,029","9,026",335,"2,797","3,271","8,629",830,12,"4,125",380,"4,449","3,535","1,197",10,"2,861",100,"4,201","1,329","10,761",12,"2,480",997,4,315,"2,589",2,0,4,0,0,0,"71,43,438"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,890","3,099","18,325",722,"5,124",0,"8,176","1,237","9,335",0,"1,552","14,647","5,930",0,0,0,0,0,280,0,555,0,0,0,177,0,0,0,0,0,0,0,"1,849",0,0,0,820,0,"2,052",0,0,0,87,0,"1,382",0,"1,075",0,0,0,0,0,0,0,0,0,0,0,0,"18,349",0,0,0,0,0,0,0,0,0,0,0,0,"1,05,663"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"18,239",0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,352"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,36,"4,52,770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,52,806"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"66,232",436,"30,904","4,49,150","15,732","3,739","9,110","7,911",874,"15,424",137,0,0,898,0,0,0,0,91,0,45,"7,867",0,649,45,308,"6,615",440,"6,717","21,046",7207,"1,02,488",46,0,0,0,158,12,0,"8,364","3,642",177,523,"5,166","1,159",555,1,46,0,112,0,429,"11,052","10,306",0,53,0,"4,305",0,0,0,"2,004","1,053",0,0,0,0,0,0,0,0,0,"8,03,228"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,"4,13,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,0,0,0,0,0,0,0,0,"4,719",0,0,0,0,0,0,0,0,"10,981","10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,99,554"
