Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"20,446","37,267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,713"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"15,944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,944"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"20,446","21,323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,769"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"3,02,61,886","1,32,03,123","71,57,450","33,36,913","24,07,019","48,11,698","4,29,422","13,47,216","1,70,145",0,195,"29,64,380","5,89,787","1,18,142",61,"4,23,637","10,405","5,16,424",0,"19,491","18,61,875","97,932","19,255","5,55,729","39,906","95,803","41,406","27,740",0,"1,24,537","35,962","5,055","5,62,369","11,813",0,36,"1,26,381","5,147","61,741","2,060","73,418","29,494","18,237","1,236",32,"10,718",103,"82,018","2,065","2,349","27,838",0,8,"1,296","14,145",0,"1,966","5,452",168,"45,978",79,129,0,30,2,"4,186",0,0,0,0,0,0,0,"7,17,63,088"
4.1. Valores representativos de deuda ..........................................................................................................,"2,18,66,134","1,27,76,754","70,28,615","32,95,613","22,96,459","47,55,958","3,74,581","13,42,331","63,912",0,0,"29,64,380","2,09,779","1,17,827",0,"4,02,917",0,"4,60,246",0,"19,148","18,61,875","22,143","18,665","4,77,455","39,677","91,173","39,994","26,573",0,"1,22,474","34,626",0,"5,62,058","11,503",0,0,"1,11,973",16,"26,721","2,060","66,415","26,468",0,1,0,"5,735",0,"24,822","2,065","2,049","26,783",0,0,0,"14,145",0,0,"4,611",0,0,0,129,0,0,0,"4,186",0,0,0,0,0,0,0,"6,16,01,049"
4.2. Otros instrumentos de capital ..........................................................................................................,"83,95,752","4,26,369","1,28,835","41,300","1,10,560","55,740","54,841","4,885","1,06,233",0,195,0,"3,80,008",315,61,"20,720","10,405","56,178",0,343,0,"75,789",590,"78,274",229,"4,630","1,412","1,167",0,"2,063","1,336","5,055",311,310,0,36,"14,408","5,131","35,020",0,"7,003","3,026","18,237","1,235",32,"4,983",103,"57,196",0,300,"1,055",0,8,"1,296",0,0,"1,966",841,168,"45,978",79,0,0,30,2,0,0,0,0,0,0,0,0,"1,01,62,039"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,19,70,485","70,63,744","24,45,660","13,17,585","11,47,414","37,34,234","3,15,752","5,17,170","23,127",0,0,0,"9,040",6,0,"3,75,163",0,"4,64,203",0,408,"1,28,353",610,133,"2,87,358","39,677",375,0,0,0,0,0,0,"46,181",0,0,0,0,0,0,0,"37,894",0,0,0,0,0,0,"3,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,99,27,665"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"18,76,02,120","17,65,13,508","7,33,74,576","5,51,38,769","4,99,71,615","3,27,77,367","1,87,78,989","1,90,05,687","1,23,58,024","89,49,628","1,33,43,484","85,68,402","1,28,32,661","96,97,757","69,48,326","63,71,682","71,07,319","64,25,685","34,70,020","42,55,954","46,48,618","43,67,020","35,78,061","24,37,189","28,41,041","51,43,196","27,01,329","32,06,681","16,10,091","34,87,174","25,00,242","31,15,246","7,48,388","16,74,886","9,67,990","8,61,614","12,78,232","9,61,697","5,07,458","23,90,794","3,68,143","5,05,509","5,64,324","3,92,996","9,26,760","3,23,117","15,31,677","4,70,001","9,75,826","3,90,907","4,58,711","23,81,288","24,25,867","2,96,960","2,77,330","9,38,248","45,150","1,58,965","31,13,021","1,10,085","10,52,974","55,608","36,427","9,88,548","1,61,144","44,862","32,661","25,071","19,859","16,484","71,506","12,365","9,108","78,17,00,022"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,14,65,260","5,33,03,739","2,25,30,611","1,58,13,944","45,88,602","39,73,589","15,97,844","17,89,070","4,45,382","89,49,628","97,55,146","4,43,673","32,52,998","2,53,321","69,48,326","4,63,161","51,61,588","8,51,900","30,78,171","54,334","88,584","18,31,434","1,00,422","1,44,009","5,04,734","47,46,325","23,61,455","61,512","25,097","14,01,458","8,16,606","21,36,308","9,400","53,613","9,59,995","8,31,140","1,08,724","5,32,838","71,546",0,"90,947","2,86,969","1,00,219","3,73,051","48,585","37,885","29,438","2,43,116",143,"2,07,530","2,95,328","30,145","24,25,774","1,74,932","6,936","3,24,327","45,123","1,41,001","2,20,791","99,162","3,71,835","31,102","22,123","1,398","1,42,970","31,086","32,661","3,177","19,844","16,484","63,074","7,347","9,108","18,74,39,098"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,"3,00,021",0,"5,25,036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,00,007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,25,064"
5.3. Crédito a la clientela ......................................................................................................................................................................,"16,35,81,477","11,74,05,689","5,03,24,977","3,84,40,486","4,43,77,091","2,85,56,631","1,70,76,996","1,71,10,552","1,17,89,704",0,"33,05,638","81,24,719","95,10,571","94,00,185",0,"58,72,465","19,42,477","55,21,401","2,01,408","41,85,337","45,55,158","25,30,848","34,61,491","22,65,233","23,26,647","2,72,005","1,29,499","31,32,589","15,84,994","19,97,276","16,66,167","9,76,303","7,38,525","16,12,880","4,081",720,"11,59,940","4,20,962","4,35,641","23,90,133","2,74,700","1,92,656","4,63,880","19,944","8,74,033","2,84,387","15,02,031","2,24,869","9,75,514","1,82,721","53,098","23,45,900",79,"1,19,847","2,68,682","6,07,553",0,"17,122","28,91,787","10,703","6,81,131","24,140","14,302","9,86,986",107,"13,748",0,47,4,0,"7,481","5,017",0,"58,14,31,365"
5.4. Valores representativos de deuda ..........................................................................................................,"1,319",0,0,0,0,0,0,0,0,0,"2,82,691",0,0,0,0,0,0,0,"1,88,975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,36,0,0,0,0,0,"21,847",0,0,0,0,0,"4,94,998"
5.5. Otros activos financieros ......................................................................................................................................................................,"25,54,064","55,04,059","5,18,988","3,59,303","10,05,922","2,47,147","1,04,149","1,06,065","1,22,938",0,9,10,"69,092","44,251",0,"36,056","3,254","52,384","1,466","16,283","4,876","4,738","16,148","27,947","9,660","24,859","2,10,375","12,580",0,"88,440","17,469","2,635",463,"8,393","3,914","29,754","9,568","7,897",271,661,"2,496","25,884",225,1,"4,142",845,208,"2,016",169,656,"1,10,285","5,243",14,"2,181","1,712","6,368",27,842,443,90,8,330,2,164,"18,067",27,0,0,11,0,951,1,0,"1,14,09,496"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"25,79,853","1,86,63,333",0,"36,44,962","17,41,095",0,"14,72,774","15,75,247","26,94,209",0,"12,00,000",0,"18,03,951","18,576",0,0,"15,83,914","6,39,080",0,574,0,"16,54,283","13,629",0,"8,833",0,"13,51,473","13,161",0,"11,49,317","15,73,082",0,0,0,0,"7,02,692","1,39,651","1,64,452",0,0,"8,110","1,24,863","80,252","26,500",0,0,0,"2,32,583",0,0,"1,62,059",0,0,0,"1,52,742",0,0,"39,589",0,"91,992",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,53,06,831"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"60,38,132",0,"58,66,473",435,0,0,"19,358",0,605,0,0,0,0,0,0,0,0,"82,496",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,961",0,0,0,0,0,0,0,632,0,0,"1,20,15,117"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"40,88,142",0,"54,03,418",0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,"94,92,811"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-5,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,334"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"17,14,938","9,48,899","2,61,053","1,65,432","1,46,819","75,453","17,116","10,031","17,868",0,"27,442","1,32,284","18,711","10,615",0,"17,890",49,"2,406","3,542","5,137","17,765",0,"3,608","8,300",222,8,0,"2,089",0,"4,602","2,460",0,547,"3,041",0,0,0,"10,459",0,"3,040",0,0,0,0,349,0,0,0,4,"10,913",0,0,"4,754",0,0,0,0,0,"1,877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,49,723"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"33,568","39,530","14,890","31,978","10,001","4,288","2,808","2,215",839,0,"1,660",0,65,"7,348",0,698,0,"1,355",0,"5,750",0,0,"4,557",566,445,0,0,"3,067",370,"10,830",661,0,2,716,0,0,138,0,32,233,21,372,0,0,79,15,0,0,1,0,0,0,0,18,13,0,1,0,342,0,0,60,0,331,0,0,3,0,0,0,"5,511",0,0,"1,85,377"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,"4,237",0,0,"15,127"
11.5. Activo material ...............................................................................................................................................................................,"33,568","39,530","14,890","31,978","10,001","4,288","2,808","2,215",839,0,"1,660",0,65,"7,348",0,698,0,"1,355",0,"5,750",0,0,"4,557",566,445,0,0,"3,067",370,0,661,0,2,716,0,0,138,0,32,233,21,372,0,0,79,15,0,0,1,0,0,0,0,18,13,0,1,0,342,0,0,0,0,331,0,0,3,0,0,0,"1,274",0,0,"1,70,250"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,23,82,636","3,64,87,377","12,29,142","13,15,800","8,63,090","1,37,065","1,79,016","33,892","1,13,505",0,"28,84,539","2,341","47,537",361,7,"1,58,003","1,15,716","1,30,551",0,270,0,"13,929",177,"22,124",99,"18,164","3,013",180,"3,38,731","41,216","4,250","1,51,102","7,385",90,0,0,"4,854",0,"1,119",0,"14,559","4,403","2,316",0,0,3,30,"7,898",0,"3,126","1,09,796",676,"1,55,123","23,290",0,"9,704","1,48,712",1,"83,372","1,112","21,838","4,326",0,9,0,0,0,0,0,10,0,0,0,"5,72,77,585"
12.1. Entidades asociadas ......................................................................................................................................................................,"18,690","28,06,252","8,938","3,211","1,14,404",656,"83,788",0,"61,400",0,"5,395",647,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",623,0,0,95,0,0,0,0,0,0,0,"2,314",0,0,0,0,0,0,"1,604",0,0,0,0,0,0,0,0,"3,918",0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"34,43,626"
12.2. Entidades multigrupo ......................................................................................................................................................................,"6,295",0,"15,040","9,008","19,343","36,225","9,498",0,"33,612",0,"41,210",0,"2,411",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,151,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,283",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,"2,12,236"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,23,57,651","3,36,81,125","12,05,164","13,03,581","7,29,343","1,00,184","85,730","33,892","18,493",0,"28,37,934","1,694","45,126",0,0,"1,58,003","1,15,716","1,30,095",0,0,0,181,0,"22,100",99,"11,449","2,862",0,"7,501","30,080","4,250","1,51,102","7,290",0,0,0,"4,854",0,"1,119",0,"12,245","4,403","2,316",0,0,3,30,"1,011",0,"3,126","1,09,796",676,"1,55,123","23,290",0,"9,704","1,44,794",1,"83,265","1,112","20,076","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,36,21,723"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,84,427","30,33,138","14,95,996","1,22,829","2,60,623",0,"48,969","42,835","9,096",0,"30,576","6,762",0,"11,412",0,"1,595",573,0,0,"9,276",13,"2,124","8,431",0,"23,009",0,0,"6,892",0,0,"5,712",0,0,"11,199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,15,487"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,70,722","15,17,766","7,14,555","3,45,505","5,63,719","3,12,882","2,85,553","2,08,316","1,87,725",0,"13,613","26,099","45,012","63,181",0,"1,07,110",837,"88,950",56,"28,937",209,"21,226","25,856","33,742","30,156","1,383","10,653","20,791","3,078","78,245","6,144","9,657",653,"19,993",12,323,"25,817","1,622","13,549",197,"9,783","7,142","5,603",11,"3,991","9,262","2,657",406,922,"3,763","1,524","4,083",11,"1,499","2,637","4,678",103,"4,071","3,938","1,342",114,978,1,293,"1,137","2,527",2,0,5,0,"28,115",0,0,"69,84,442"
15.1. De uso propio ..................................................................................................................................................................,"20,59,931","15,14,618","6,97,264","3,42,802","5,62,869","3,10,050","2,77,291","2,07,042","1,76,465",0,"13,613","11,250","39,512","62,222",0,"1,07,075",837,"88,950",56,"28,770",209,"21,226","25,750","33,735","30,156","1,383","10,653","20,611","3,078","74,864","5,909","9,657",653,"17,825",12,323,"24,980","1,622","11,151",197,"9,696","7,142","5,603",11,"3,945","8,182","2,657",406,922,"3,763","1,524","4,083",11,"1,499","2,637","4,678",103,"2,675","3,938","1,342",114,978,1,293,"1,137","2,527",2,0,5,0,"9,711",0,0,"68,74,196"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,791","3,148","17,291","2,703",850,0,"8,262","1,274","11,260",0,0,"14,849","5,500",959,0,0,0,0,0,167,0,0,106,0,0,0,0,180,0,0,0,0,0,"2,168",0,0,837,0,"2,104",0,87,0,0,0,0,"1,080",0,0,0,0,0,0,0,0,0,0,0,"1,396",0,0,0,0,0,0,0,0,0,0,0,0,"18,404",0,0,"1,03,416"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"2,832",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,7,0,0,0,0,0,"3,381",235,0,0,0,0,0,0,0,294,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,830"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,0,"4,41,019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,41,019"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"54,672",447,"30,458","8,583","3,812",178,"6,937","5,748",359,0,"3,462",0,0,172,0,764,0,0,0,115,64,"7,164",57,"5,787","2,069",463,765,57,240,89,"10,605","8,664",0,58,0,"17,007",300,545,0,0,163,142,"4,708",0,105,1,226,0,58,18,"3,034",104,0,"10,455",92,348,0,"1,458","1,547",0,27,"1,255",0,7,"1,193",25,0,0,0,0,0,0,0,"1,94,607"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
