Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"20,097","36,970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,082"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"15,819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,819"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"20,097","21,151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,263"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"2,85,22,262","72,64,275","73,60,140","33,31,388","24,04,261","40,59,807","7,08,015","13,75,646","1,84,955",0,231,"30,71,500","5,88,244","95,159",61,"4,07,903","10,405","5,13,251",0,"18,646","19,67,942","1,07,247","18,804","5,27,667","21,661","88,193","46,025","27,396",0,"1,21,702","35,916","5,055","5,62,031","11,451",0,32,"1,24,732","5,138","59,800","2,049","75,663","29,218","16,497","1,293",32,"10,799",103,"83,011","2,054","2,037","1,055",0,8,"1,296","14,459",0,"61,358","5,900",152,"45,516",79,129,0,30,2,"4,097",0,0,0,0,0,0,0,"6,40,03,778"
4.1. Valores representativos de deuda ..........................................................................................................,"2,12,45,427","68,46,258","72,29,797","32,88,381","22,86,024","40,04,178","3,71,134","13,70,987","64,376",0,0,"30,71,500","2,08,236","94,844",0,"3,67,178",0,"4,57,779",0,"18,303","19,67,942","31,686","18,214","4,91,230","21,432","81,992","44,613","26,229",0,"1,19,649","34,560",0,"5,61,720","11,141",0,0,"1,10,348",16,"26,080","2,049","68,667","26,172",0,1,0,"5,781",0,"24,669","2,054","2,037",0,0,0,0,"14,459",0,0,"5,060",0,0,0,129,0,0,0,"4,097",0,0,0,0,0,0,0,"5,46,26,429"
4.2. Otros instrumentos de capital ..........................................................................................................,"72,76,835","4,18,017","1,30,343","43,007","1,18,237","55,629","3,36,881","4,659","1,20,579",0,231,0,"3,80,008",315,61,"40,725","10,405","55,472",0,343,0,"75,561",590,"36,437",229,"6,201","1,412","1,167",0,"2,053","1,356","5,055",311,310,0,32,"14,384","5,122","33,720",0,"6,996","3,046","16,497","1,292",32,"5,018",103,"58,342",0,0,"1,055",0,8,"1,296",0,0,"61,358",840,152,"45,516",79,0,0,30,2,0,0,0,0,0,0,0,0,"93,77,349"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,09,99,526","12,71,410","28,51,448","5,03,832","7,53,241","27,29,051","3,14,189","2,36,989","20,392",0,0,"94,913","9,767",9,0,"3,22,467",0,"4,58,123",0,35,"1,28,345",309,65,"3,11,964","21,432","57,896",0,0,0,0,0,0,"1,65,018",0,0,0,0,23,0,0,"41,468",0,0,0,0,0,0,"3,032",0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,12,95,142"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"19,68,02,678","16,91,77,548","7,47,45,222","5,47,73,013","5,18,27,263","3,40,34,518","1,98,27,568","1,94,92,797","1,26,04,639","89,67,104","1,41,47,733","83,97,980","1,31,09,685","99,76,651","67,43,313","68,00,045","64,25,007","66,28,288","36,24,085","42,83,302","48,75,557","39,74,596","35,76,358","26,66,710","29,90,100","54,40,007","22,19,984","32,53,832","16,68,310","35,19,571","28,32,103","33,65,251","8,27,861","17,04,074","9,19,891","10,10,230","12,94,635","9,70,122","5,32,003","22,97,096","3,56,902","4,97,686","5,81,569","3,95,223","9,42,383","3,25,793","15,66,906","5,04,896","9,92,158","4,24,210","9,74,652","24,55,795","24,79,113","2,92,735","2,89,372","12,19,013","1,09,817","1,53,080","31,48,661","1,00,210","10,82,327","54,882","36,547","9,99,051","1,20,592","63,709","32,736","25,092","19,891","16,521","72,442","12,391","9,110","79,26,82,195"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,53,26,070","4,35,93,587","2,08,42,066","1,55,05,189","47,20,422","47,93,788","21,39,694","15,54,798","4,49,578","89,67,104","1,03,91,724","35,569","33,34,813","3,43,270","67,43,266","8,07,933","45,25,160","8,46,798","31,68,656","33,741","91,856","12,85,900","58,074","2,75,784","5,64,647","51,15,636","16,74,463","71,498","20,990","12,61,673","11,16,350","23,36,171","70,084","70,323","9,13,899","9,68,683","1,08,579","5,19,656","91,587",4,"90,215","2,76,675","96,458","3,74,797","28,440","33,768","28,247","2,59,032",133,"2,16,749","4,00,944","85,560","24,79,006","1,54,591","8,509","4,93,863","1,09,233","1,36,867","2,25,745","89,255","3,80,433","30,295","22,385",450,"1,09,876","47,252","32,736","3,205","19,876","16,521","63,992","7,361","9,110","18,10,70,662"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3. Crédito a la clientela ......................................................................................................................................................................,"16,81,82,590","12,00,18,484","5,31,97,784","3,89,05,493","4,63,53,504","2,89,20,354","1,75,12,093","1,77,85,660","1,19,94,700",0,"34,75,267","83,62,401","96,91,270","95,80,665",0,"59,48,824","18,96,467","57,05,772","1,99,705","42,24,560","47,76,797","26,79,364","34,96,264","23,65,388","24,12,392","2,85,127","1,48,953","31,56,352","16,47,117","21,82,784","16,98,353","10,27,409","7,57,659","16,26,778","5,985",706,"11,77,756","4,48,561","4,40,057","22,96,497","2,64,813","1,87,744","4,84,335","20,425","9,08,385","2,91,232","15,38,436","2,43,838","9,91,939","2,01,513","67,128","23,65,146",103,"1,34,132","2,79,029","7,22,104",0,"15,597","29,22,247","10,739","7,01,886","23,866","14,160","9,98,381",108,"16,430",0,46,4,0,"7,465","5,029",0,"59,80,02,152"
5.4. Valores representativos de deuda ..........................................................................................................,"1,319",0,0,0,0,0,0,0,0,0,"2,80,733",0,0,0,0,0,0,0,"2,50,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,36,0,0,0,0,0,"21,841",0,0,0,0,0,"5,54,604"
5.5. Otros activos financieros ......................................................................................................................................................................,"32,92,699","55,65,477","7,05,372","3,62,331","7,53,337","3,20,376","1,75,781","1,52,339","1,60,361",0,9,10,"83,602","52,716",47,"43,288","3,380","75,718","5,179","25,001","6,904","9,332","22,020","25,538","13,061","39,244","3,96,568","25,982",203,"75,114","17,400","1,671",118,"6,973",7,"40,841","8,300","1,905",359,595,"1,874","33,267",776,1,"5,558",793,223,"2,026",86,"5,948","5,06,580","5,089",4,"4,012","1,834","3,046",584,616,669,86,8,685,2,220,"10,608",27,0,0,11,0,985,1,0,"1,30,54,777"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"25,78,518","93,48,999",0,"29,98,900","13,60,572",0,"14,67,726","18,50,587","26,59,673",0,"12,00,000",0,"18,64,495","38,257",0,0,"15,00,964","6,55,544",0,595,0,"11,19,754","13,357",0,"10,086",0,"14,75,999","16,021",0,"11,51,940","16,08,098",0,0,0,0,"8,07,146","1,21,290","1,30,727",0,0,"4,643","1,29,667","72,270","26,500",0,0,0,"2,22,550",0,0,"2,90,925",0,0,0,"1,53,547",0,0,"40,466",0,"83,302",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,50,03,118"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"60,44,393",0,"63,31,577",436,0,0,"19,479",0,604,0,0,0,0,0,0,0,0,"82,605",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,976",0,0,0,0,0,0,0,634,0,0,"1,24,86,729"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"38,34,728",0,"58,88,911",0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,"97,24,855"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-7,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,312"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"17,59,929","10,21,289","2,74,699","1,69,985","1,49,698","75,377","18,199","11,170","5,699",0,"23,444","1,08,259","13,527","1,792",0,"9,816",46,988,"5,135",769,"31,227",0,669,"8,300",205,8,0,364,0,"4,527",670,0,634,521,0,0,0,"11,858",0,613,0,0,0,0,340,0,0,0,0,"9,440",0,0,"6,621",0,0,0,0,0,"3,331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,29,149"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"33,497","33,398","18,406","32,202","63,589","5,287","2,483","2,168","2,384",0,"1,660",0,65,"7,981",0,655,0,"1,376",0,"5,547",0,0,"4,574",567,510,0,0,"3,270",308,"10,850",897,0,3,717,0,0,138,0,19,233,21,372,0,0,79,15,66,0,0,0,0,0,0,2,13,0,1,0,319,0,0,60,0,331,0,0,3,0,0,0,"4,355",0,0,"2,38,421"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,"53,791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,"4,289",0,0,"68,990"
11.5. Activo material ...............................................................................................................................................................................,"33,497","33,398","18,406","32,202","9,798","5,287","2,483","2,168","2,384",0,"1,660",0,65,"7,981",0,655,0,"1,376",0,"5,547",0,0,"4,574",567,510,0,0,"3,270",308,0,897,0,3,717,0,0,138,0,19,233,21,372,0,0,79,15,66,0,0,0,0,0,0,2,13,0,1,0,319,0,0,0,0,331,0,0,3,0,0,0,66,0,0,"1,69,431"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,23,97,629","3,69,65,030","12,60,794","13,15,800","8,09,299","1,36,361","96,245","33,892","99,363",0,"29,32,789","2,005","47,738",361,7,"1,59,070","1,15,716","1,31,207",0,270,0,"13,929",177,"22,124",99,"18,164","2,997",180,"3,38,731","41,262","4,415","1,51,102","7,385",90,0,0,"4,847",0,"1,119",0,"14,559","4,404","2,316",0,0,3,30,"7,835",0,"3,126","1,73,991",676,"1,75,122","23,290",0,"9,704","1,45,119",1,"83,372","1,112","28,168","4,326",0,9,0,0,0,0,0,10,0,0,0,"5,77,87,370"
12.1. Entidades asociadas ......................................................................................................................................................................,"31,282","29,82,731","8,923","3,211","1,14,404",656,"1,017",0,"47,258",0,"5,395",445,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",623,0,0,95,0,0,0,0,0,0,0,"2,314",0,0,0,0,0,0,"1,541",0,0,0,0,0,0,0,0,325,0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"35,31,911"
12.2. Entidades multigrupo ......................................................................................................................................................................,"6,295",0,"15,040","9,008","19,343","36,225","9,498",0,"33,612",0,"66,207",0,"2,411",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,151,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,283",0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,"2,37,233"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,23,60,052","3,39,82,299","12,36,831","13,03,581","6,75,552","99,480","85,730","33,892","18,493",0,"28,61,187","1,560","45,327",0,0,"1,59,070","1,15,716","1,30,751",0,0,0,181,0,"22,100",99,"11,449","2,846",0,"7,501","30,126","4,415","1,51,102","7,290",0,0,0,"4,847",0,"1,119",0,"12,245","4,404","2,316",0,0,3,30,"1,011",0,"3,126","1,73,991",676,"1,75,122","23,290",0,"9,704","1,44,794",1,"83,265","1,112","26,406","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,40,18,226"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"21,10,938","29,61,640","15,09,602","1,17,059","2,59,756",0,"48,530","42,974","9,096",0,"30,415","6,672",0,"10,830",0,"1,638",571,0,0,"8,855",13,"2,078","8,106",0,"23,009",0,0,"6,590",0,0,"5,712",0,0,"10,773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,74,857"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,79,494","15,13,426","7,35,119","3,44,842","5,70,056","3,12,956","2,85,126","1,72,267","1,89,593",0,"13,486","26,039","45,686","62,717",0,"1,07,163",806,"88,568",54,"28,892",201,"21,487","25,766","34,361","29,531","1,382","10,611","20,631","3,062","77,652","8,212","9,683",671,"19,854",10,317,"25,723","1,723","13,490",194,"9,684","7,097","5,509",11,"3,960","9,231","2,583",399,909,"3,713","1,734","4,144",11,"1,462","2,933","4,689",102,"4,110","4,372","1,340",112,957,1,288,"1,152","2,525",2,0,5,0,"29,256",0,0,"69,83,142"
15.1. De uso propio ..................................................................................................................................................................,"20,68,719","15,10,284","7,17,810","3,40,755","5,69,209","3,10,179","2,76,874","1,71,004","1,80,196",0,"13,486","11,213","40,191","61,768",0,"1,07,128",806,"88,568",54,"28,573",201,"21,487","25,208","34,361","29,531","1,382","10,611","20,451","3,062","74,274","8,212","9,683",671,"17,692",10,317,"24,888","1,723","11,097",194,"9,597","7,097","5,509",11,"3,914","8,152","2,583",399,909,"3,713","1,734","4,144",11,"1,462","2,933","4,689",102,"2,716","4,372","1,340",112,957,1,288,"1,152","2,525",2,0,5,0,"10,859",0,0,"68,73,160"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,775","3,142","17,309","4,087",847,0,"8,252","1,263","9,397",0,0,"14,826","5,495",949,0,0,0,0,0,319,0,0,558,0,0,0,0,180,0,0,0,0,0,"2,162",0,0,835,0,"2,099",0,87,0,0,0,0,"1,079",0,0,0,0,0,0,0,0,0,0,0,"1,394",0,0,0,0,0,0,0,0,0,0,0,0,"18,397",0,0,"1,03,452"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,"2,777",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,378",0,0,0,0,0,0,0,0,294,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,530"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,22,"4,40,035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,40,057"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"54,996",450,"33,020","9,727","3,800",526,"7,379","5,270",344,0,"3,433",0,0,183,0,739,0,0,0,122,55,"7,109",61,"6,022","2,413",457,694,61,233,83,"8,557","9,164",0,62,0,"16,964",280,545,0,0,159,156,"4,725",0,104,1,216,0,62,17,"3,100",103,0,"10,454",86,376,0,"1,412","2,103",0,27,"1,176",0,5,"1,215",24,0,0,0,0,0,0,0,"1,98,270"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
