Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0112,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
3. OTROS ACTIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,"25,099","42,444",0,0,0,0,0,"2,18,084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,85,627"
3.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,"20,458",0,0,0,0,0,"2,12,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,32,663"
3.5. Otros instrumentos de capital ..........................................................................................................,0,0,0,0,0,"25,099","21,986",0,0,0,0,0,"5,879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,964"
Pro-memoria: Prestados o en garantía ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA ..........................................................................................................,"3,06,85,646","4,44,56,552","68,48,075","19,99,317","24,16,045","34,00,585","4,57,716","17,34,985","1,96,069",0,114,"38,01,238","13,546","1,06,287",61,"4,50,391","10,329","5,96,982",0,"22,614","19,48,098","61,793","22,797","4,31,791","39,663","88,775","39,365","30,409",0,"1,25,405","49,838","3,349","4,35,473","13,165",0,36,"88,758","4,170","57,521","2,187","67,762","30,925","20,995","1,236",32,"11,213",103,"78,065","2,190","2,352","34,205",0,8,"1,375","13,589",300,"1,940","5,112",168,"42,068",79,886,0,30,2,0,0,0,0,0,0,0,0,"10,09,53,780"
4.1. Valores representativos de deuda ..........................................................................................................,"2,23,00,141","4,40,28,034","67,22,979","19,57,171","23,20,748","33,53,847","4,04,606","17,30,911","76,593",0,0,"38,01,238","11,138","1,05,980",0,"4,39,580",0,"5,17,770",0,"22,271","19,48,098","22,454","22,207","3,42,594","39,439","84,209","37,954","29,242",0,"1,23,292","48,145",0,"4,33,151","12,855",0,0,"84,045",10,"23,281","2,187","60,755","27,988",0,1,0,"6,343",0,"26,738","2,190","2,352","34,205",0,0,0,"13,589",0,0,"4,575",0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,"9,12,25,732"
4.2. Otros instrumentos de capital ..........................................................................................................,"83,85,505","4,28,518","1,25,096","42,146","95,297","46,738","53,110","4,074","1,19,476",0,114,0,"2,408",307,61,"10,811","10,329","79,212",0,343,0,"39,339",590,"89,197",224,"4,566","1,412","1,167",0,"2,113","1,693","3,349","2,322",310,0,36,"4,713","4,160","34,240",0,"7,007","2,937","20,995","1,235",32,"4,870",103,"51,327",0,0,0,0,8,"1,375",0,300,"1,940",537,168,"42,068",79,60,0,30,2,0,0,0,0,0,0,0,0,"97,28,049"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"2,08,38,194","2,89,68,022","24,33,857","8,62,592","11,16,130","26,57,799","3,32,176","2,35,541","34,342",0,0,0,"9,856",786,0,"3,75,163",0,"5,41,744",0,776,"1,28,113",632,"1,158","2,05,723","39,439","64,733",0,0,0,0,0,0,"61,044",0,0,0,0,0,0,0,"37,614",0,0,0,0,0,0,"3,103",0,0,0,0,0,0,"3,678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,89,52,215"
5. INVERSIONES CREDITICIAS  .................................................................................................................................................................,"18,07,39,448","15,42,52,464","6,48,12,867","5,22,54,861","4,64,76,071","3,05,58,333","1,81,45,675","1,77,77,883","1,13,82,599","89,15,722","1,24,03,475","85,94,394","1,30,69,051","92,30,725","81,28,957","61,60,611","59,03,111","62,91,760","33,89,084","40,82,683","47,05,287","40,49,931","34,10,637","22,37,612","24,60,313","52,19,640","27,44,998","31,09,898","13,81,665","33,65,786","22,17,748","28,43,707","8,82,754","16,04,762","10,00,591","10,59,440","12,81,529","8,36,118","4,85,310","23,05,691","3,81,002","4,67,782","5,09,276","3,86,583","8,08,433","3,04,574","13,46,847","5,35,235","9,23,688","3,72,975","5,60,002","23,24,650","21,08,174","2,39,715","2,47,790","7,86,195","37,231","1,43,253","30,18,880","96,077","9,65,079","65,726","36,458","9,31,505","2,14,121","60,007","32,481","25,303","19,734","16,404","74,865","12,269","9,101","72,78,34,606"
5.1. Depósitos en entidades de crédito ..........................................................................................................,"2,40,79,256","4,12,33,827","1,80,74,853","1,50,45,866","51,40,142","38,77,767","20,74,871","15,45,193","3,55,901","89,15,722","93,97,043","50,988","33,17,767","2,29,677","81,28,957","8,12,535","41,12,734","12,40,801","29,92,236","56,054","1,98,219","18,34,284","87,476","1,88,420","4,85,210","48,82,594","23,40,334","83,361",0,"13,29,287","7,10,935","18,77,901","1,92,659","37,835","9,83,833","9,91,892","1,56,977","5,61,469","78,101",0,"1,07,468","2,48,915","1,38,255","3,68,934","22,487","43,380",0,"3,18,018",178,"2,00,049","3,90,706","37,818","20,99,808","1,20,682","6,506","2,68,091","37,231","1,28,315","2,10,520","81,182","3,18,306","43,586","22,048",536,"1,95,392","48,883","32,481","24,963","19,726","16,404","64,159","12,268","9,101","17,33,39,373"
5.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"4,46,197","1,00,006",0,"4,65,030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,11,233"
5.3. Crédito a la clientela ......................................................................................................................................................................,"15,50,23,540","10,79,77,791","4,62,62,965","3,63,50,100","4,08,07,194","2,64,34,054","1,59,84,637","1,60,96,198","1,09,40,539",0,"30,03,804","85,43,399","95,83,305","89,62,838",0,"53,11,970","17,87,138","50,07,538","2,01,092","40,08,745","44,98,124","22,14,351","33,07,780","20,30,150","19,62,662","2,60,111","1,32,445","30,10,307","13,81,665","19,44,800","14,96,060","9,64,257","6,90,021","15,56,097","6,298","2,811","11,12,401","2,74,252","4,06,921","23,04,717","2,71,662","1,92,982","3,70,796","17,647","7,82,519","2,60,418","13,46,660","2,10,743","9,23,109","1,70,117","45,098","22,86,381","8,352","1,18,128","2,39,178","5,14,404",0,"14,544","28,07,959","9,795","6,46,763","18,931","14,408","9,30,806",91,"11,062",0,92,6,0,"9,722",0,0,"54,40,65,450"
5.4. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,"2,621",0,0,0,0,0,0,0,"1,94,031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,099",0,36,0,0,0,0,0,0,0,0,0,0,0,"2,01,787"
5.5. Otros activos financieros ......................................................................................................................................................................,"11,90,455","49,40,840","4,75,050","3,93,865","5,28,735","2,46,512","86,167","1,36,492","86,159",0,7,7,"1,67,979","38,210",0,"36,106","3,239","43,421","1,725","17,884","8,944","1,296","15,381","19,042","12,442","76,935","2,72,219","16,230",0,"91,699","10,753","1,549",74,"10,830","10,460","64,737","12,151",397,288,974,"1,872","25,885",226,1,"3,427",776,187,"6,474",401,"2,809","1,24,198",451,14,905,"2,105","3,700",0,394,401,1,10,"3,173",2,163,"18,638",62,0,248,2,0,984,1,0,"92,16,764"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,33,031","1,43,24,745",0,"30,73,165","17,21,384",0,"15,69,229","18,96,213","26,98,925",0,0,0,"17,88,500","26,246",0,0,"14,42,301","8,00,904",0,"3,499",0,"17,01,860","13,955",0,"12,642",0,"20,22,962","16,180",0,"10,68,801","14,02,724",0,0,0,0,"7,87,552","1,59,320","2,09,430",0,0,"18,822","1,03,125","1,14,629","25,509",0,0,0,"3,06,855",0,0,"2,36,869",0,0,0,0,0,0,"28,793",0,"74,280",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,02,82,450"
6. CARTERA DE INVERSIÓN A VENCIMIENTO ..........................................................................................................,"48,97,442",0,"50,43,577",431,0,"4,53,345","25,553",0,606,0,0,0,0,0,0,0,0,"88,010",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,968",0,0,0,0,0,0,0,626,0,0,"1,05,16,583"
Pro-memoria: Prestados o en garantía ..........................................................................................................,"26,77,630",0,"45,10,782",0,0,"4,51,327",0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,"76,40,873"
9. AJUSTES A ACTIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,"-6,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,700"
10. DERIVADOS DE COBERTURA ..........................................................................................................,"23,06,390","12,82,175","4,93,878","3,41,398","2,46,927","77,849","33,947","8,682","87,023",0,"30,723","2,13,542","70,919","57,601",0,"30,498",46,"6,688","4,146","20,184","43,881",0,"18,017",197,195,0,0,"10,828",0,"5,705","2,310",0,44,"16,211",0,0,0,"11,293",0,"21,275",0,0,0,0,0,0,0,0,2,"9,401",0,0,"2,899",0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,55,417"
11. ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,"27,181","43,319","14,326","29,982","10,993","3,753","18,036","2,284",539,0,"1,301",0,65,"6,713",0,694,0,"2,123",0,"5,923",0,0,"3,490",587,468,0,0,"3,206",352,0,661,0,3,562,0,0,266,0,19,233,21,372,0,0,79,15,0,0,0,0,0,0,0,18,13,0,1,0,369,0,0,0,0,278,0,0,3,0,0,0,"5,774",0,0,"1,84,022"
11.1. Depósitos en entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2. Crédito a la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3. Valores representativos de deuda ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4. Instrumentos de capital ......................................................................................................................................................................,0,0,0,0,0,0,"15,224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,500",0,0,"19,724"
11.5. Activo material ...............................................................................................................................................................................,"27,181","43,319","14,326","29,982","10,993","3,753","2,812","2,284",539,0,"1,301",0,65,"6,713",0,694,0,"2,123",0,"5,923",0,0,"3,490",587,468,0,0,"3,206",352,0,661,0,3,562,0,0,266,0,19,233,21,372,0,0,79,15,0,0,0,0,0,0,0,18,13,0,1,0,369,0,0,0,0,278,0,0,3,0,0,0,"1,274",0,0,"1,64,298"
11.6. Resto de activos ..................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. PARTICIPACIONES ..................................................................................................................................................................,"1,32,47,544","3,47,17,861","12,26,555","12,74,740","8,15,588","1,36,007","2,01,645","35,915","1,05,618",0,"26,82,418","2,743","42,173",361,7,"1,23,079","1,15,713","1,25,098",0,270,0,"13,929",177,"22,124",99,"18,164","2,966",180,"3,38,731","41,188","3,850","1,51,101","7,385",90,0,0,"4,873",0,"1,119",0,"14,559","4,403","2,316",0,0,3,30,"6,831",0,"3,996","1,09,888",676,"1,55,154","23,290",0,"8,704","1,48,712",1,"83,272","1,112","21,838","4,266",0,9,0,0,0,0,0,10,0,0,0,"5,60,48,381"
12.1. Entidades asociadas ......................................................................................................................................................................,"7,85,477","9,36,355","8,938","3,211","1,00,394",656,"83,788",220,"54,097",0,"5,395",762,0,0,7,0,0,456,0,0,0,240,0,24,0,"6,715",0,0,"3,22,370",627,0,0,95,0,0,0,0,0,0,0,"2,314",0,0,0,0,0,0,"1,617",0,0,0,0,0,0,0,0,"3,918",0,107,0,"1,762",0,0,0,0,0,0,0,0,10,0,0,0,"23,19,555"
12.2. Entidades multigrupo ......................................................................................................................................................................,"5,483",0,"15,040","13,823","19,343","36,225","9,498",0,"33,612",0,"41,210",0,"3,366",361,0,0,0,0,0,270,0,"13,508",177,0,0,0,182,180,"8,860","10,513",0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,200",0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,"2,16,082"
12.3. Entidades del grupo ......................................................................................................................................................................,"1,24,56,584","3,37,81,506","12,02,577","12,57,706","6,95,851","99,126","1,08,359","35,695","17,909",0,"26,35,813","1,981","38,806",0,0,"1,23,079","1,15,713","1,24,642",0,0,0,181,0,"22,100",99,"11,449","2,784",0,"7,501","30,048","3,850","1,51,101","7,290",0,0,0,"4,873",0,"1,119",0,"12,245","4,403","2,316",0,0,3,30,"1,014",0,"3,996","1,09,888",676,"1,55,154","23,290",0,"8,704","1,44,794",1,"83,165","1,112","20,076","4,125",0,9,0,0,0,0,0,0,0,0,0,"5,35,12,743"
13. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ..........................................................................................................,"20,89,985","29,93,717","14,98,543","1,27,755","2,66,066",0,"49,404","46,084","9,096",0,"31,243","6,931",0,"11,903",0,"1,532",584,0,0,"9,556",13,"2,099","8,650",0,"23,009",0,0,"6,989",0,0,0,0,0,"11,527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,94,686"
15. ACTIVO MATERIAL ..................................................................................................................................................................,"20,69,784","15,35,702","7,12,600","3,54,083","5,48,337","3,08,610","2,88,244","2,12,854","1,81,399",0,"14,144","26,335","43,585","64,500",0,"1,05,042",982,"85,957",71,"29,068",224,"18,780","25,035","33,273","29,408","1,439","10,978","20,287","2,638","77,307","5,689","9,893",622,"19,460",22,340,"26,190","1,664","13,950",203,"10,060","7,390","5,192",13,"4,073","9,043","2,409",420,977,"3,954","1,099","4,293",11,"1,697","2,567","4,815",104,"3,760","3,952","1,348",121,994,2,300,"1,021","2,505",2,0,5,0,"28,202",0,0,"69,79,028"
15.1. De uso propio ..................................................................................................................................................................,"20,59,247","15,32,533","6,94,596","3,51,409","5,47,478","3,08,534","2,79,923","2,12,854","1,70,105",0,"14,144","11,398","38,066","63,959",0,"1,05,007",982,"85,957",71,"28,944",224,"18,780","25,035","33,266","29,408","1,439","10,978","20,076","2,638","73,913","5,453","6,649",622,"18,429",22,340,"25,346","1,664","11,472",203,"9,973","7,390","5,192",13,"4,027","7,961","2,409",420,977,"3,954","1,099","4,293",11,"1,697","1,037","4,815",104,"2,359","3,952","1,348",121,994,2,300,"1,021","2,505",2,0,5,0,"9,774",0,0,"68,68,919"
15.2. Inversiones inmobiliarias ......................................................................................................................................................................,"10,537","3,169","18,004","2,674",859,0,"8,321",0,"11,294",0,0,"14,937","5,519",541,0,0,0,0,0,124,0,0,0,0,0,0,0,211,0,0,0,"3,244",0,"1,031",0,0,844,0,"2,182",0,87,0,0,0,0,"1,082",0,0,0,0,0,0,0,0,"1,530",0,0,"1,401",0,0,0,0,0,0,0,0,0,0,0,0,"18,428",0,0,"1,06,019"
15.3. Otros activos cedidos en arrendamiento operativo ..........................................................................................................,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,7,0,0,0,0,0,"3,394",235,0,0,0,0,0,0,0,296,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,090"
15.4. Afecto a la Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-memoria: Adquirido en arrendamiento financiero ..........................................................................................................,25,"4,41,519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,41,544"
16. ACTIVO INTANGIBLE ..................................................................................................................................................................,"52,211",465,"33,206","9,006","7,978",213,"6,311","6,238",413,0,"1,730",0,0,160,0,711,0,0,0,107,0,"7,486",54,"5,261","1,292",475,"1,065",54,1,79,"10,977","6,183",0,54,0,"17,155",386,545,0,0,120,143,"5,027",0,103,2,132,0,54,3,"2,801",99,0,"10,594",120,316,0,"1,545",573,26,39,"1,183",0,16,"1,059",27,0,0,0,0,0,0,0,"1,93,798"
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,775"
